# schema_version: 1
# lap: 4
# driver: 0821
# phase: baseline
# setup: apex-study-v1
# source: torcs:telemetry.csv | car: Player | race_lap: 4 | measured_lap_time: 122.980
# sector: derived as thirds of track length (TORCS exports no sectors)
t,dist,speed,throttle,brake,steer,gear,sector,x,y,track_pos,damage 
60.64,1386.682,19.858,0.3606,0.0,0.0,2,2,131.994,128.945,2.2705,0
60.66,1387.059,19.3301,0.3394,0.0,0.0,1,2,132.23,129.256,2.2501,0
60.68,1387.425,18.8261,1.0,0.0,0.0,1,2,132.464,129.556,2.2293,0
60.7,1387.78,18.3755,0.7357,0.0,0.0,1,2,132.695,129.845,2.208,0
60.72,1388.125,17.933,0.9378,0.0,0.0,1,2,132.927,130.123,2.1858,0
60.74,1388.458,17.4325,0.9384,0.0,0.0,1,2,133.159,130.389,2.1628,0
60.76,1388.779,16.9636,0.9568,0.0,0.0,1,2,133.389,130.643,2.1391,0
60.78,1389.09,16.5231,0.9523,0.0,0.0,1,2,133.618,130.885,2.1147,0
60.8,1389.39,16.1164,0.9385,0.0,0.0,1,2,133.846,131.117,2.0899,0
60.82,1389.681,15.7367,0.9343,0.0,0.0,1,2,134.072,131.34,2.0647,0
60.84,1389.963,15.3729,0.9398,0.0,0.0,1,2,134.297,131.553,2.039,0
60.86,1390.236,15.0157,0.9519,0.0,0.0,1,2,134.52,131.757,2.0128,0
60.88,1390.501,14.6579,0.9667,0.0,0.0,1,2,134.742,131.953,1.9863,0
60.9,1390.756,14.2951,0.9814,0.0,0.0,1,2,134.962,132.139,1.9595,0
60.92,1391.003,13.9247,0.9938,0.0,0.0,1,2,135.18,132.317,1.9324,0
60.94,1391.24,13.5471,1.0,0.0,0.0,1,2,135.396,132.485,1.905,0
60.96,1391.467,13.156,1.0,0.0,0.0,1,2,135.61,132.645,1.8774,0
60.98,1391.685,12.7535,1.0,0.0,0.0,1,2,135.82,132.795,1.8496,0
61.0,1391.893,12.3468,1.0,0.0,0.0,1,2,136.027,132.935,1.8218,0
61.02,1392.091,11.9399,1.0,0.0,0.0,1,2,136.23,133.067,1.7939,0
61.04,1392.279,11.535,1.0,0.0,0.0,1,2,136.429,133.189,1.7661,0
61.06,1392.457,11.1322,1.0,0.0,0.0,1,2,136.625,133.302,1.7383,0
61.08,1392.625,10.7273,1.0,0.0,0.0,1,2,136.816,133.406,1.7106,0
61.1,1392.783,10.3203,1.0,0.0,0.0,1,2,137.003,133.501,1.683,0
61.12,1392.931,9.917,1.0,0.0,0.0,1,2,137.186,133.586,1.6556,0
61.14,1393.068,9.5226,0.9932,0.0,0.0,1,2,137.364,133.663,1.6284,0
61.16,1393.196,9.1381,0.9841,0.0,0.0,1,2,137.537,133.731,1.6013,0
61.18,1393.314,8.7629,0.9767,0.0,0.0,1,2,137.705,133.79,1.5746,0
61.2,1393.422,8.3974,0.9685,0.0,0.0,1,2,137.868,133.84,1.548,0
61.22,1393.52,8.0433,0.9595,0.0,0.0249,1,2,138.027,133.882,1.5218,0
61.24,1393.608,7.7025,0.9519,0.0,0.0497,1,2,138.18,133.915,1.4958,0
61.26,1393.687,7.3779,0.9449,0.0,0.0746,1,2,138.329,133.94,1.4702,0
61.28,1393.755,7.0723,0.9388,0.0,0.0995,1,2,138.472,133.956,1.4449,0
61.3,1393.814,6.7895,0.9314,0.0,0.1244,1,2,138.61,133.964,1.4199,0
61.32,1393.864,6.5355,0.9214,0.0,0.1492,1,2,138.742,133.963,1.3952,0
61.34,1393.903,6.3155,0.9133,0.0,0.1741,1,2,138.87,133.954,1.3708,0
61.36,1393.933,6.1335,0.905,0.0,0.199,1,2,138.993,133.937,1.3467,0
61.38,1393.953,5.9928,0.8787,0.0,0.2239,1,2,139.112,133.911,1.3229,0
61.4,1393.964,5.894,0.8513,0.0,0.2488,1,2,139.225,133.877,1.2992,0
61.42,1393.966,5.8345,0.823,0.0,0.2737,1,2,139.334,133.835,1.2758,0
61.44,1393.958,5.8124,0.7594,0.0,0.2986,1,2,139.439,133.784,1.2526,0
61.46,1393.942,5.8201,0.7633,0.0,0.3235,1,2,139.54,133.726,1.2296,0
61.48,1393.916,5.8586,0.732,0.0,0.3484,1,2,139.636,133.659,1.2068,0
61.5,1393.882,5.9311,0.6997,0.0,0.3733,1,2,139.727,133.585,1.1842,0
61.52,1393.839,6.0305,0.6664,0.0,0.3982,1,2,139.814,133.503,1.1619,0
61.54,1393.787,6.1525,0.6322,0.0,0.4231,1,2,139.898,133.414,1.1398,0
61.56,1393.729,6.2865,0.5969,0.0,0.448,1,2,139.977,133.319,1.1179,0
61.58,1393.666,6.4272,0.5606,0.0,0.4729,1,2,140.056,133.219,1.0958,0
61.6,1393.602,6.5415,0.5234,0.0,0.4978,1,2,140.137,133.118,1.0732,0
61.62,1393.538,6.6613,0.4852,0.0,0.5226,1,2,140.22,133.015,1.0502,0
61.64,1393.474,6.7611,0.446,0.0,0.5475,1,2,140.305,132.911,1.0266,0
61.66,1393.41,6.8627,0.4057,0.0,0.5724,1,2,140.393,132.807,1.0024,0
61.68,1393.347,6.9478,0.3646,0.0,0.5973,1,2,140.484,132.703,0.9778,0
61.7,1393.285,7.0441,0.35,0.0,0.6222,1,2,140.577,132.598,0.9527,0
61.72,1393.225,7.1237,0.35,0.0,0.647,1,2,140.673,132.494,0.9271,0
61.74,1393.165,7.2101,0.35,0.0,0.6719,1,2,140.772,132.39,0.901,0
61.76,1393.107,7.2854,0.35,0.0,0.6968,1,2,140.873,132.287,0.8745,0
61.78,1393.05,7.3586,0.35,0.0,0.7217,1,2,140.977,132.184,0.8475,0
61.8,1392.995,7.4274,0.35,0.0,0.7465,1,2,141.084,132.081,0.8201,0
61.82,1392.942,7.5022,0.35,0.0,0.7714,1,2,141.193,131.98,0.7921,0
61.84,1392.891,7.5723,0.35,0.0,0.7963,1,2,141.306,131.879,0.7637,0
61.86,1392.842,7.6535,0.35,0.0,0.8211,1,2,141.421,131.78,0.7349,0
61.88,1392.795,7.727,0.35,0.0,0.846,1,2,141.539,131.681,0.7056,0
61.9,1392.751,7.8045,0.35,0.0,0.8709,1,2,141.661,131.584,0.6758,0
61.92,1392.709,7.8704,0.35,0.0,0.8957,1,2,141.785,131.489,0.6456,0
61.94,1392.67,7.9444,0.35,0.0,0.9206,1,2,141.913,131.396,0.615,0
61.96,1392.634,8.0043,0.35,0.0,0.9454,1,2,142.043,131.304,0.5839,0
61.98,1392.601,8.0776,0.35,0.0,0.9703,1,2,142.177,131.214,0.5524,0
62.0,1392.571,8.1375,0.35,0.0,0.9952,1,2,142.313,131.127,0.5205,0
62.02,1392.545,8.2136,0.35,0.0,1.0,1,2,142.453,131.042,0.4882,0
62.04,1392.522,8.2762,0.35,0.0,1.0,1,2,142.596,130.959,0.4555,0
62.06,1392.502,8.3551,0.35,0.0,1.0,1,2,142.742,130.879,0.4225,0
62.08,1392.486,8.4161,0.35,0.0,1.0,1,2,142.89,130.802,0.3891,0
62.1,1392.473,8.4914,0.35,0.0,1.0,1,2,143.042,130.727,0.3554,0
62.12,1392.464,8.5488,0.35,0.0,1.0,1,2,143.196,130.654,0.3214,0
62.14,1392.458,8.6225,0.35,0.0,1.0,1,2,143.353,130.585,0.287,0
62.16,1392.456,8.6811,0.35,0.0,1.0,1,2,143.513,130.518,0.2524,0
62.18,1392.458,8.7572,0.35,0.0,1.0,1,2,143.676,130.454,0.2175,0
62.2,1392.463,8.8167,0.35,0.0,1.0,1,2,143.841,130.393,0.1823,0
62.22,1392.473,8.8935,0.35,0.0,1.0,1,2,144.008,130.336,0.147,0
62.24,1392.486,8.952,0.35,0.0,1.0,1,2,144.178,130.282,0.1114,0
62.26,1392.504,9.0263,0.35,0.0,1.0,1,2,144.351,130.231,0.0756,0
62.28,1392.525,9.082,0.35,0.0,1.0,1,2,144.526,130.184,0.0396,0
62.3,1392.551,9.1541,0.35,0.0,1.0,1,2,144.703,130.14,0.0035,0
62.32,1392.582,9.2083,0.35,0.0,1.0,1,2,144.882,130.1,-0.0327,0
62.34,1392.616,9.2795,0.35,0.0,1.0,1,2,145.063,130.064,-0.0691,0
62.36,1392.655,9.3333,0.35,0.0,1.0,1,2,145.247,130.032,-0.1055,0
62.38,1392.699,9.4039,0.35,0.0,1.0,1,2,145.432,130.004,-0.1419,0
62.4,1392.747,9.457,0.35,0.0,1.0,1,2,145.619,129.981,-0.1784,0
62.42,1392.799,9.5265,0.35,0.0,1.0,1,2,145.808,129.961,-0.2149,0
62.44,1392.857,9.5785,0.35,0.0,1.0,1,2,145.998,129.946,-0.2513,0
62.46,1392.919,9.6467,0.35,0.0,1.0,1,2,146.19,129.935,-0.2877,0
62.48,1392.985,9.6976,0.35,0.0,1.0,1,2,146.384,129.929,-0.324,0
62.5,1393.057,9.7642,0.35,0.0,1.0,1,2,146.578,129.928,-0.3602,0
62.52,1393.133,9.8141,0.35,0.0,1.0,1,2,146.774,129.931,-0.3963,0
62.54,1393.215,9.8798,0.35,0.0,1.0,1,2,146.971,129.939,-0.4321,0
62.56,1393.301,9.9291,0.35,0.0,1.0,1,2,147.168,129.952,-0.4678,0
62.58,1393.392,9.9935,0.35,0.0,1.0,1,2,147.367,129.97,-0.5032,0
62.6,1393.487,10.0419,0.35,0.0,1.0,1,2,147.566,129.993,-0.5384,0
62.62,1393.588,10.1048,0.35,0.0,1.0,1,2,147.765,130.021,-0.5733,0
62.64,1393.694,10.1523,0.35,0.0,1.0,1,2,147.965,130.054,-0.6079,0
62.66,1393.804,10.2138,0.35,0.0,1.0,1,2,148.165,130.092,-0.6421,0
62.68,1393.919,10.2598,0.35,0.0,1.0,1,2,148.365,130.136,-0.6759,0
62.7,1394.039,10.3214,0.35,0.0,1.0,1,2,148.564,130.184,-0.7093,0
62.72,1394.164,10.3644,0.35,0.0,1.0,1,2,148.764,130.238,-0.7423,0
62.74,1394.293,10.4259,0.35,0.0,1.0,1,2,148.963,130.297,-0.7747,0
62.76,1394.427,10.4738,0.35,0.0,1.0,1,2,149.162,130.362,-0.8068,0
62.78,1394.566,10.528,0.35,0.0,1.0,1,2,149.36,130.431,-0.8383,0
62.8,1394.709,10.5739,0.35,0.0,1.0,1,2,149.557,130.506,-0.8692,0
62.82,1394.856,10.6329,0.35,0.0,1.0,1,2,149.753,130.585,-0.8996,0
62.84,1395.008,10.6708,0.35,0.0,1.0,1,2,149.948,130.67,-0.9294,0
62.86,1395.164,7.8746,0.35,0.0,1.0,1,2,150.066,130.791,-0.9423,0
62.88,1395.32,7.8228,0.35,0.0,1.0,1,2,150.135,130.932,-0.9444,0
62.9,1395.474,7.6607,0.35,0.0,1.0,1,2,150.209,131.067,-0.9482,0
62.92,1395.622,7.5075,0.35,0.0,1.0,1,2,150.29,131.194,-0.9537,0
62.94,1395.766,7.403,0.35,0.0,1.0,1,2,150.378,131.314,-0.9609,0
62.96,1395.906,7.0189,0.35,0.0,1.0,1,2,150.454,131.435,-0.9661,0
62.98,1396.044,6.9222,0.35,0.0,1.0,1,2,150.523,131.555,-0.9698,0
63.0,1396.179,6.8545,0.35,0.0,1.0,1,2,150.597,131.671,-0.9749,0
63.02,1396.311,6.829,0.35,0.0,1.0,1,2,150.678,131.781,-0.9815,0
63.04,1396.441,6.8551,0.35,0.0,1.0,1,2,150.764,131.886,-0.9897,0
63.06,1396.57,6.9117,0.35,0.0,1.0,1,2,150.856,131.988,-0.999,0
63.08,1396.699,6.5145,0.35,0.0,1.0,1,2,150.942,132.093,-1.0071,0
63.1,1396.828,6.475,0.35,0.0,1.0,1,2,151.0,132.208,-1.0093,0
63.12,1396.956,6.4492,0.35,0.0,1.0,1,2,151.066,132.319,-1.0131,0
63.14,1397.082,6.4659,0.35,0.0,1.0,1,2,151.137,132.426,-1.0184,0
63.16,1397.207,6.5115,0.35,0.0,1.0,1,2,151.215,132.53,-1.0251,0
63.18,1397.332,6.5676,0.35,0.0,1.0,1,2,151.297,132.632,-1.0326,0
63.2,1397.458,6.6161,0.35,0.0,1.0,1,2,151.378,132.735,-1.04,0
63.22,1397.585,6.4013,0.35,0.0,1.0,1,2,151.437,132.848,-1.0424,0
63.24,1397.711,6.4255,0.35,0.0,1.0,1,2,151.503,132.957,-1.0465,0
63.26,1397.837,6.478,0.35,0.0,1.0,1,2,151.574,133.065,-1.0516,0
63.28,1397.964,6.5354,0.35,0.0,1.0,1,2,151.647,133.172,-1.0571,0
63.3,1398.092,6.584,0.35,0.0,1.0,1,2,151.72,133.281,-1.0624,0
63.32,1398.222,6.6465,0.35,0.0,1.0,1,2,151.792,133.391,-1.0675,0
63.34,1398.353,6.6951,0.35,0.0,1.0,1,2,151.863,133.504,-1.0722,0
63.36,1398.485,6.7511,0.35,0.0,1.0,1,2,151.933,133.619,-1.0766,0
63.38,1398.619,6.8037,0.35,0.0,1.0,1,2,152.001,133.735,-1.0805,0
63.4,1398.754,6.8476,0.35,0.0,1.0,1,2,152.068,133.854,-1.084,0
63.42,1398.891,6.9142,0.35,0.0,1.0,1,2,152.133,133.975,-1.0871,0
63.44,1399.029,6.9701,0.35,0.0,1.0,1,2,152.197,134.098,-1.0897,0
63.46,1399.168,7.0361,0.35,0.0,1.0,1,2,152.259,134.223,-1.0918,0
63.48,1399.308,7.0849,0.35,0.0,1.0,1,2,152.319,134.35,-1.0935,0
63.5,1399.45,7.1387,0.35,0.0,1.0,1,2,152.378,134.479,-1.0947,0
63.52,1399.593,7.1841,0.35,0.0,1.0,1,2,152.435,134.61,-1.0954,0
63.54,1399.737,7.2391,0.35,0.0,1.0,1,2,152.489,134.744,-1.0955,0
63.56,1399.882,7.2869,0.35,0.0,1.0,1,2,152.542,134.879,-1.0951,0
63.58,1400.028,7.3534,0.35,0.0,1.0,1,2,152.593,135.016,-1.0942,0
63.6,1400.175,7.4064,0.35,0.0,1.0,1,2,152.641,135.155,-1.0928,0
63.62,1400.323,7.4759,0.35,0.0,1.0,1,2,152.687,135.296,-1.0907,0
63.64,1400.472,7.5298,0.35,0.0,1.0,1,2,152.731,135.439,-1.0881,0
63.66,1400.622,7.5858,0.35,0.0,1.0,1,2,152.772,135.584,-1.0849,0
63.68,1400.773,7.6306,1.0,0.0,0.0,1,2,152.811,135.731,-1.0812,0
63.7,1400.925,7.8184,1.0,0.0,0.0,1,2,152.849,135.88,-1.0771,0
63.72,1401.083,8.0657,0.9921,0.0,0.0,1,2,152.891,136.033,-1.0733,0
63.74,1401.246,8.281,0.901,0.0,0.0,1,2,152.937,136.19,-1.0703,0
63.76,1401.413,8.4958,0.8799,0.0,0.0,1,2,152.989,136.349,-1.0679,0
63.78,1401.585,8.7471,0.9744,0.0,0.0,1,2,153.044,136.512,-1.0659,0
63.8,1401.762,9.0199,1.0,0.0,0.0,1,2,153.103,136.68,-1.0642,0
63.82,1401.945,9.2854,1.0,0.0,0.0,1,2,153.164,136.852,-1.0627,0
63.84,1402.132,9.5241,1.0,0.0,0.0,1,2,153.229,137.029,-1.0616,0
63.86,1402.325,9.7448,0.9555,0.0,0.0,1,2,153.297,137.209,-1.0605,0
63.88,1402.522,9.9777,0.9039,0.0,0.0,1,2,153.366,137.393,-1.0595,0
63.9,1402.724,10.2365,0.976,0.0,0.0,1,2,153.437,137.582,-1.0585,0
63.92,1402.931,10.5018,1.0,0.0,0.0,1,2,153.51,137.776,-1.0575,0
63.94,1403.143,10.7448,0.9487,0.0,0.0,1,2,153.585,137.975,-1.0566,0
63.96,1403.36,10.9654,0.8514,0.0,0.0,1,2,153.662,138.177,-1.0557,0
63.98,1403.584,11.2035,0.8894,0.0,0.0,1,2,153.741,138.384,-1.0548,0
64.0,1403.818,11.4659,0.9625,0.0,0.0,1,2,153.821,138.596,-1.0538,0
64.02,1404.057,11.7261,0.9725,0.0,0.0,1,2,153.904,138.813,-1.0528,0
64.04,1404.302,11.9612,0.8888,0.0,0.0,1,2,153.989,139.033,-1.0518,0
64.06,1404.551,12.1971,0.8793,0.0,0.0,1,2,154.075,139.259,-1.0507,0
64.08,1404.805,12.4564,0.9499,0.0,0.0,1,2,154.164,139.489,-1.0495,0
64.1,1405.064,12.6724,0.8288,0.0,0.0,1,2,154.254,139.723,-1.0482,0
64.12,1405.328,12.9093,0.8884,0.0,0.0,1,2,154.346,139.961,-1.0469,0
64.14,1405.597,13.1511,0.9048,0.0,0.0,1,2,154.44,140.204,-1.0456,0
64.16,1405.87,13.3778,0.8643,0.0,0.0,1,2,154.536,140.451,-1.0441,0
64.18,1406.149,13.6123,0.8882,0.0,0.0,1,2,154.634,140.702,-1.0426,0
64.2,1406.432,13.8649,0.9309,0.0,0.0,1,2,154.733,140.958,-1.041,0
64.22,1406.721,14.1157,0.941,0.0,0.0,1,2,154.835,141.218,-1.0394,0
64.24,1407.014,14.3604,0.9244,0.0,0.0,1,2,154.939,141.483,-1.0376,0
64.26,1407.313,14.6117,0.9463,0.0,0.0,1,2,155.045,141.752,-1.0358,0
64.28,1407.617,14.8633,0.9494,0.0,0.0,1,2,155.153,142.026,-1.0339,0
64.3,1407.926,15.1122,0.9441,0.0,0.0,1,2,155.264,142.305,-1.032,0
64.32,1408.24,15.363,0.9511,0.0,0.0,1,2,155.376,142.588,-1.0299,0
64.34,1408.559,15.6044,0.9266,0.0,0.0,1,2,155.49,142.875,-1.0277,0
64.36,1408.883,15.8486,0.936,0.0,0.0,1,2,155.607,143.167,-1.0255,0
64.38,1409.212,16.1028,0.9673,0.0,0.0,1,2,155.725,143.463,-1.0231,0
64.4,1409.547,16.3356,0.906,0.0,0.0,1,2,155.846,143.764,-1.0206,0
64.42,1409.885,16.5738,0.9229,0.0,0.0,1,2,155.968,144.069,-1.018,0
64.44,1410.229,16.8354,0.9936,0.0,0.0,1,2,156.093,144.378,-1.0152,0
64.46,1410.578,17.0637,0.8946,0.0,0.0,1,2,156.22,144.692,-1.0124,0
64.48,1410.932,17.3181,0.978,0.0,0.0,1,2,156.349,145.011,-1.0094,0
64.5,1411.291,17.5276,0.8277,0.0,0.0,1,2,156.479,145.333,-1.0063,0
64.52,1411.655,17.7955,1.0,0.0,0.0,1,2,156.612,145.66,-1.003,0
64.54,1412.023,18.0338,0.9767,0.0,0.0,1,2,156.747,145.992,-0.9996,0
64.56,1412.396,18.2356,0.8253,0.0,0.0,1,2,156.885,146.327,-0.9961,0
64.58,1412.774,18.5164,1.0,0.0,0.0,1,2,157.024,146.666,-0.9925,0
64.6,1413.157,18.7276,0.9466,0.0,0.0,1,2,157.166,147.01,-0.9887,0
64.62,1413.545,18.9417,0.8749,0.0,0.0,1,2,157.309,147.358,-0.9848,0
64.64,1413.937,19.2211,1.0,0.0,0.0,1,2,157.455,147.71,-0.9807,0
64.66,1414.334,19.4068,0.8587,0.0,0.0,1,2,157.603,148.066,-0.9765,0
64.68,1414.735,19.6608,1.0,0.0,0.0,1,2,157.753,148.426,-0.9721,0
64.7,1415.142,19.8975,0.9837,0.0,0.0,1,2,157.906,148.791,-0.9676,0
64.72,1415.553,20.0947,0.8502,0.0,0.0,1,2,158.06,149.159,-0.9629,0
64.74,1415.968,20.37,1.0,0.0,0.0,1,2,158.217,149.532,-0.9581,0
64.76,1416.389,20.5793,0.9593,0.0,0.0,1,2,158.376,149.908,-0.9531,0
64.78,1416.813,20.8077,0.9509,0.0,0.0,1,2,158.538,150.289,-0.948,0
64.8,1417.243,21.0335,0.9505,0.0,0.0,1,2,158.701,150.673,-0.9426,0
64.82,1417.677,21.2842,1.0,0.0,0.0,1,2,158.867,151.062,-0.9371,0
64.84,1418.116,21.5061,0.9496,0.0,0.0,1,2,159.036,151.455,-0.9314,0
64.86,1418.559,21.7501,1.0,0.0,0.0,1,2,159.206,151.852,-0.9255,0
64.88,1419.007,21.9872,0.9889,0.0,0.0,1,2,159.379,152.253,-0.9194,0
64.9,1419.46,22.2147,0.9816,0.0,0.0,1,2,159.554,152.658,-0.913,0
64.92,1419.918,22.4466,1.0,0.0,0.0,1,2,159.731,153.067,-0.9064,0
64.94,1420.38,22.6769,1.0,0.0,0.0,1,2,159.91,153.481,-0.8996,0
64.96,1420.846,22.8776,0.9701,0.0,0.0,1,2,160.092,153.898,-0.8926,0
64.98,1421.317,23.1244,1.0,0.0,0.0,1,2,160.276,154.319,-0.8853,0
65.0,1421.791,23.2868,1.0,0.0,0.0,1,2,160.461,154.744,-0.8777,0
65.02,1422.27,23.4803,0.9931,0.0,0.0,1,2,160.649,155.172,-0.8699,0
65.04,1422.752,23.7258,1.0,0.0,0.0,1,2,160.838,155.603,-0.8619,0
65.06,1423.238,23.8788,1.0,0.0,0.0,1,2,161.03,156.038,-0.8536,0
65.08,1423.728,24.0858,1.0,0.0,0.0,1,2,161.223,156.476,-0.845,0
65.1,1424.221,24.2465,1.0,0.0,0.0,1,2,161.419,156.918,-0.8362,0
65.12,1424.717,24.4341,1.0,0.0,0.0,1,2,161.616,157.362,-0.827,0
65.14,1425.217,24.5956,1.0,0.0,0.0,2,2,161.814,157.81,-0.8175,0
65.16,1425.72,24.7666,1.0,0.0,0.0,2,2,162.014,158.26,-0.8077,0
65.18,1426.226,24.9436,1.0,0.0,0.0,2,2,162.216,158.714,-0.7976,0
65.2,1426.736,25.1266,1.0,0.0,0.0,2,2,162.419,159.171,-0.7871,0
65.22,1427.248,25.3138,1.0,0.0,0.0,2,2,162.623,159.631,-0.7762,0
65.24,1427.765,25.5015,1.0,0.0,-0.0246,2,2,162.829,160.094,-0.7649,0
65.26,1428.285,25.6889,1.0,0.0,-0.0491,2,2,163.037,160.561,-0.7532,0
65.28,1428.808,25.8755,1.0,0.0,-0.0737,2,2,163.248,161.031,-0.7414,0
65.3,1429.335,26.0608,1.0,0.0,-0.0982,2,2,163.461,161.504,-0.7296,0
65.32,1429.865,26.2444,0.9795,0.0,-0.1228,2,2,163.679,161.979,-0.7178,0
65.34,1430.4,26.423,0.9566,0.0,-0.1473,2,2,163.9,162.455,-0.7061,0
65.36,1430.938,26.5941,0.9326,0.0,-0.1719,2,2,164.127,162.934,-0.6949,0
65.38,1431.479,26.7568,0.9077,0.0,-0.1964,2,2,164.359,163.413,-0.684,0
65.4,1432.023,26.9111,0.8819,0.0,-0.2209,2,2,164.597,163.894,-0.6738,0
65.42,1432.571,27.0564,0.855,0.0,-0.2455,2,2,164.841,164.374,-0.6642,0
65.44,1433.122,27.1925,0.8273,0.0,-0.27,2,2,165.091,164.854,-0.6554,0
65.46,1433.676,27.319,0.7985,0.0,-0.2945,2,2,165.349,165.334,-0.6475,0
65.48,1434.232,27.4355,0.7688,0.0,-0.3191,2,2,165.614,165.812,-0.6406,0
65.5,1434.791,27.5415,0.7382,0.0,-0.3436,2,2,165.886,166.289,-0.6347,0
65.52,1435.352,27.6368,0.7065,0.0,-0.3681,2,2,166.165,166.763,-0.6298,0
65.54,1435.915,27.7212,0.674,0.0,-0.3926,2,2,166.452,167.236,-0.6262,0
65.56,1436.48,27.7944,1.0,0.0,0.0,2,2,166.747,167.705,-0.6237,0
65.58,1437.047,27.9154,0.979,0.0,0.0,2,2,167.049,168.172,-0.6224,0
65.6,1437.617,28.0907,0.9924,0.0,0.0,2,2,167.356,168.639,-0.6215,0
65.62,1438.19,28.2683,1.0,0.0,0.0,2,2,167.668,169.107,-0.621,0
65.64,1438.767,28.447,1.0,0.0,0.0,2,2,167.986,169.576,-0.621,0
65.66,1439.348,28.6262,1.0,0.0,0.0,2,2,168.31,170.044,-0.6216,0
65.68,1439.933,28.8054,1.0,0.0,0.0,2,2,168.64,170.513,-0.6227,0
65.7,1440.521,28.9841,1.0,0.0,0.0,2,2,168.975,170.983,-0.6241,0
65.72,1441.113,29.1621,1.0,0.0,0.0,2,2,169.315,171.454,-0.6258,0
65.74,1441.708,29.3391,1.0,0.0,0.0,2,2,169.659,171.926,-0.6275,0
65.76,1442.307,29.5154,1.0,0.0,0.0,2,2,170.006,172.401,-0.6291,0
65.78,1442.91,29.6909,1.0,0.0,0.0,2,2,170.355,172.877,-0.6305,0
65.8,1443.516,29.8659,1.0,0.0,0.0,2,2,170.708,173.356,-0.6316,0
65.82,1444.126,30.0401,1.0,0.0,0.0,2,2,171.063,173.837,-0.6324,0
65.84,1444.739,30.2136,1.0,0.0,0.0,2,2,171.42,174.321,-0.6328,0
65.86,1445.356,30.3864,1.0,0.0,0.0,2,2,171.78,174.808,-0.6328,0
65.88,1445.976,30.5585,1.0,0.0,0.0,2,2,172.142,175.297,-0.6324,0
65.9,1446.6,30.7298,1.0,0.0,0.0,2,2,172.506,175.789,-0.6315,0
65.92,1447.228,30.9003,1.0,0.0,0.0,2,2,172.872,176.284,-0.6302,0
65.94,1447.858,31.0701,1.0,0.0,0.0,2,2,173.24,176.781,-0.6284,0
65.96,1448.492,31.2391,1.0,0.0,0.0,2,2,173.61,177.281,-0.6261,0
65.98,1449.13,31.4073,1.0,0.0,0.0,2,2,173.982,177.784,-0.6233,0
66.0,1449.771,31.5746,1.0,0.0,0.0,2,2,174.356,178.29,-0.62,0
66.02,1450.415,31.74,1.0,0.0,0.0,2,2,174.732,178.798,-0.6162,0
66.04,1451.062,31.9035,1.0,0.0,0.0,2,2,175.11,179.308,-0.6119,0
66.06,1451.712,32.065,1.0,0.0,0.0,2,2,175.49,179.822,-0.6071,0
66.08,1452.365,32.2246,1.0,0.0,0.0,2,2,175.871,180.338,-0.6017,0
66.1,1453.021,32.3823,1.0,0.0,0.0,2,2,176.255,180.856,-0.5958,0
66.12,1453.681,32.5382,1.0,0.0,0.0,2,2,176.641,181.377,-0.5894,0
66.14,1454.343,32.6922,1.0,0.0,0.0,2,2,177.028,181.901,-0.5824,0
66.16,1455.008,32.8444,1.0,0.0,0.0,2,2,177.417,182.427,-0.5748,0
66.18,1455.675,32.965,1.0,0.0,0.0,3,2,177.808,182.955,-0.5667,0
66.2,1456.344,33.0858,1.0,0.0,0.0,3,2,178.2,183.485,-0.558,0
66.22,1457.016,33.2123,1.0,0.0,0.0,3,2,178.594,184.017,-0.5487,0
66.24,1457.69,33.341,1.0,0.0,-0.0244,3,2,178.989,184.551,-0.5388,0
66.26,1458.366,33.47,1.0,0.0,-0.0489,3,2,179.386,185.087,-0.5285,0
66.28,1459.044,33.5983,1.0,0.0,-0.0733,3,2,179.786,185.625,-0.5178,0
66.3,1459.724,33.7253,1.0,0.0,-0.0977,3,2,180.188,186.163,-0.507,0
66.32,1460.407,33.8506,1.0,0.0,0.0,3,2,180.595,186.701,-0.4961,0
66.34,1461.093,33.9803,1.0,0.0,0.0,3,2,181.006,187.239,-0.4852,0
66.36,1461.78,34.1101,1.0,0.0,0.0,3,2,181.418,187.78,-0.4738,0
66.38,1462.47,34.2395,1.0,0.0,0.0,3,2,181.833,188.322,-0.462,0
66.4,1463.161,34.3688,1.0,0.0,0.0,3,2,182.25,188.865,-0.4497,0
66.42,1463.855,34.4979,1.0,0.0,0.0,3,2,182.669,189.41,-0.437,0
66.44,1464.551,34.6269,1.0,0.0,0.0,3,2,183.091,189.956,-0.4237,0
66.46,1465.249,34.7558,1.0,0.0,0.0,3,2,183.514,190.505,-0.4099,0
66.48,1465.95,34.8845,1.0,0.0,0.0,3,2,183.939,191.055,-0.3955,0
66.5,1466.652,35.0131,1.0,0.0,0.0,3,2,184.365,191.608,-0.3804,0
66.52,1467.356,35.1416,1.0,0.0,0.0,3,2,184.793,192.162,-0.3648,0
66.54,1468.061,35.27,1.0,0.0,0.0,3,2,185.223,192.718,-0.3485,0
66.56,1468.769,35.3982,1.0,0.0,0.0,3,2,185.654,193.277,-0.3315,0
66.58,1469.479,35.5263,1.0,0.0,0.0,3,2,186.087,193.837,-0.3138,0
66.6,1470.19,35.6543,1.0,0.0,0.0,3,2,186.522,194.399,-0.2955,0
66.62,1470.903,35.7821,1.0,0.0,0.0,3,2,186.958,194.964,-0.2766,0
