# schema_version: 1
# lap: 4
# driver: 0821
# phase: baseline
# setup: apex-study-v1
# source: torcs:telemetry.csv | car: Player | race_lap: 4 | measured_lap_time: 122.980
# sector: derived as thirds of track length (TORCS exports no sectors)
t,dist,speed,throttle,brake,steer,gear,sector,x,y,track_pos,damage 
29.76,578.063,20.1746,0.35,0.0,0.691,1,1,635.123,243.86,0.4572,0
29.78,578.488,20.192,1.0,0.0,0.0,1,1,634.751,244.017,0.4445,0
29.8,578.914,20.3311,0.8302,0.0,0.0,1,1,634.375,244.168,0.4322,0
29.82,579.343,20.5528,0.8855,0.0,0.0,1,1,633.994,244.315,0.4198,0
29.84,579.775,20.7857,0.9209,0.0,0.0,1,1,633.609,244.465,0.4063,0
29.86,580.211,21.0254,0.9535,0.0,0.0,1,1,633.218,244.614,0.3921,0
29.88,580.65,21.2712,0.9772,0.0,0.0,1,1,632.821,244.761,0.3774,0
29.9,581.094,21.5239,0.9943,0.0,0.0246,1,1,632.419,244.906,0.3623,0
29.92,581.542,21.7789,1.0,0.0,0.0493,1,1,632.01,245.05,0.3467,0
29.94,581.994,22.0332,1.0,0.0,0.0739,1,1,631.596,245.192,0.3307,0
29.96,582.449,22.2842,1.0,0.0,0.0985,1,1,631.175,245.331,0.3141,0
29.98,582.908,22.5308,0.9792,0.0,0.1231,1,1,630.748,245.469,0.297,0
30.0,583.371,22.7693,0.9562,0.0,0.1477,1,1,630.316,245.604,0.2794,0
30.02,583.837,22.9972,0.9322,0.0,0.1723,1,1,629.878,245.737,0.2612,0
30.04,584.306,23.2134,0.9072,0.0,0.1969,1,1,629.434,245.867,0.2426,0
30.06,584.777,23.4177,0.8813,0.0,0.2215,1,1,628.986,245.993,0.2237,0
30.08,585.251,23.6098,0.8544,0.0,0.2461,1,1,628.531,246.115,0.2044,0
30.1,585.728,23.7895,0.8265,0.0,0.2707,1,1,628.072,246.233,0.1848,0
30.12,586.206,23.9561,0.7976,0.0,0.2953,1,1,627.608,246.345,0.1651,0
30.14,586.687,24.1103,0.7678,0.0,0.3199,1,1,627.14,246.452,0.1454,0
30.16,587.167,24.2523,0.7371,0.0,0.3444,1,1,626.667,246.553,0.1255,0
30.18,587.644,24.3818,0.7054,0.0,0.369,1,1,626.19,246.648,0.1066,0
30.2,588.125,24.4773,0.6727,0.0,0.3936,2,1,625.709,246.736,0.089,0
30.22,588.609,24.5646,0.639,0.0,0.4182,2,1,625.226,246.816,0.0729,0
30.24,589.095,24.6465,0.6044,0.0,0.4428,2,1,624.739,246.889,0.0583,0
30.26,589.584,24.722,0.5688,0.0,0.4673,2,1,624.25,246.955,0.0452,0
30.28,590.076,24.7879,0.5322,0.0,0.4919,2,1,623.758,247.013,0.0336,0
30.3,590.57,24.8432,0.4947,0.0,0.5165,2,1,623.265,247.062,0.0237,0
30.32,591.065,24.8871,0.4562,0.0,0.5411,2,1,622.769,247.104,0.0154,0
30.34,591.562,24.9191,0.4168,0.0,0.5656,2,1,622.272,247.137,0.0087,0
30.36,592.06,24.9265,0.3764,0.0,0.5902,2,1,621.775,247.162,0.0038,0
30.38,592.557,24.8786,0.35,0.0,0.6148,2,1,621.277,247.174,0.0013,0
30.4,593.054,24.8255,0.35,0.0,0.6393,2,1,620.78,247.173,0.0015,0
30.42,593.551,24.7783,0.35,0.0,0.6639,2,1,620.284,247.16,0.0029,0
30.44,594.046,24.7323,0.35,0.0,0.6885,2,1,619.79,247.136,0.0025,0
30.46,594.541,24.6864,0.35,0.0,0.7131,2,1,619.297,247.102,0.0002,0
30.48,595.033,24.6451,0.35,0.0,0.7376,2,1,618.805,247.057,-0.0038,0
30.5,595.523,24.592,0.35,0.0,0.7622,2,1,618.317,246.999,-0.0092,0
30.52,596.011,24.5422,0.35,0.0,0.7868,2,1,617.83,246.928,-0.016,0
30.54,596.496,24.4982,0.35,0.0,0.8114,2,1,617.347,246.847,-0.0246,0
30.56,596.976,24.4569,0.35,0.0,0.836,2,1,616.866,246.757,-0.0351,0
30.58,597.453,24.4144,0.35,0.0,0.8605,2,1,616.387,246.659,-0.0477,0
30.6,597.924,24.3697,0.35,0.0,0.8851,2,1,615.911,246.552,-0.0623,0
30.62,598.391,24.3238,0.35,0.0,0.9097,2,1,615.438,246.438,-0.0791,0
30.64,598.851,24.2776,0.35,0.0,0.9343,2,1,614.967,246.316,-0.0978,0
30.66,599.305,24.2314,0.35,0.0,0.9589,2,1,614.5,246.187,-0.1185,0
30.68,599.752,24.1851,0.35,0.0,0.9834,2,1,614.036,246.049,-0.141,0
30.7,600.192,24.1386,0.35,0.0,1.0,2,1,613.575,245.904,-0.1651,0
30.72,600.625,24.0914,0.35,0.0,1.0,2,1,613.117,245.75,-0.1909,0
30.74,601.051,24.0443,0.35,0.0,1.0,2,1,612.664,245.589,-0.2182,0
30.76,601.47,23.9974,0.35,0.0,1.0,2,1,612.215,245.42,-0.2469,0
30.78,601.881,23.9504,1.0,0.0,0.0,2,1,611.769,245.242,-0.2769,0
30.8,602.285,23.9875,0.8922,0.0,0.0,2,1,611.328,245.057,-0.3083,0
30.82,602.684,24.0938,0.8884,0.0,0.0,2,1,610.887,244.863,-0.3413,0
30.84,603.077,24.2397,0.9003,0.0,0.0,2,1,610.448,244.662,-0.376,0
30.86,603.465,24.4058,0.9222,0.0,0.0,2,1,610.008,244.454,-0.4129,0
30.88,603.847,24.5694,0.9383,0.0,0.0,2,1,609.567,244.239,-0.4517,0
30.9,604.224,24.7346,0.9525,0.0,0.0246,2,1,609.127,244.017,-0.4922,0
30.92,604.595,24.9014,0.9645,0.0,0.0491,2,1,608.687,243.787,-0.5345,0
30.94,604.96,25.0704,0.9744,0.0,0.0737,2,1,608.248,243.549,-0.5785,0
30.96,605.32,25.242,0.9826,0.0,0.0983,2,1,607.809,243.303,-0.6242,0
30.98,605.674,25.4159,0.9795,0.0,0.1228,2,1,607.37,243.049,-0.6716,0
31.0,606.022,25.591,0.9565,0.0,0.1474,2,1,606.932,242.787,-0.7207,0
31.02,606.364,25.765,0.9325,0.0,0.172,2,1,606.495,242.517,-0.7714,0
31.04,606.7,25.9311,0.9076,0.0,0.1965,2,1,606.058,242.241,-0.8238,0
31.06,607.03,26.0941,0.8817,0.0,0.2211,2,1,605.622,241.957,-0.8779,0
31.08,607.353,26.2478,0.8549,0.0,0.2456,2,1,605.187,241.665,-0.9335,0
31.1,607.67,26.3901,0.8271,0.0,0.2702,2,1,604.754,241.366,-0.9906,0
31.12,607.976,21.555,0.2929,0.0,0.2948,2,1,604.603,240.963,-0.9897,0
31.14,608.283,21.5424,0.7297,0.0,0.3194,2,1,604.471,240.552,-0.987,0
31.16,608.59,21.4759,0.7031,0.0,0.344,2,1,604.347,240.14,-0.9847,0
31.18,608.893,20.845,0.4631,0.0,0.3687,2,1,604.241,239.727,-0.9811,0
31.2,609.189,20.7426,0.673,0.0,0.3933,2,1,604.164,239.319,-0.9743,0
31.22,609.484,20.6308,0.6393,0.0,0.418,2,1,604.079,238.914,-0.9712,0
31.24,609.778,20.4925,0.6046,0.0,0.4426,2,1,603.986,238.514,-0.9718,0
31.26,610.07,20.4162,0.5689,0.0,0.4673,2,1,603.885,238.117,-0.9761,0
31.28,610.359,20.0968,0.5322,0.0,0.4919,2,1,603.782,237.724,-0.983,0
31.3,610.644,19.959,0.4946,0.0,0.5166,1,1,603.729,237.328,-0.9817,0
31.32,610.927,19.8668,0.456,0.0,0.5412,1,1,603.664,236.935,-0.9848,0
31.34,611.209,19.7321,0.4164,0.0,0.5659,1,1,603.616,236.543,-0.9863,0
31.36,611.489,19.6399,0.3758,0.0,0.5906,1,1,603.572,236.151,-0.9888,0
31.38,611.766,19.3793,0.35,0.0,0.6152,1,1,603.554,235.763,-0.988,0
31.4,612.041,19.2743,0.35,0.0,0.6399,1,1,603.531,235.377,-0.9901,0
31.42,612.313,19.1515,0.35,0.0,0.6646,1,1,603.499,234.994,-0.9956,0
31.44,612.691,19.0644,0.35,0.0,0.6892,1,1,603.458,234.615,-1.0038,0
31.46,613.069,19.0255,0.35,0.0,0.7139,1,1,603.409,234.237,-1.0134,0
31.48,613.445,18.9938,0.35,0.0,0.7386,1,1,603.352,233.861,-1.0248,0
31.5,613.819,19.0061,0.35,0.0,0.7632,1,1,603.287,233.487,-1.0379,0
31.52,614.192,19.0427,0.35,0.0,0.7879,1,1,603.214,233.114,-1.0525,0
31.54,614.566,19.0941,0.35,0.0,0.8126,1,1,603.136,232.74,-1.0682,0
31.56,614.94,19.1385,0.35,0.0,0.8373,1,1,603.059,232.366,-1.0836,0
31.58,615.316,19.1723,0.35,0.0,0.8619,1,1,602.986,231.99,-1.0981,0
31.6,615.694,19.1988,0.35,0.0,0.8866,1,1,602.921,231.611,-1.1111,0
31.62,616.074,19.2269,0.35,0.0,0.9113,1,1,602.862,231.232,-1.1229,0
31.64,616.455,19.233,0.35,0.0,0.9359,1,1,602.811,230.851,-1.1331,0
31.66,616.838,19.2465,0.35,0.0,0.9606,1,1,602.768,230.468,-1.1417,0
31.68,617.221,19.2423,0.35,0.0,0.9853,1,1,602.732,230.085,-1.1489,0
31.7,617.605,19.2395,0.35,0.0,1.0,1,1,602.705,229.701,-1.1544,0
31.72,617.989,19.2329,0.35,0.0,1.0,1,1,602.685,229.317,-1.1584,0
31.74,618.373,19.205,0.35,0.0,1.0,1,1,602.673,228.933,-1.1607,0
31.76,618.757,19.1919,0.35,0.0,1.0,1,1,602.669,228.549,-1.1615,0
31.78,619.141,19.1561,0.35,0.0,1.0,1,1,602.673,228.165,-1.1607,0
31.8,619.523,19.1353,0.35,0.0,1.0,1,1,602.685,227.783,-1.1583,0
31.82,619.905,19.0742,0.35,0.0,1.0,1,1,602.743,227.401,-1.1468,0
31.84,620.285,19.0597,0.35,0.0,1.0,1,1,602.81,227.021,-1.1333,0
31.86,620.664,19.0024,0.35,0.0,1.0,1,1,602.874,226.642,-1.1205,0
31.88,621.041,18.9445,0.35,0.0,1.0,1,1,602.937,226.265,-1.1078,0
31.9,621.416,18.9029,0.35,0.0,1.0,1,1,603.001,225.89,-1.0952,0
31.92,621.788,18.8529,0.35,0.0,1.0,1,1,603.062,225.518,-1.0829,0
31.94,622.158,18.7754,0.35,0.0,1.0,1,1,603.13,225.148,-1.0693,0
31.96,622.525,18.721,0.35,0.0,1.0,1,1,603.207,224.781,-1.0539,0
31.98,622.889,18.6569,0.35,0.0,1.0,1,1,603.291,224.417,-1.0371,0
32.0,623.25,18.5991,0.35,0.0,1.0,1,1,603.383,224.056,-1.0187,0
32.02,623.608,18.5069,0.35,0.0,1.0,1,1,603.482,223.698,-0.9988,0
32.04,623.961,18.4442,0.35,0.0,1.0,1,1,603.59,223.345,-0.9774,0
32.06,624.311,18.3649,0.35,0.0,1.0,1,1,603.705,222.995,-0.9544,0
32.08,624.656,18.2854,0.35,0.0,1.0,1,1,603.827,222.65,-0.93,0
32.1,624.997,18.1992,0.35,0.0,1.0,1,1,603.956,222.309,-0.9041,0
32.12,625.333,18.1105,0.35,0.0,1.0,1,1,604.093,221.972,-0.8767,0
32.14,625.664,18.0157,0.35,0.0,1.0,1,1,604.238,221.641,-0.8478,0
32.16,625.99,17.9272,0.35,0.0,1.0,1,1,604.389,221.315,-0.8176,0
32.18,626.311,17.8336,0.35,0.0,1.0,1,1,604.547,220.995,-0.786,0
32.2,626.626,17.7391,0.35,0.0,1.0,1,1,604.712,220.68,-0.753,0
32.22,626.935,17.6389,0.35,0.0,1.0,1,1,604.884,220.371,-0.7186,0
32.24,627.238,17.5438,0.35,0.0,1.0,1,1,605.062,220.067,-0.683,0
32.26,627.535,17.4451,0.35,0.0,1.0,1,1,605.246,219.77,-0.646,0
32.28,627.826,17.345,0.35,0.0,1.0,1,1,605.438,219.48,-0.6078,0
32.3,628.11,17.2444,0.832,0.0,0.0,1,1,605.635,219.196,-0.5683,0
32.32,628.388,17.1973,0.6959,0.0,0.0,1,1,605.839,218.918,-0.5276,0
32.34,628.66,17.2188,0.6668,0.0,0.0,1,1,606.049,218.646,-0.4856,0
32.36,628.928,17.2716,0.6882,0.0,0.0,1,1,606.266,218.377,-0.4422,0
32.38,629.192,17.3482,0.6998,0.0,0.0,1,1,606.49,218.114,-0.3973,0
32.4,629.451,17.4283,0.7114,0.0,0.0,1,1,606.722,217.854,-0.3509,0
32.42,629.706,17.509,0.719,0.0,0.0,1,1,606.961,217.6,-0.3031,0
32.44,629.956,17.5905,0.7248,0.0,0.0,1,1,607.208,217.35,-0.2538,0
32.46,630.201,17.6725,0.7286,0.0,0.0,1,1,607.461,217.105,-0.2031,0
32.48,630.441,17.755,0.7305,0.0,0.0,1,1,607.722,216.865,-0.1509,0
32.5,630.676,17.8383,0.7313,0.0,-0.0247,1,1,607.99,216.63,-0.0974,0
32.52,630.904,17.9236,0.7313,0.0,-0.0494,1,1,608.264,216.401,-0.0426,0
32.54,631.13,18.0128,0.7329,0.0,-0.0741,1,1,608.545,216.177,0.0133,0
32.56,631.353,18.1067,0.7362,0.0,-0.0988,1,1,608.833,215.959,0.0702,0
32.58,631.575,18.2063,0.7411,0.0,-0.1234,1,1,609.128,215.746,0.1282,0
32.6,631.795,18.312,0.7471,0.0,-0.1481,1,1,609.429,215.539,0.1872,0
32.62,632.013,18.4242,0.754,0.0,-0.1728,1,1,609.736,215.337,0.2473,0
32.64,632.229,18.5434,0.7617,0.0,-0.1975,1,1,610.049,215.141,0.3085,0
32.66,632.443,18.6701,0.7706,0.0,-0.2222,1,1,610.369,214.951,0.3707,0
32.68,632.656,18.805,0.7808,0.0,-0.2468,1,1,610.696,214.766,0.434,0
32.7,632.868,18.9487,0.7925,0.0,-0.2715,1,1,611.028,214.587,0.4984,0
32.72,633.079,19.1022,0.7966,0.0,-0.2962,1,1,611.366,214.412,0.5637,0
32.74,633.289,19.2655,0.7666,0.0,-0.3209,1,1,611.71,214.242,0.63,0
32.76,633.499,19.4349,0.7357,0.0,-0.3455,1,1,612.06,214.076,0.6974,0
32.78,633.71,19.6052,0.7038,0.0,-0.3702,1,1,612.415,213.913,0.7656,0
32.8,633.923,19.7743,0.671,0.0,-0.3948,1,1,612.776,213.754,0.8347,0
32.82,634.137,19.9396,0.6372,0.0,-0.4195,1,1,613.141,213.598,0.9046,0
32.84,634.343,8.8691,0.1,0.0,-0.4443,1,1,613.236,213.426,0.9203,0
32.86,634.547,8.9293,0.5661,0.0,-0.4692,1,1,613.254,213.249,0.9202,0
32.88,634.748,8.6986,0.529,0.0,-0.494,1,1,613.274,213.074,0.9205,0
32.9,634.943,8.3876,0.491,0.0,-0.5189,1,1,613.297,212.905,0.9212,0
32.92,635.131,8.084,0.452,0.0,-0.5437,1,1,613.326,212.743,0.9232,0
32.94,635.312,7.8058,0.412,0.0,-0.5686,1,1,613.361,212.588,0.9263,0
32.96,635.486,7.5561,0.3709,0.0,-0.5935,1,1,613.403,212.441,0.9307,0
32.98,635.654,7.2685,0.35,0.0,-0.6184,1,1,613.437,212.297,0.9337,0
33.0,635.816,7.0468,0.35,0.0,-0.6432,1,1,613.477,212.16,0.9379,0
33.02,635.972,6.864,0.35,0.0,-0.6681,1,1,613.524,212.029,0.9434,0
33.04,636.123,6.541,0.35,0.0,-0.693,1,1,613.567,211.903,0.9484,0
33.06,636.27,6.3834,0.35,0.0,-0.7179,1,1,613.605,211.779,0.9521,0
33.08,636.412,6.2529,0.35,0.0,-0.7428,1,1,613.649,211.661,0.9573,0
33.1,636.549,6.1702,0.35,0.0,-0.7677,1,1,613.701,211.549,0.964,0
33.12,636.683,6.1359,0.35,0.0,-0.7926,1,1,613.76,211.441,0.9722,0
33.14,636.814,5.6965,0.35,0.0,-0.8175,1,1,613.794,211.331,0.9752,0
33.16,636.941,5.628,0.35,0.0,-0.8424,1,1,613.836,211.226,0.9801,0
33.18,637.065,5.6104,0.35,0.0,-0.8673,1,1,613.886,211.126,0.9864,0
33.2,637.188,5.6459,0.35,0.0,-0.8922,1,1,613.943,211.029,0.9943,0
33.22,637.309,5.2566,0.35,0.0,-0.9171,1,1,613.993,210.932,1.0007,0
33.24,637.429,5.2409,1.0,0.0,0.0,1,1,614.029,210.833,1.0041,0
33.26,637.548,5.3507,0.8227,0.0,0.0,1,1,614.073,210.737,1.0092,0
33.28,637.669,5.335,1.0,0.0,0.0,1,1,614.118,210.639,1.0143,0
33.3,637.791,5.4134,0.8166,0.0,0.0,1,1,614.157,210.539,1.0182,0
33.32,637.915,5.4205,0.8059,0.0,0.0,1,1,614.195,210.438,1.0218,0
33.34,638.04,5.4761,0.8243,0.0,0.0,1,1,614.237,210.337,1.026,0
33.36,638.165,5.4691,0.8189,0.0,0.0,1,1,614.276,210.236,1.0296,0
33.38,638.29,5.4754,0.8124,0.0,0.0,1,1,614.317,210.134,1.0335,0
33.4,638.416,5.5428,0.8154,0.0,0.0,1,1,614.36,210.032,1.0376,0
33.42,638.544,5.5488,0.8244,0.0,0.0,1,1,614.399,209.929,1.0409,0
33.44,638.672,5.5703,0.8207,0.0,0.0,1,1,614.438,209.825,1.0441,0
33.46,638.801,5.6038,0.8194,0.0,0.0,1,1,614.477,209.721,1.0472,0
33.48,638.931,5.6438,0.8197,0.0,0.0,1,1,614.516,209.615,1.0501,0
33.5,639.062,5.6823,0.8168,0.0,0.0,1,1,614.554,209.508,1.0527,0
33.52,639.195,5.7255,0.8128,0.0,0.0,1,1,614.593,209.401,1.0554,0
33.54,639.329,5.7741,0.8114,0.0,0.0,1,1,614.631,209.293,1.0578,0
33.56,639.464,5.8272,0.8138,0.0,0.0,1,1,614.67,209.183,1.0602,0
33.58,639.6,5.878,0.8182,0.0,0.0,1,1,614.708,209.072,1.0622,0
33.6,639.738,5.9374,0.8216,0.0,0.0,1,1,614.747,208.961,1.0644,0
33.62,639.877,5.9955,0.8219,0.0,0.0,1,1,614.786,208.848,1.0663,0
33.64,640.018,6.0549,0.8209,0.0,0.0,1,1,614.825,208.734,1.0682,0
33.66,640.16,6.1173,0.8209,0.0,0.0,1,1,614.864,208.619,1.07,0
33.68,640.303,6.1806,0.8197,0.0,0.0,1,1,614.904,208.502,1.0717,0
33.7,640.449,6.25,0.8222,0.0,0.0,1,1,614.945,208.385,1.0734,0
33.72,640.596,6.3189,0.8232,0.0,0.0,1,1,614.985,208.266,1.0749,0
33.74,640.744,6.3872,0.8221,0.0,0.0,1,1,615.026,208.146,1.0763,0
33.76,640.895,6.4582,0.8217,0.0,0.0,1,1,615.067,208.024,1.0776,0
33.78,641.047,6.5295,0.8203,0.0,0.0,1,1,615.109,207.901,1.0788,0
33.8,641.201,6.6069,0.8166,0.0,0.0,1,1,615.152,207.777,1.0801,0
33.82,641.357,6.6763,0.8192,0.0,0.0,1,1,615.195,207.651,1.081,0
33.84,641.515,6.7816,0.8299,0.0,0.0,1,1,615.239,207.524,1.0823,0
33.86,641.676,6.9092,0.8328,0.0,0.0,1,1,615.284,207.394,1.0832,0
33.88,641.84,7.0356,0.8323,0.0,0.0,1,1,615.328,207.261,1.0837,0
33.9,642.008,7.1615,0.8317,0.0,0.0,1,1,615.373,207.126,1.0842,0
33.92,642.178,7.2872,0.8311,0.0,0.0,1,1,615.419,206.988,1.0845,0
33.94,642.352,7.4122,0.8304,0.0,0.0,1,1,615.466,206.848,1.0846,0
33.96,642.528,7.5364,0.8296,0.0,0.0,1,1,615.513,206.706,1.0846,0
33.98,642.707,7.6596,0.8287,0.0,0.0,1,1,615.562,206.561,1.0845,0
34.0,642.889,7.7815,0.8277,0.0,0.0,1,1,615.611,206.414,1.0843,0
34.02,643.074,7.902,0.8266,0.0,0.0,1,1,615.661,206.265,1.084,0
34.04,643.261,8.021,0.8255,0.0,0.0,1,1,615.712,206.113,1.0835,0
34.06,643.452,8.1382,0.8242,0.0,0.0,1,1,615.765,205.96,1.0829,0
34.08,643.645,8.2535,0.8228,0.0,0.0,1,1,615.818,205.804,1.0822,0
34.1,643.841,8.3667,0.8214,0.0,0.0,1,1,615.873,205.646,1.0814,0
34.12,644.039,8.4775,0.8198,0.0,0.0249,1,1,615.928,205.487,1.0806,0
34.14,644.239,8.5847,0.8181,0.0,0.0497,1,1,615.985,205.325,1.0796,0
34.16,644.443,8.6875,0.8132,0.0,0.0746,1,1,616.043,205.162,1.0785,0
34.18,644.648,8.7854,0.8026,0.0,0.0994,1,1,616.102,204.998,1.0774,0
34.2,644.855,8.8769,0.7971,0.0,0.0,1,1,616.163,204.831,1.0761,0
34.22,645.065,8.9655,0.7911,0.0,0.0,1,1,616.225,204.663,1.0748,0
34.24,645.276,9.0513,0.786,0.0,0.0,1,1,616.288,204.494,1.0735,0
34.26,645.489,9.1316,0.7811,0.0,0.0,1,1,616.353,204.324,1.0721,0
34.28,645.705,9.2076,0.7796,0.0,0.0,1,1,616.42,204.153,1.0708,0
34.3,645.923,9.2933,0.7915,0.0,0.0,1,1,616.49,203.98,1.0698,0
34.32,646.144,9.3959,0.7972,0.0,0.0,1,1,616.562,203.806,1.0687,0
34.34,646.367,9.5116,0.797,0.0,0.0,1,1,616.635,203.63,1.0675,0
34.36,646.593,9.6245,0.7884,0.0,0.0,1,1,616.708,203.451,1.066,0
34.38,646.821,9.7316,0.7829,0.0,0.0,1,1,616.784,203.271,1.0644,0
34.4,647.052,9.8322,0.7769,0.0,0.0,1,1,616.861,203.089,1.0627,0
34.42,647.285,9.9266,0.7711,0.0,0.0,1,1,616.941,202.907,1.0611,0
34.44,647.519,10.0145,0.7654,0.0,0.0,1,1,617.022,202.723,1.0595,0
34.46,647.755,10.0961,0.7599,0.0,0.0,1,1,617.105,202.539,1.058,0
34.48,647.993,10.1714,0.7547,0.0,0.0,1,1,617.19,202.354,1.0564,0
34.5,648.232,10.2405,0.7498,0.0,0.0,1,1,617.278,202.169,1.055,0
34.52,648.473,10.3035,0.7453,0.0,0.0,1,1,617.367,201.983,1.0536,0
34.54,648.715,10.3606,0.7411,0.0,0.0,1,1,617.458,201.797,1.0522,0
34.56,648.958,10.4119,0.7374,0.0,0.0,1,1,617.552,201.611,1.0509,0
34.58,649.202,10.4575,0.734,0.0,0.0,1,1,617.647,201.425,1.0497,0
34.6,649.447,10.4976,0.7309,0.0,0.0,1,1,617.744,201.239,1.0486,0
34.62,649.692,10.5324,0.7282,0.0,0.0,1,1,617.843,201.054,1.0475,0
34.64,649.938,10.562,0.7258,0.0,0.0,1,1,617.944,200.868,1.0466,0
34.66,650.186,10.5902,0.733,0.0,0.0,1,1,618.048,200.684,1.0459,0
34.68,650.434,10.6297,0.7428,0.0,0.0,1,1,618.155,200.499,1.0455,0
34.7,650.684,10.6854,0.748,0.0,0.0,1,1,618.264,200.315,1.0451,0
34.72,650.936,10.7534,0.7452,0.0,0.0,1,1,618.375,200.13,1.0445,0
34.74,651.189,10.8202,0.7395,0.0,-0.0248,1,1,618.486,199.944,1.0438,0
34.76,651.443,10.8834,0.737,0.0,-0.0496,1,1,618.599,199.757,1.0431,0
34.78,651.699,10.9431,0.7341,0.0,-0.0744,1,1,618.715,199.571,1.0423,0
34.8,651.955,10.9993,0.7316,0.0,-0.0992,1,1,618.832,199.385,1.0417,0
34.82,652.213,11.0523,0.7293,0.0,-0.1241,1,1,618.952,199.199,1.0411,0
34.84,652.472,11.1022,0.7271,0.0,-0.1489,1,1,619.074,199.013,1.0406,0
34.86,652.732,11.1492,0.7251,0.0,-0.1737,1,1,619.198,198.828,1.0402,0
34.88,652.992,11.1934,0.7233,0.0,-0.1985,1,1,619.324,198.644,1.04,0
34.9,653.254,11.2352,0.7217,0.0,-0.2233,1,1,619.452,198.46,1.0399,0
34.92,653.516,11.2747,0.7204,0.0,-0.2481,1,1,619.583,198.277,1.0399,0
34.94,653.78,11.3122,0.7193,0.0,-0.2729,1,1,619.717,198.094,1.0401,0
34.96,654.044,11.3483,0.7204,0.0,-0.2977,1,1,619.852,197.913,1.0404,0
34.98,654.309,11.3837,0.7222,0.0,-0.3225,1,1,619.991,197.732,1.041,0
35.0,654.575,11.4332,0.7335,0.0,-0.3473,1,1,620.134,197.555,1.0424,0
35.02,654.842,11.5004,0.7013,0.0,-0.3721,1,1,620.285,197.382,1.0453,0
35.04,655.11,11.5833,0.6682,0.0,-0.3969,1,1,620.444,197.214,1.0495,0
35.06,655.38,11.6751,0.6341,0.0,-0.4217,1,1,620.609,197.051,1.0551,0
35.08,655.652,11.7343,0.5991,0.0,-0.4465,1,1,620.774,196.885,1.0599,0
35.1,655.927,11.7861,0.563,0.0,-0.4713,1,1,620.936,196.714,1.0633,0
35.12,656.202,11.8251,0.526,0.0,-0.4961,1,1,621.1,196.544,1.0668,0
35.14,656.44,11.8517,0.4879,0.0,-0.5209,1,1,621.266,196.375,1.0706,0
35.16,656.672,11.8694,0.4489,0.0,-0.5457,1,1,621.433,196.207,1.0747,0
35.18,656.903,11.8732,0.4089,0.0,-0.5705,1,1,621.603,196.041,1.0794,0
35.2,657.135,11.8849,0.368,0.0,-0.5952,1,1,621.774,195.876,1.0845,0
35.22,657.366,11.8615,0.35,0.0,-0.62,1,1,621.946,195.712,1.09,0
35.24,657.597,11.8658,0.35,0.0,-0.6448,1,1,622.119,195.55,1.0958,0
35.26,657.827,11.8897,0.8333,0.0,0.0,1,1,622.298,195.394,1.1035,0
35.28,658.057,11.9063,0.8263,0.0,0.0,1,1,622.471,195.232,1.1095,0
35.3,658.29,12.0502,0.833,0.0,0.0,1,1,622.649,195.071,1.1165,0
35.32,658.525,12.1326,0.7896,0.0,0.0,1,1,622.826,194.906,1.1227,0
35.34,658.762,12.2676,0.817,0.0,0.0,1,1,623.002,194.737,1.1284,0
35.36,659.003,12.3741,0.7976,0.0,0.0,1,1,623.176,194.563,1.133,0
35.38,659.245,12.4899,0.8041,0.0,0.0,1,1,623.351,194.386,1.1378,0
35.4,659.49,12.6064,0.8016,0.0,0.0,1,1,623.528,194.208,1.1425,0
35.42,659.737,12.7187,0.7934,0.0,0.0,1,1,623.706,194.027,1.1471,0
35.44,659.987,12.8318,0.791,0.0,0.0,1,1,623.884,193.844,1.1516,0
35.46,660.238,12.9414,0.7818,0.0,0.0,1,1,624.063,193.659,1.156,0
35.48,660.492,13.0492,0.778,0.0,0.0,1,1,624.243,193.471,1.1602,0
35.5,660.748,13.1547,0.7733,0.0,0.0,1,1,624.424,193.281,1.1642,0
35.52,661.006,13.2583,0.7695,0.0,0.0,1,1,624.604,193.088,1.168,0
35.54,661.267,13.3597,0.7661,0.0,0.0,1,1,624.786,192.893,1.1716,0
35.56,661.529,13.4589,0.763,0.0,0.0,1,1,624.967,192.695,1.175,0
35.58,661.793,13.5556,0.7601,0.0,0.0,1,1,625.149,192.495,1.1782,0
35.6,662.059,13.6496,0.7573,0.0,0.0,1,1,625.331,192.293,1.1813,0
35.62,662.327,13.7409,0.7545,0.0,-0.0248,1,1,625.514,192.089,1.1842,0
35.64,662.597,13.8301,0.7517,0.0,-0.0495,1,1,625.698,191.883,1.1871,0
35.66,662.868,13.9178,0.7492,0.0,-0.0743,1,1,625.882,191.675,1.19,0
35.68,663.142,14.0042,0.7469,0.0,-0.099,1,1,626.067,191.465,1.1928,0
35.7,663.416,14.0811,0.737,0.0,-0.1238,1,1,626.253,191.254,1.1955,0
35.72,663.692,14.1471,0.7259,0.0,-0.1485,1,1,626.438,191.041,1.1981,0
35.74,663.97,14.2118,0.7293,0.0,-0.1733,1,1,626.626,190.829,1.201,0
35.76,664.248,14.2746,0.7265,0.0,-0.1981,1,1,626.814,190.615,1.204,0
35.78,664.528,14.3369,0.7256,0.0,-0.2228,1,1,627.004,190.4,1.2072,0
35.8,664.808,14.3986,0.7245,0.0,-0.2476,1,1,627.194,190.185,1.2104,0
35.82,665.09,14.46,0.7238,0.0,-0.2723,1,1,627.385,189.969,1.2138,0
