sim_time_s,wall_time_s,dist_from_start_m,dist_raced_m,race_lap,cur_lap_time_s,last_lap_time_s,total_speed_mps,speed_body_x_mps,speed_body_y_mps,speed_body_z_mps,angle_rad,track_pos,damage,fuel_l,gear,engine_rpm,race_pos,pos_z_m,fr_spin_vel_rad_s,fl_spin_vel_rad_s,rr_spin_vel_rad_s,rl_spin_vel_rad_s,fr_tire_wear,fl_tire_wear,rr_tire_wear,rl_tire_wear,fr_tire_temp_c,fl_tire_temp_c,rr_tire_temp_c,rl_tire_temp_c,fr_tire_pressure_kpa,fl_tire_pressure_kpa,rr_tire_pressure_kpa,rl_tire_pressure_kpa,fr_tire_graining,fl_tire_graining,rr_tire_graining,rl_tire_graining,opp_nearest_m,track_beam_00_m,track_beam_01_m,track_beam_02_m,track_beam_03_m,track_beam_04_m,track_beam_05_m,track_beam_06_m,track_beam_07_m,track_beam_08_m,track_beam_09_m,track_beam_10_m,track_beam_11_m,track_beam_12_m,track_beam_13_m,track_beam_14_m,track_beam_15_m,track_beam_16_m,track_beam_17_m,track_beam_18_m,accel_cmd,brake_cmd,steer_cmd,gear_cmd,clutch_cmd
9.432,9107872.524,5759.099,-24.99854,1,9.43,0.0,0.0009,0.0007,-0.0005,0.0,0.01671982,0.0,0.0,100.0,0.0,5235.988,1.0,0.2930276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,237.0,237.0,224.0,224.0,0.0,0.0,0.0,0.0,200.0,5.500854,5.601685,5.888012,6.409716,7.272966,8.706945,11.25998,16.56992,31.76072,200.0,31.57647,15.60219,10.74985,8.411379,7.089763,6.294496,5.819532,5.569458,5.500732,1.0,0.0,0.021288340433767337,1,0.0
9.452,9107872.542,5759.099,-24.99854,1,9.45,0.0,0.0009,0.0007,0.0006,-0.0,0.01685238,0.0,0.0,100.0,1.0,5235.988,1.0,0.2930276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,237.0,237.0,224.0,224.0,0.0,0.0,0.0,0.0,200.0,5.500732,5.601807,5.888479,6.410169,7.273956,8.708655,11.26288,16.57604,31.78239,200.0,31.55124,15.59673,10.74749,8.409963,7.089236,6.294024,5.819293,5.569336,5.500732,1.0,0.0,0.021457121102931253,1,0.0
9.472,9107872.564,5759.099,-24.99854,1,9.47,0.0,0.0013,0.0013,0.0003,0.0,0.01663399,0.0,0.0,100.0,1.0,5250.848,1.0,0.2930276,-0.4385741,0.4343456,-0.7737371,0.7758239,9.301714e-08,9.321621e-08,1.748981e-07,1.752317e-07,20.00003,20.00003,20.00021,20.00021,237.0,237.0,224.0002,224.0002,2.750886e-13,2.763151e-13,9.665521e-13,9.700741e-13,200.0,5.500732,5.601685,5.887913,6.409235,7.272471,8.70618,11.25846,16.56613,31.74694,200.0,31.59445,15.60621,10.75157,8.412234,7.090442,6.294787,5.819896,5.56958,5.500732,1.0,0.0,0.02117905826090721,1,0.0
9.492,9107872.583,5759.099,-24.99854,1,9.49,0.0,0.0026,0.002,0.0017,0.0,0.01660872,0.0,0.0,100.0,1.0,5235.988,1.0,0.2930276,0.2683966,-0.2883421,1.358757,-0.1932074,1.927558e-07,1.929423e-07,4.079897e-07,4.090933e-07,20.00003,20.00003,20.00049,20.00049,237.0,237.0,224.0004,224.0004,1.111971e-12,1.113318e-12,4.952788e-12,4.976883e-12,200.0,5.500732,5.601685,5.887993,6.409257,7.2723,8.706356,11.25801,16.56444,31.74272,200.0,31.59981,15.60709,10.75188,8.412353,7.090473,6.294862,5.819859,5.569458,5.500854,1.0,0.0,0.02114688349091798,1,0.0
9.512,9107872.602,5759.099,-24.99805,1,9.51,0.0,0.0903,0.0903,0.0029,0.0004,0.01655054,-2.21946e-05,0.0,99.99977,1.0,5235.988,1.0,0.2930279,0.3686135,0.4144276,8.655661,8.630309,3.270179e-07,2.811602e-07,1.810668e-06,1.825289e-06,20.00009,20.00003,20.00192,20.00195,237.0001,237.0,224.0015,224.0015,3.147941e-12,2.317879e-12,9.961881e-11,1.009989e-10,200.0,5.500854,5.601685,5.88796,6.409089,7.272316,8.705702,11.25694,16.56249,31.73377,200.0,31.61002,15.60936,10.75255,8.412711,7.090676,6.295121,5.81981,5.569458,5.50061,1.0,0.0,0.021086935922933335,1,0.0
9.532,9107872.649,5759.103,-24.99463,1,9.53,0.0,0.2213,0.2213,0.0009,0.0019,0.01657391,-2.21946e-05,0.0,99.99954,1.0,5235.988,1.0,0.2930408,0.3000494,0.3104249,15.3157,15.29001,3.894326e-07,3.524762e-07,5.51681e-06,5.522356e-06,20.00009,20.00006,20.00583,20.00586,237.0001,237.0001,224.0045,224.0045,4.423441e-12,3.60961e-12,9.031936e-10,9.046091e-10,200.0,5.500977,5.601685,5.887909,6.409135,7.272295,8.705696,11.25733,16.56364,31.73731,200.0,31.60742,15.60838,10.75225,8.412429,7.090543,6.294909,5.819731,5.569458,5.50061,1.0,0.0,0.02111669153728428,1,0.0
9.552,9107872.649,5759.107,-24.98975,1,9.55,0.0,0.344,0.3439,0.0025,0.0037,0.01656389,-6.658381e-05,0.0,99.99931,1.0,5235.988,1.0,0.2930834,0.8986372,0.9213325,21.78704,21.76267,4.66043e-07,4.209517e-07,1.157341e-05,1.156961e-05,20.00015,20.00012,20.01221,20.01224,237.0001,237.0001,224.0093,224.0093,6.296176e-12,5.126765e-12,3.918313e-09,3.915218e-09,200.0,5.500977,5.602051,5.888346,6.409318,7.272512,8.706009,11.25777,16.56367,31.73685,200.0,31.6079,15.60805,10.75221,8.412153,7.090445,6.29444,5.81963,5.569092,5.500366,1.0,0.0,0.02113219272903674,1,0.0
9.592,9107872.698,5759.126,-24.9707,1,9.59,0.0,0.5928,0.5928,0.0015,0.0056,0.01650286,-0.0001997514,0.0,99.99882,1.0,6256.497,1.0,0.2932451,2.016689,2.272878,35.22845,35.20575,5.833545e-07,5.260885e-07,3.072028e-05,3.069907e-05,20.00015,20.00012,20.03244,20.03247,237.0001,237.0001,224.0248,224.0248,9.784333e-12,7.94768e-12,2.720921e-08,2.717103e-08,200.0,5.501709,5.602661,5.888851,6.410108,7.273074,8.706825,11.25815,16.56297,31.72899,200.0,31.61684,15.60843,10.7517,8.41169,7.089804,6.293942,5.81903,5.568481,5.499512,1.0,0.0,0.021139264041925242,1,0.0
9.612,9107872.702,5759.14,-24.95703,1,9.61,0.0,0.7308,0.7308,0.0019,0.005,0.01647472,-0.0002663352,0.0,99.99836,1.0,8217.801,1.0,0.2933304,2.263947,2.035343,46.15193,46.14079,6.272488e-07,5.707774e-07,4.434826e-05,4.431953e-05,20.00015,20.00012,20.04681,20.04684,237.0001,237.0001,224.0358,224.0358,1.128603e-11,9.333576e-12,5.648597e-08,5.641221e-08,200.0,5.502319,5.602905,5.889231,6.41046,7.273485,8.706979,11.25821,16.56236,31.72592,200.0,31.62002,15.60876,10.75141,8.411311,7.089455,6.293576,5.818527,5.568237,5.499268,1.0,0.0,0.021145823646100452,2,0.0
9.652,9107872.751,5759.174,-24.92285,1,9.65,0.0,0.9741,0.9741,0.0023,0.0012,0.01633358,-0.0004660866,0.0,99.99745,2.0,8386.114,1.0,0.2933991,3.41204,3.582328,58.43432,58.43439,7.291279e-07,6.775651e-07,8.266857e-05,8.26391e-05,20.00015,20.00012,20.08725,20.08725,237.0001,237.0001,224.0667,224.0667,1.519207e-11,1.310428e-11,1.95287e-07,1.951478e-07,200.0,5.503296,5.604004,5.89012,6.411227,7.27404,8.707129,11.25746,16.55934,31.70593,200.0,31.64495,15.61185,10.75178,8.410847,7.08864,6.292826,5.817552,5.567261,5.498291,1.0,0.0,0.021093284296624132,3,0.0
9.692,9107872.803,5759.219,-24.87793,1,9.69,0.0,1.2327,1.2327,0.0023,-0.0005,0.01617432,-0.0007546165,0.0,99.99745,3.0,5240.445,1.0,0.2933199,4.143855,3.867708,46.30476,46.30522,8.445342e-07,7.960223e-07,0.0001172309,0.0001172024,20.00021,20.00018,20.12375,20.12375,237.0002,237.0001,224.0946,224.0946,2.032456e-11,1.80391e-11,3.909155e-07,3.907253e-07,200.0,5.504883,5.605469,5.891409,6.412316,7.275055,8.707704,11.25744,16.55589,31.68455,200.0,31.67071,15.61485,10.75165,8.410403,7.087732,6.291571,5.816288,5.565796,5.496582,1.0,0.0,0.02107419200201681,3,0.0
9.712,9107872.803,5759.245,-24.85205,1,9.71,0.0,1.3626,1.3626,0.0032,-0.0,0.0160737,-0.0009099787,0.0,99.99745,3.0,5255.307,1.0,0.2932644,4.16135,4.074032,40.00803,40.00857,9.011109e-07,8.514336e-07,0.0001315184,0.0001314883,20.00027,20.00027,20.13885,20.13885,237.0002,237.0002,224.1061,224.1061,2.311367e-11,2.06188e-11,4.912108e-07,4.909859e-07,200.0,5.505737,5.606201,5.892113,6.413,7.275469,8.708084,11.25724,16.55341,31.67096,200.0,31.68583,15.61701,10.75201,8.410043,7.087134,6.291031,5.815681,5.564941,5.495728,1.0,0.0,0.0210449852813478,3,0.0
9.732,9107872.856,5759.274,-24.82324,1,9.73,0.0,1.4875,1.4875,0.0035,0.0009,0.01596212,-0.001065341,0.0,99.99745,3.0,5270.173,1.0,0.2932169,4.514724,4.425719,33.69658,33.69707,9.587101e-07,9.135016e-07,0.0001437744,0.0001437449,20.00037,20.00037,20.15176,20.15176,237.0003,237.0003,224.116,224.116,2.613903e-11,2.37122e-11,5.862804e-07,5.860393e-07,200.0,5.50647,5.606934,5.892794,6.413538,7.276237,8.708304,11.25653,16.55073,31.65561,200.0,31.70529,15.61888,10.75229,8.409665,7.086679,6.290449,5.81489,5.564087,5.494873,1.0,0.0,0.021001823916027285,3,0.0
9.752,9107872.856,5759.305,-24.79199,1,9.75,0.0,1.6101,1.6101,0.0038,0.002,0.01583576,-0.00110973,0.0,99.99745,3.0,5235.988,1.0,0.2931836,4.927015,5.125893,28.08192,28.08293,1.018336e-06,9.703634e-07,0.0001540644,0.0001540349,20.00055,20.00055,20.16263,20.16263,237.0005,237.0005,224.1243,224.1243,2.946657e-11,2.67372e-11,6.725323e-07,6.722749e-07,200.0,5.506836,5.607178,5.892572,6.413231,7.275378,8.707225,11.2542,16.54495,31.63375,200.0,31.73356,15.6243,10.75438,8.410562,7.087047,6.290509,5.814842,5.564087,5.494507,1.0,0.0,0.02086919625463778,3,0.0
9.772,9107872.863,5759.338,-24.75879,1,9.77,0.0,1.731,1.731,0.0039,0.003,0.01570511,-0.00110973,0.0,99.99722,3.0,5235.988,1.0,0.2931654,5.665388,5.763259,29.66235,29.66373,1.074116e-06,1.028399e-06,0.0001635846,0.000163555,20.00073,20.00073,20.17267,20.17267,237.0006,237.0006,224.1319,224.1319,3.27601e-11,3.001072e-11,7.575849e-07,7.573107e-07,200.0,5.506714,5.606812,5.892278,6.412868,7.274642,8.705798,11.25171,16.5386,31.6098,200.0,31.76205,15.63003,10.75675,8.411986,7.087898,6.290907,5.815193,5.564209,5.494507,1.0,0.0,0.02070284747351025,3,0.0
9.792,9107872.883,5759.375,-24.72217,1,9.79,0.0,1.8542,1.8542,0.0038,0.0039,0.01556158,-0.00110973,0.0,99.99699,3.0,5235.988,1.0,0.2931609,6.279491,6.382959,31.35543,31.35736,1.124717e-06,1.075467e-06,0.0001736797,0.0001736501,20.00092,20.00089,20.18332,20.18332,237.0007,237.0007,224.1401,224.1401,3.589852e-11,3.280402e-11,8.533241e-07,8.530328e-07,200.0,5.506714,5.606812,5.892058,6.412104,7.273593,8.704327,11.24864,16.5314,31.58435,200.0,31.79542,15.63689,10.75976,8.413574,7.088884,6.291631,5.81561,5.564209,5.494629,1.0,0.0,0.020520099363634744,3,0.0
9.812,9107872.902,5759.413,-24.68457,1,9.81,0.0,1.9799,1.9799,0.0039,0.0045,0.01541328,-0.001131925,0.0,99.99677,3.0,5235.988,1.0,0.2931674,6.840658,6.829735,33.04383,33.0467,1.169905e-06,1.12394e-06,0.0001843453,0.0001843156,20.00107,20.00107,20.19458,20.19458,237.0009,237.0009,224.1487,224.1487,3.882202e-11,3.581058e-11,9.606782e-07,9.603677e-07,200.0,5.506958,5.606812,5.891829,6.411668,7.272671,8.7028,11.24588,16.52468,31.55757,200.0,31.82554,15.643,10.76218,8.414739,7.089657,6.292065,5.815718,5.564453,5.494385,1.0,0.0,0.020345407678654642,3,0.0
9.832,9107872.923,5759.454,-24.64355,1,9.83,0.0,2.1079,2.1079,0.004,0.0049,0.01525259,-0.001154119,0.0,99.99654,3.0,5235.988,1.0,0.2931795,7.235855,7.151352,34.73111,34.73479,1.213833e-06,1.168415e-06,0.0001955728,0.0001955428,20.00131,20.00128,20.20645,20.20645,237.0011,237.0011,224.1578,224.1578,4.177371e-11,3.868481e-11,1.080571e-06,1.080238e-06,200.0,5.506958,5.606689,5.891758,6.411302,7.271914,8.701619,11.24268,16.51747,31.52928,200.0,31.86115,15.65009,10.76467,8.416132,7.090333,6.292471,5.815802,5.564331,5.494263,1.0,0.0,0.020154939915813384,3,0.0
9.852,9107872.943,5759.498,-24.59961,1,9.85,0.0,2.237,2.237,0.0041,0.0051,0.01508284,-0.001198509,0.0,99.99631,3.0,5235.988,1.0,0.2931929,7.524945,7.409679,36.4189,36.42305,1.254063e-06,1.208702e-06,0.000207359,0.00020733,20.00156,20.00153,20.21884,20.21884,237.0013,237.0013,224.1672,224.1672,4.457143e-11,4.138381e-11,1.21402e-06,1.21368e-06,200.0,5.507202,5.606689,5.891442,6.41099,7.271294,8.700089,11.23981,16.50948,31.50024,200.0,31.89663,15.65681,10.76746,8.417346,7.09088,6.29252,5.815943,5.564209,5.494141,1.0,0.0,0.01996706701570414,3,0.0
9.872,9107872.987,5759.543,-24.55371,1,9.87,0.0,2.3655,2.3655,0.0042,0.0052,0.01490259,-0.001242898,0.0,99.99608,3.0,5235.988,1.0,0.2932041,7.803414,7.695594,38.10806,38.1131,1.287596e-06,1.242216e-06,0.0002197022,0.0002196734,20.0018,20.00177,20.23181,20.23181,237.0015,237.0014,224.1771,224.1771,4.697241e-11,4.369785e-11,1.362107e-06,1.361748e-06,200.0,5.507446,5.606812,5.891494,6.410644,7.27071,8.698722,11.23689,16.50166,31.46999,200.0,31.93583,15.66431,10.77044,8.418788,7.09167,6.292872,5.81586,5.564209,5.493774,1.0,0.0,0.019765824460973927,3,0.0
9.892,9107872.987,5759.593,-24.50439,1,9.89,0.0,2.4925,2.4925,0.0043,0.0051,0.0147109,-0.001331676,0.0,99.99585,3.0,5235.988,1.0,0.2932096,8.134194,8.052255,39.79776,39.80366,1.315291e-06,1.269778e-06,0.0002326043,0.0002325764,20.00208,20.00204,20.24539,20.24539,237.0017,237.0017,224.1875,224.1875,4.900244e-11,4.564781e-11,1.526004e-06,1.525636e-06,200.0,5.507935,5.607056,5.891462,6.410326,7.269959,8.696943,11.23356,16.49367,31.43766,200.0,31.97604,15.67175,10.77313,8.420022,7.092286,6.293146,5.815979,5.563843,5.493286,1.0,0.0,0.01957827496377633,3,0.0
9.912,9107873.04,5759.644,-24.45361,1,9.91,0.0,2.6184,2.6184,0.0044,0.0051,0.01450872,-0.00139826,0.0,99.99562,3.0,5235.988,1.0,0.2932098,8.533895,8.473831,41.48693,41.49382,1.335816e-06,1.291838e-06,0.0002460679,0.0002460401,20.00238,20.00235,20.25958,20.25958,237.0019,237.0019,224.1983,224.1983,5.053448e-11,4.72389e-11,1.706951e-06,1.706564e-06,200.0,5.508301,5.6073,5.891397,6.410081,7.269177,8.695691,11.23067,16.48483,31.40285,200.0,32.01924,15.67963,10.77638,8.421762,7.092848,6.2935,5.815918,5.563599,5.49292,1.0,0.0,0.019363240038808346,3,0.0
9.932,9107873.04,5759.697,-24.3999,1,9.93,0.0,2.7438,2.7438,0.0043,0.0051,0.01429701,-0.001509233,0.0,99.99539,3.0,5235.988,1.0,0.2932048,8.976162,8.928555,43.17475,43.18229,1.352262e-06,1.309941e-06,0.0002600944,0.0002600683,20.00269,20.00266,20.27438,20.27438,237.0022,237.0021,224.2097,224.2097,5.177879e-11,4.856468e-11,1.906229e-06,1.905846e-06,200.0,5.508911,5.607544,5.891747,6.409858,7.268517,8.694263,11.22731,16.47677,31.36899,200.0,32.06284,15.68735,10.77895,8.422909,7.093297,6.293525,5.815621,5.563354,5.49231,1.0,0.0,0.01916433005940937,3,0.0
9.952,9107873.043,5759.753,-24.34375,1,9.95,0.0,2.8693,2.8693,0.0043,0.0053,0.01407385,-0.001620206,0.0,99.99516,3.0,5235.988,1.0,0.2931967,9.428244,9.382977,44.85986,44.86798,1.36378e-06,1.321765e-06,0.0002746882,0.0002746639,20.00299,20.00296,20.28979,20.28979,237.0024,237.0024,224.2215,224.2215,5.265909e-11,4.94403e-11,2.125224e-06,2.124846e-06,200.0,5.509399,5.608032,5.891721,6.409674,7.268057,8.692803,11.22413,16.46787,31.33216,200.0,32.10933,15.69602,10.78226,8.424185,7.093843,6.293677,5.815563,5.562866,5.491699,1.0,0.0,0.01895084148419018,3,0.0
9.972,9107873.092,5759.812,-24.28516,1,9.97,0.0,2.9952,2.9952,0.0042,0.0055,0.01384211,-0.001775568,0.0,99.99493,3.0,5235.988,1.0,0.2931857,9.870497,9.824352,46.5411,46.55021,1.371337e-06,1.329549e-06,0.0002898525,0.0002898293,20.0033,20.00327,20.30579,20.30579,237.0027,237.0026,224.2337,224.2337,5.32406e-11,5.0021e-11,2.365362e-06,2.364983e-06,200.0,5.510254,5.608643,5.892252,6.409877,7.267652,8.691775,11.22085,16.45867,31.29467,200.0,32.15645,15.70425,10.78496,8.425,7.094146,6.293248,5.815187,5.562134,5.490723,1.0,0.0,0.018754687432359134,3,0.0
9.992,9107873.092,5759.874,-24.22363,1,9.99,0.0,3.1213,3.1213,0.0041,0.0057,0.01360035,-0.001908736,0.0,99.99471,3.0,5235.988,1.0,0.2931755,10.30185,10.25348,48.21929,48.22916,1.378637e-06,1.336715e-06,0.0003055841,0.0003055625,20.0036,20.00357,20.32236,20.32236,237.0029,237.0029,224.2463,224.2463,5.380538e-11,5.055845e-11,2.628032e-06,2.62766e-06,200.0,5.510986,5.608965,5.892407,6.40971,7.267175,8.69002,11.21754,16.44946,31.25571,200.0,32.20587,15.71336,10.78815,8.426432,7.094717,6.293621,5.815016,5.561646,5.48999,1.0,0.0,0.018531646375468235,3,0.0
10.012,9107873.145,5759.937,-24.16016,1,10.01,0.0,3.2476,3.2476,0.004,0.006,0.01334572,-0.002064098,0.0,99.99448,3.0,5235.988,1.0,0.293165,10.72617,10.67527,49.89397,49.90482,1.386179e-06,1.344143e-06,0.0003218842,0.0003218645,20.00391,20.00388,20.33954,20.33954,237.0032,237.0031,224.2594,224.2594,5.439198e-11,5.11187e-11,2.914734e-06,2.914376e-06,200.0,5.511841,5.609686,5.892615,6.409923,7.266525,8.688718,11.21385,16.43946,31.21516,200.0,32.25854,15.72259,10.79145,8.427748,7.095149,6.293415,5.814536,5.561035,5.489136,1.0,0.0,0.018306347864394865,3,0.0
10.032,9107873.145,5760.003,-24.09375,1,10.03,0.0,3.3739,3.3739,0.0037,0.0063,0.01308203,-0.002241655,0.0,99.99425,3.0,5352.256,1.0,0.2931557,11.14611,11.09392,51.61425,51.62634,1.393977e-06,1.351866e-06,0.0003387555,0.0003387375,20.00421,20.00418,20.35733,20.35733,237.0034,237.0034,224.273,224.273,5.500181e-11,5.170441e-11,3.22706e-06,3.226716e-06,200.0,5.512817,5.610521,5.893311,6.410004,7.26616,8.687477,11.21056,16.42949,31.17454,200.0,32.31218,15.73174,10.7944,8.428734,7.09529,6.29339,5.813931,5.560149,5.488159,1.0,0.0,0.01808364357943361,3,0.0
10.052,9107873.146,5760.072,-24.0249,1,10.05,0.0,3.5004,3.5004,0.0035,0.0066,0.01280594,-0.002441406,0.0,99.99399,3.0,5562.78,1.0,0.2931466,11.56507,11.51025,53.63026,53.64322,1.402076e-06,1.359871e-06,0.0003562514,0.0003562357,20.00452,20.00449,20.37573,20.37576,237.0036,237.0036,224.2871,224.2871,5.563887e-11,5.231509e-11,3.567675e-06,3.567358e-06,200.0,5.513916,5.611423,5.893817,6.410177,7.265965,8.686121,11.20723,16.41992,31.13078,200.0,32.36755,15.74064,10.7974,8.429903,7.095459,6.292855,5.813239,5.55943,5.487061,1.0,0.0,0.017859280263000415,3,0.0
10.072,9107873.165,5760.145,-23.95264,1,10.07,0.0,3.6269,3.6269,0.0032,0.0069,0.01251745,-0.002641158,0.0,99.99368,3.0,5813.448,1.0,0.2931383,11.9833,11.92631,56.03069,56.04477,1.410457e-06,1.368167e-06,0.0003744858,0.0003744725,20.00482,20.00479,20.39493,20.39499,237.0039,237.0039,224.3018,224.3018,5.630195e-11,5.295171e-11,3.940782e-06,3.9405e-06,200.0,5.514893,5.612224,5.894333,6.410423,7.265504,8.684767,11.20362,16.40879,31.08717,200.0,32.42531,15.75078,10.8005,8.431076,7.095663,6.292675,5.812729,5.558437,5.48584,1.0,0.0,0.01761912940954777,3,0.0
10.092,9107873.184,5760.218,-23.87939,1,10.09,0.0,3.7535,3.7535,0.0028,0.0072,0.01221991,-0.002863104,0.0,99.99338,3.0,6112.026,1.0,0.2931318,12.40125,12.3426,58.88982,58.90525,1.419126e-06,1.376759e-06,0.0003935971,0.0003935856,20.00513,20.0051,20.41504,20.4151,237.0042,237.0041,224.3172,224.3172,5.699198e-11,5.361518e-11,4.351669e-06,4.351414e-06,200.0,5.516235,5.61292,5.894971,6.41066,7.265257,8.683474,11.19999,16.39806,31.04108,200.0,32.48635,15.76172,10.8039,8.432318,7.095938,6.292558,5.812045,5.557655,5.484619,1.0,0.0,0.017381584877985426,3,0.0
10.112,9107873.202,5760.294,-23.80273,1,10.11,0.0,3.8801,3.8801,0.0024,0.0075,0.01191139,-0.003107244,0.0,99.99301,3.0,6467.686,1.0,0.2931244,12.81969,12.75871,62.29595,62.3122,1.428109e-06,1.385647e-06,0.0004137532,0.000413745,20.00543,20.0054,20.43625,20.43634,237.0044,237.0044,224.3333,224.3334,5.771148e-11,5.430586e-11,4.807011e-06,4.806817e-06,200.0,5.517456,5.61402,5.89556,6.410891,7.265151,8.682288,11.19614,16.38709,30.99422,200.0,32.54759,15.7719,10.80711,8.433398,7.096149,6.291976,5.811381,5.556475,5.483276,1.0,0.0,0.017144189315480812,3,0.0
10.152,9107873.261,5760.455,-23.64258,1,10.15,0.0,4.1334,4.1334,0.0015,0.0079,0.01125813,-0.00361772,0.0,99.99215,3.0,7396.491,1.0,0.2931116,13.65701,13.59109,71.19078,71.20932,1.446987e-06,1.404318e-06,0.0004580286,0.0004580268,20.00604,20.00601,20.48282,20.48294,237.0049,237.0049,224.3689,224.369,5.923834e-11,5.577131e-11,5.886433e-06,5.886379e-06,200.0,5.520142,5.616201,5.897308,6.411742,7.2647,8.679603,11.18901,16.36437,30.89565,200.0,32.67949,15.79396,10.81414,8.435682,7.096375,6.291109,5.80966,5.554251,5.480591,1.0,0.0,0.01663741185997418,3,0.0
10.172,9107873.264,5760.539,-23.55811,1,10.17,0.0,4.2601,4.2601,0.001,0.0081,0.01091003,-0.003750888,0.0,99.9916,3.0,7998.263,1.0,0.2931037,14.07634,14.00705,76.95381,76.9737,1.456904e-06,1.414104e-06,0.0004826735,0.0004826744,20.00635,20.00632,20.50876,20.50888,237.0051,237.0051,224.3887,224.3888,6.00485e-11,5.654719e-11,6.534399e-06,6.534415e-06,200.0,5.520874,5.616598,5.897106,6.41124,7.263435,8.677072,11.18293,16.34977,30.83947,200.0,32.75648,15.80829,10.81951,8.438082,7.097458,6.291583,5.809682,5.553853,5.479614,1.0,0.0,0.016278974481727736,4,0.0
10.192,9107873.284,5760.625,-23.47168,1,10.19,0.0,4.3868,4.3868,0.0002,0.0084,0.0105505,-0.003839666,0.0,99.99096,3.0,8715.374,1.0,0.2930951,14.49515,14.42384,83.82162,83.84264,1.467094e-06,1.424194e-06,0.0005094245,0.0005094287,20.00665,20.00662,20.5369,20.53702,237.0054,237.0054,224.4102,224.4103,6.088672e-11,5.735284e-11,7.275863e-06,7.275972e-06,200.0,5.521484,5.616681,5.896913,6.410212,7.261801,8.674031,11.177,16.33367,30.77934,200.0,32.83558,15.82322,10.82565,8.441092,7.099033,6.292398,5.809849,5.553738,5.479126,1.0,0.0,0.015877724414882645,4,0.0
10.212,9107873.303,5760.714,-23.38281,1,10.21,0.0,4.5137,4.5137,-0.0005,0.0086,0.01017904,-0.00390625,0.0,99.99089,4.0,7132.321,1.0,0.2930856,14.91436,14.84065,78.53506,78.55739,1.477602e-06,1.434586e-06,0.0005369087,0.000536917,20.00696,20.00693,20.56577,20.56592,237.0056,237.0056,224.4323,224.4324,6.175712e-11,5.818859e-11,8.078828e-06,8.079062e-06,200.0,5.521729,5.616675,5.89657,6.409375,7.259974,8.670543,11.16987,16.31685,30.71822,200.0,32.92109,15.84072,10.83182,8.44404,7.100924,6.293317,5.810197,5.553695,5.47876,1.0,0.0,0.015447155454941316,4,0.0
10.232,9107873.322,5760.806,-23.29102,1,10.23,0.0,4.6406,4.6405,-0.0014,0.0088,0.009795666,-0.004017223,0.0,99.99089,4.0,7145.675,1.0,0.2930758,15.33371,15.2577,71.8137,71.83738,1.488415e-06,1.445284e-06,0.0005622155,0.0005622276,20.00726,20.00723,20.59238,20.59253,237.0059,237.0058,224.4526,224.4527,6.265936e-11,5.905526e-11,8.854844e-06,8.855207e-06,200.0,5.522461,5.616807,5.896197,6.408561,7.258362,8.667379,11.16347,16.30095,30.65578,200.0,33.00584,15.85617,10.838,8.447163,7.102315,6.293808,5.810321,5.553307,5.478149,1.0,0.0,0.015029676036862838,4,0.0
10.252,9107873.342,5760.9,-23.19727,1,10.25,0.0,4.7675,4.7675,-0.0022,0.0091,0.009399891,-0.004106001,0.0,99.99089,4.0,5480.32,1.0,0.2930675,15.7531,15.67497,65.41418,65.43929,1.499532e-06,1.456287e-06,0.0005853028,0.0005853199,20.00757,20.00754,20.61664,20.61679,237.0061,237.0061,224.4712,224.4713,6.359386e-11,5.995342e-11,9.593421e-06,9.593964e-06,200.0,5.522705,5.616943,5.895874,6.407692,7.256463,8.664015,11.15668,16.28365,30.59148,200.0,33.0945,15.87345,10.84474,8.450323,7.104105,6.294754,5.810669,5.553101,5.477764,1.0,0.0,0.014582277393117883,4,0.0
10.272,9107873.365,5760.997,-23.10059,1,10.27,0.0,4.8945,4.8944,-0.0031,0.0093,0.008988857,-0.004239169,0.0,99.99059,4.0,5544.478,1.0,0.2930589,16.17269,16.09241,65.84621,65.87289,1.510961e-06,1.467597e-06,0.0006073015,0.0006073233,20.00787,20.00784,20.6398,20.63995,237.0064,237.0063,224.4889,224.489,6.456178e-11,6.088373e-11,1.032439e-05,1.032511e-05,200.0,5.52356,5.617432,5.895752,6.407215,7.254934,8.661056,11.14993,16.26629,30.52743,200.0,33.18511,15.8905,10.85119,8.453588,7.105357,6.295481,5.810791,5.552856,5.476929,1.0,0.0,0.014143709940692488,4,0.0
10.292,9107873.385,5761.096,-23.00146,1,10.29,0.0,5.0215,5.0215,-0.004,0.0095,0.008566856,-0.004372336,0.0,99.99028,4.0,5596.071,1.0,0.2930498,16.59245,16.51005,66.45474,66.48302,1.522699e-06,1.479213e-06,0.0006295067,0.0006295337,20.00818,20.00815,20.66312,20.6633,237.0066,237.0066,224.5067,224.5069,6.556352e-11,6.184672e-11,1.108921e-05,1.109014e-05,200.0,5.524292,5.617676,5.89563,6.406276,7.253297,8.657759,11.14299,16.24891,30.46178,200.0,33.27813,15.90836,10.85768,8.456475,7.106915,6.295954,5.810791,5.552612,5.476196,1.0,0.0,0.01369117823065503,4,0.0
