sim_time_s,wall_time_s,dist_from_start_m,dist_raced_m,race_lap,race_finished,capture_lap_closed,cur_lap_time_s,last_lap_time_s,total_speed_mps,speed_body_x_mps,speed_body_y_mps,speed_body_z_mps,angle_rad,track_pos,damage,fuel_l,gear,engine_rpm,race_pos,pos_z_m,fr_spin_vel_rad_s,fl_spin_vel_rad_s,rr_spin_vel_rad_s,rl_spin_vel_rad_s,fr_tire_wear,fl_tire_wear,rr_tire_wear,rl_tire_wear,fr_tire_temp_c,fl_tire_temp_c,rr_tire_temp_c,rl_tire_temp_c,fr_tire_pressure_kpa,fl_tire_pressure_kpa,rr_tire_pressure_kpa,rl_tire_pressure_kpa,fr_tire_graining,fl_tire_graining,rr_tire_graining,rl_tire_graining,opp_nearest_m,track_beam_00_m,track_beam_01_m,track_beam_02_m,track_beam_03_m,track_beam_04_m,track_beam_05_m,track_beam_06_m,track_beam_07_m,track_beam_08_m,track_beam_09_m,track_beam_10_m,track_beam_11_m,track_beam_12_m,track_beam_13_m,track_beam_14_m,track_beam_15_m,track_beam_16_m,track_beam_17_m,track_beam_18_m,accel_cmd,brake_cmd,steer_cmd,gear_cmd,clutch_cmd
173.208,9109572.422,5034.329,5034.329,1,0,0,173.206,0.0,13.8565,13.8556,-0.1515,0.0488,-0.01029062,0.1389646,0.0,97.57046,6.0,5235.988,1.0,0.2923696,45.43998,46.24052,43.61378,44.44179,0.00459118,0.004594878,0.009928612,0.00996842,44.53818,44.62958,46.79379,46.83673,256.8381,256.912,244.4735,244.5063,0.0004148876,0.000414958,0.001906058,0.001919539,200.0,4.735931,4.79657,5.003548,5.388252,6.016444,7.017127,8.651848,11.48599,16.7788,26.80264,42.93265,63.06933,15.27602,10.59881,8.529176,7.390253,6.732979,6.382477,6.264671,0.04197200000000016,0.0,-0.101570057474045,6,0.0
173.228,9109572.444,5034.604,5034.604,1,0,0,173.226,0.0,13.8565,13.8556,-0.1517,0.0489,-0.01034117,0.1389396,0.0,97.57046,6.0,5235.988,1.0,0.2923845,45.43987,46.24073,43.61366,44.44207,0.004591256,0.004594965,0.00992867,0.009968491,44.53793,44.62958,46.79349,46.83643,256.838,256.912,244.4733,244.5061,0.0004148986,0.0004149708,0.001906074,0.00191956,200.0,4.736069,4.796669,5.003609,5.388269,6.016364,7.016896,8.651305,11.4847,16.77557,26.79448,42.9172,63.04935,15.27936,10.5997,8.529493,7.390363,6.732971,6.382401,6.264526,0.04196849999999905,0.0,-0.10161850424880123,6,0.0
173.248,9109572.461,5034.878,5034.878,1,0,0,173.246,0.0,13.8565,13.8556,-0.1519,0.0489,-0.0103898,0.1389202,0.0,97.57046,6.0,5235.988,1.0,0.2923963,45.43967,46.24105,43.61337,44.44228,0.004591332,0.004595053,0.009928728,0.009968562,44.53763,44.62958,46.79318,46.83612,256.8377,256.912,244.4731,244.5059,0.0004149097,0.0004149836,0.001906091,0.001919581,200.0,4.736176,4.796745,5.003654,5.388251,6.016255,7.016625,8.650715,11.48339,16.77226,26.78619,42.90172,63.02959,15.28278,10.60065,8.529867,7.390513,6.732992,6.382355,6.264427,0.04195800000000069,0.0,-0.10166807147458995,6,0.0
173.268,9109572.483,5035.152,5035.152,1,0,0,173.266,0.0,13.8565,13.8556,-0.1521,0.0487,-0.01043749,0.1388883,0.0,97.57046,6.0,5235.988,1.0,0.2924092,45.43954,46.24129,43.61319,44.44244,0.004591407,0.00459514,0.009928784,0.009968633,44.53735,44.62958,46.79288,46.83582,256.8375,256.912,244.4728,244.5056,0.0004149208,0.0004149964,0.001906107,0.001919602,200.0,4.736359,4.796875,5.003754,5.388304,6.016215,7.016453,8.650236,11.48221,16.7691,26.77814,42.88647,63.00985,15.28604,10.60147,8.530157,7.390587,6.732954,6.382233,6.264259,0.04195100000000096,0.0,-0.10170848410614745,6,0.0
173.288,9109572.502,5035.427,5035.427,1,0,0,173.286,0.0,13.8565,13.8556,-0.1523,0.0487,-0.01048326,0.1388619,0.0,97.57046,6.0,5235.988,1.0,0.2924182,45.43941,46.24152,43.61302,44.44263,0.004591483,0.004595228,0.009928842,0.009968704,44.53708,44.62958,46.79257,46.83551,256.8372,256.912,244.4726,244.5054,0.0004149318,0.0004150092,0.001906123,0.001919623,200.0,4.736504,4.796997,5.00383,5.388302,6.016138,7.016211,8.64969,11.48093,16.76586,26.77,42.87122,62.99028,15.28935,10.60235,8.53047,7.3907,6.732943,6.382156,6.264122,0.04194400000000122,0.0,-0.10174995352674694,6,0.0
173.308,9109572.525,5035.701,5035.701,1,0,0,173.306,0.0,13.8565,13.8556,-0.1524,0.0485,-0.01052618,0.1388397,0.0,97.57046,6.0,5235.988,1.0,0.2924274,45.4393,46.24173,43.61288,44.44276,0.004591558,0.004595315,0.009928899,0.009968774,44.53677,44.62958,46.79227,46.83521,256.837,256.912,244.4724,244.5051,0.0004149429,0.0004150218,0.00190614,0.001919644,200.0,4.736633,4.797089,5.00389,5.388305,6.016039,7.015972,8.64913,11.47965,16.76263,26.76192,42.85619,62.97096,15.29275,10.60324,8.530812,7.390836,6.732956,6.38208,6.264,0.041936999999999,0.0,-0.10179046801748921,6,0.0
173.328,9109572.542,5035.976,5035.976,1,0,0,173.326,0.0,13.8565,13.8556,-0.1526,0.0483,-0.0105691,0.13883,0.0,97.57046,6.0,5235.988,1.0,0.2924296,45.43927,46.24184,43.6128,44.4428,0.004591633,0.004595402,0.009928957,0.009968845,44.53647,44.62958,46.79196,46.8349,256.8368,256.912,244.4721,244.5049,0.0004149539,0.0004150344,0.001906156,0.001919665,200.0,4.736687,4.797112,5.003865,5.388217,6.015852,7.015643,8.648437,11.4782,16.75918,26.75357,42.84087,62.95148,15.29634,10.60425,8.531256,7.391038,6.733049,6.382078,6.263947,0.041929999999999266,0.0,-0.10183894025704165,6,0.0
173.348,9109572.564,5036.25,5036.25,1,0,0,173.346,0.0,13.8565,13.8556,-0.1528,0.0482,-0.01061106,0.1388175,0.0,97.57046,6.0,5235.988,1.0,0.2924294,45.43917,46.24203,43.61264,44.44292,0.004591708,0.004595489,0.009929013,0.009968916,44.53622,44.62958,46.79166,46.83459,256.8365,256.912,244.4719,244.5047,0.000414965,0.0004150469,0.001906172,0.001919686,200.0,4.736748,4.79715,5.003854,5.388132,6.015676,7.015296,8.647782,11.47676,16.75576,26.7452,42.82557,62.93212,15.30003,10.60528,8.531702,7.391247,6.73312,6.382079,6.263878,0.041926500000000644,0.0,-0.10188440765064338,6,0.0
173.368,9109572.581,5036.525,5036.525,1,0,0,173.366,0.0,13.8565,13.8556,-0.153,0.0481,-0.01065207,0.1387995,0.0,97.57046,6.0,5235.988,1.0,0.2924279,45.43903,46.24227,43.61249,44.44312,0.004591784,0.004595576,0.00992907,0.009968987,44.53604,44.62958,46.79135,46.83429,256.8364,256.912,244.4716,244.5045,0.0004149761,0.0004150594,0.001906188,0.001919707,200.0,4.736855,4.797218,5.003868,5.388087,6.015543,7.015019,8.647142,11.47539,16.75239,26.73693,42.81038,62.91283,15.30355,10.60625,8.532109,7.391418,6.733172,6.382048,6.263779,0.04192299999999953,0.0,-0.10192516405694946,6,0.0
173.388,9109572.605,5036.799,5036.799,1,0,0,173.386,0.0,13.8566,13.8556,-0.1532,0.0481,-0.01069069,0.1387828,0.0,97.57046,6.0,5235.988,1.0,0.2924241,45.43887,46.24252,43.6123,44.44333,0.004591858,0.004595662,0.009929127,0.009969058,44.53586,44.62958,46.79105,46.83398,256.8363,256.912,244.4714,244.5042,0.0004149871,0.0004150719,0.001906205,0.001919728,200.0,4.736954,4.797271,5.003879,5.388039,6.015405,7.014718,8.646523,11.474,16.74904,26.72867,42.79541,62.89368,15.30714,10.60722,8.532511,7.391572,6.733234,6.382017,6.263695,0.041915999999999794,0.0,-0.10196370502598683,6,0.0
173.408,9109572.622,5037.074,5037.074,1,0,0,173.406,0.0,13.8566,13.8556,-0.1534,0.0482,-0.01073027,0.1387731,0.0,97.57046,6.0,5235.988,1.0,0.292421,45.43874,46.24276,43.61215,44.44348,0.004591934,0.004595749,0.009929184,0.009969128,44.5358,44.62958,46.79074,46.83368,256.8362,256.912,244.4712,244.504,0.0004149982,0.0004150844,0.001906221,0.001919749,200.0,4.737007,4.797279,5.003838,5.387947,6.015228,7.014373,8.645844,11.47257,16.74563,26.72036,42.78039,62.87476,15.31074,10.60825,8.532979,7.391798,6.733322,6.382034,6.263649,0.04191250000000117,0.0,-0.10200792464457512,6,0.0
173.428,9109572.642,5037.348,5037.348,1,0,0,173.426,0.0,13.8566,13.8556,-0.1536,0.0484,-0.01078558,0.1387731,0.0,97.57046,6.0,5235.988,1.0,0.2924304,45.43862,46.24299,43.61194,44.44364,0.004592009,0.004595835,0.009929241,0.009969199,44.5358,44.62958,46.79044,46.83337,256.8362,256.912,244.4709,244.5038,0.0004150092,0.000415097,0.001906237,0.00191977,200.0,4.737007,4.797249,5.003754,5.387787,6.014977,7.013942,8.645068,11.47099,16.74209,26.71189,42.76534,62.85583,15.31453,10.6094,8.533521,7.392077,6.73349,6.382103,6.263649,0.04190200000000033,0.0,-0.10207834753844548,6,0.0
173.448,9109572.663,5037.623,5037.623,1,0,0,173.446,0.0,13.8566,13.8556,-0.1538,0.0486,-0.01083994,0.1387593,0.0,97.57046,6.0,5235.988,1.0,0.2924454,45.43851,46.24322,43.61179,44.44381,0.004592084,0.004595922,0.009929297,0.009969269,44.5358,44.62958,46.79013,46.83307,256.8362,256.912,244.4707,244.5035,0.0004150203,0.0004151095,0.001906254,0.001919791,200.0,4.737083,4.797279,5.003754,5.387726,6.014814,7.013622,8.64442,11.46959,16.73875,26.7036,42.75046,62.83706,15.31814,10.61041,8.533939,7.392268,6.733551,6.382103,6.26358,0.04189149999999948,0.0,-0.10213877549981029,6,0.0
173.468,9109572.683,5037.897,5037.897,1,0,0,173.466,0.0,13.8566,13.8556,-0.154,0.0487,-0.01089239,0.1387496,0.0,97.57046,6.0,5235.988,1.0,0.2924607,45.43833,46.24352,43.6116,44.44409,0.004592159,0.004596008,0.009929354,0.00996934,44.5358,44.62958,46.78983,46.83276,256.8362,256.912,244.4705,244.5033,0.0004150313,0.000415122,0.00190627,0.001919812,200.0,4.737144,4.797295,5.003716,5.387634,6.014649,7.013268,8.643763,11.46812,16.73537,26.6953,42.73566,62.81839,15.3218,10.61145,8.534402,7.392468,6.733643,6.382111,6.263527,0.04188449999999974,0.0,-0.10219938171474845,6,0.0
173.488,9109572.701,5038.171,5038.171,1,0,0,173.486,0.0,13.8566,13.8557,-0.1542,0.0488,-0.01094294,0.1387496,0.0,97.57046,6.0,5235.988,1.0,0.292475,45.43816,46.24382,43.61137,44.44432,0.004592234,0.004596094,0.00992941,0.00996941,44.5358,44.62958,46.78952,46.83246,256.8362,256.912,244.4702,244.5031,0.0004150423,0.0004151345,0.001906286,0.001919833,200.0,4.737152,4.797256,5.003624,5.387489,6.014398,7.012824,8.642988,11.46661,16.73182,26.68686,42.72087,62.7999,15.32558,10.61259,8.534917,7.392749,6.733788,6.382179,6.263535,0.04187750000000001,0.0,-0.102263743987125,6,0.0
173.508,9109572.723,5038.446,5038.446,1,0,0,173.506,0.0,13.8566,13.8557,-0.1544,0.0491,-0.0109911,0.1387523,0.0,97.57046,6.0,5235.988,1.0,0.2924913,45.43803,46.24407,43.61086,44.44466,0.004592309,0.00459618,0.009929467,0.00996948,44.5358,44.62958,46.78922,46.83215,256.8362,256.912,244.47,244.5028,0.0004150533,0.000415147,0.001906303,0.001919854,200.0,4.737129,4.797203,5.00354,5.387337,6.014156,7.012401,8.642242,11.46507,16.72828,26.67849,42.70617,62.78154,15.32931,10.61373,8.535439,7.393041,6.733929,6.382263,6.26355,0.04186699999999916,0.0,-0.10232678209009954,6,0.0
173.528,9109572.742,5038.72,5038.72,1,0,0,173.526,0.0,13.8566,13.8557,-0.1546,0.049,-0.01103735,0.1387496,0.0,97.57046,6.0,5235.988,1.0,0.292509,45.43774,46.24448,43.61084,44.44498,0.004592384,0.004596266,0.009929523,0.009969551,44.5358,44.62958,46.78891,46.83185,256.8362,256.912,244.4698,244.5026,0.0004150642,0.0004151595,0.001906319,0.001919875,200.0,4.737144,4.797195,5.003479,5.387231,6.013939,7.012026,8.641536,11.46363,16.72487,26.67024,42.69175,62.7634,15.33298,10.61479,8.535919,7.393281,6.734052,6.382301,6.263542,0.041859999999999425,0.0,-0.10238395055755171,6,0.0
173.548,9109572.762,5038.995,5038.995,1,0,0,173.546,0.0,13.8566,13.8557,-0.1548,0.0488,-0.01108122,0.1387468,0.0,97.57046,6.0,5235.988,1.0,0.2925218,45.43757,46.24479,43.61059,44.44519,0.004592459,0.004596352,0.00992958,0.009969621,44.5358,44.62958,46.7886,46.83154,256.8362,256.912,244.4695,244.5024,0.0004150751,0.000415172,0.001906335,0.001919896,200.0,4.737167,4.797165,5.003418,5.387108,6.013718,7.011636,8.640853,11.46219,16.72152,26.66208,42.67739,62.74557,15.33658,10.61585,8.536392,7.393531,6.734155,6.382347,6.263527,0.041849500000001066,0.0,-0.1024380250522665,6,0.0
173.568,9109572.783,5039.269,5039.269,1,0,0,173.566,0.0,13.8566,13.8557,-0.155,0.0486,-0.01112318,0.1387454,0.0,97.57046,6.0,5235.988,1.0,0.2925317,45.43742,46.24506,43.61042,44.44544,0.004592534,0.004596438,0.009929636,0.009969691,44.5358,44.62958,46.7883,46.83124,256.8362,256.912,244.4693,244.5021,0.000415086,0.0004151846,0.001906351,0.001919916,200.0,4.737175,4.79715,5.003357,5.386991,6.013498,7.011272,8.640124,11.46074,16.71811,26.65394,42.66318,62.72784,15.34024,10.61691,8.536854,7.393782,6.734286,6.382393,6.263527,0.041842499999998846,0.0,-0.10249055892681161,6,0.0
173.588,9109572.802,5039.543,5039.543,1,0,0,173.586,0.0,13.8566,13.8557,-0.1552,0.0485,-0.01116228,0.1387454,0.0,97.57046,6.0,5235.988,1.0,0.2925403,45.4372,46.2454,43.61012,44.44569,0.004592609,0.004596523,0.009929692,0.009969762,44.5358,44.62958,46.78799,46.83093,256.8362,256.912,244.4691,244.5019,0.0004150968,0.0004151971,0.001906368,0.001919937,200.0,4.737175,4.797119,5.003298,5.38685,6.013261,7.010882,8.639409,11.4593,16.71475,26.64585,42.64927,62.71038,15.34388,10.61799,8.537344,7.394036,6.734433,6.382446,6.263519,0.04183549999999911,0.0,-0.10254034260336796,6,0.0
173.608,9109572.822,5039.818,5039.818,1,0,0,173.606,0.0,13.8566,13.8557,-0.1554,0.0482,-0.01120138,0.1387551,0.0,97.57046,6.0,5235.988,1.0,0.2925429,45.43719,46.2455,43.61008,44.44569,0.004592683,0.004596609,0.009929748,0.009969831,44.5358,44.62958,46.78769,46.83063,256.8362,256.912,244.4689,244.5016,0.0004151075,0.0004152096,0.001906384,0.001919958,200.0,4.737129,4.797035,5.003162,5.386656,6.012962,7.010406,8.638592,11.45774,16.71122,26.63759,42.63502,62.6928,15.34767,10.61914,8.537909,7.394363,6.734615,6.382553,6.26358,0.04182849999999938,0.0,-0.10259630149300099,6,0.0
173.628,9109572.844,5040.092,5040.092,1,0,0,173.626,0.0,13.8567,13.8557,-0.1556,0.048,-0.01123857,0.1387648,0.0,97.57046,6.0,5235.988,1.0,0.2925407,45.43707,46.2457,43.6099,44.44581,0.004592758,0.004596694,0.009929804,0.009969902,44.5358,44.62958,46.78738,46.83032,256.8362,256.912,244.4686,244.5014,0.0004151183,0.0004152221,0.0019064,0.001919979,200.0,4.737076,4.796951,5.003036,5.386458,6.012671,7.009946,8.637791,11.45616,16.70769,26.62937,42.62097,62.67537,15.35149,10.62029,8.538478,7.394694,6.73481,6.382665,6.263641,0.041821499999999644,0.0,-0.10264982849459764,6,0.0
173.648,9109572.864,5040.367,5040.367,1,0,0,173.646,0.0,13.8567,13.8557,-0.1558,0.0479,-0.01127434,0.1387648,0.0,97.57046,6.0,5235.988,1.0,0.2925377,45.43691,46.24598,43.6097,44.44601,0.004592833,0.004596779,0.00992986,0.009969972,44.5358,44.62958,46.78708,46.83002,256.8362,256.912,244.4684,244.5012,0.0004151291,0.0004152346,0.001906417,0.00192,200.0,4.737083,4.796923,5.00296,5.386325,6.012434,7.009564,8.637059,11.45469,16.70427,26.62127,42.60704,62.65812,15.35521,10.62138,8.538972,7.394954,6.734951,6.382714,6.263641,0.04181449999999991,0.0,-0.10269537228258793,6,0.0
173.668,9109572.882,5040.642,5040.642,1,0,0,173.666,0.0,13.8567,13.8557,-0.156,0.0479,-0.01130819,0.1387731,0.0,97.57046,6.0,5235.988,1.0,0.2925295,45.43674,46.24627,43.60952,44.44624,0.004592908,0.004596864,0.009929916,0.009970042,44.5358,44.62958,46.78677,46.82971,256.8362,256.912,244.4682,244.5009,0.0004151399,0.0004152471,0.001906433,0.001920021,200.0,4.737038,4.796849,5.002828,5.386136,6.012147,7.009111,8.63625,11.45315,16.70083,26.61311,42.59324,62.64101,15.359,10.62251,8.539536,7.395255,6.735138,6.382821,6.263687,0.04180750000000017,0.0,-0.10274375539535369,6,0.0
173.688,9109572.904,5040.916,5040.916,1,0,0,173.686,0.0,13.8567,13.8557,-0.1562,0.048,-0.01134014,0.1387815,0.0,97.57046,6.0,5235.988,1.0,0.2925205,45.43658,46.24654,43.60931,44.44648,0.004592982,0.00459695,0.009929972,0.009970113,44.5358,44.62958,46.78647,46.82941,256.8362,256.912,244.4679,244.5007,0.0004151506,0.0004152594,0.001906449,0.001920042,200.0,4.736992,4.796759,5.002712,5.385941,6.011853,7.008648,8.635476,11.45157,16.69736,26.605,42.57949,62.62411,15.36274,10.62364,8.540093,7.395558,6.735326,6.38293,6.263733,0.041803999999999064,0.0,-0.10278978301447164,6,0.0
173.708,9109572.923,5041.19,5041.19,1,0,0,173.706,0.0,13.8567,13.8557,-0.1564,0.0482,-0.01138496,0.1387939,0.0,97.57046,6.0,5235.988,1.0,0.2925278,45.43643,46.24681,43.60913,44.44666,0.004593057,0.004597034,0.009930028,0.009970183,44.5358,44.62958,46.78616,46.8291,256.8362,256.912,244.4677,244.5005,0.0004151614,0.0004152717,0.001906466,0.001920063,200.0,4.736923,4.796661,5.002556,5.385719,6.011551,7.008166,8.634649,11.45002,16.69386,26.5969,42.56587,62.60732,15.36659,10.62483,8.540676,7.395895,6.735542,6.383072,6.263802,0.041793500000000705,0.0,-0.10285474370955872,6,0.0
173.728,9109572.943,5041.465,5041.465,1,0,0,173.726,0.0,13.8567,13.8557,-0.1565,0.0484,-0.01143312,0.1388092,0.0,97.57046,6.0,5235.988,1.0,0.2925415,45.43629,46.24707,43.60895,44.44685,0.004593132,0.004597119,0.009930083,0.009970252,44.5358,44.62958,46.78586,46.8288,256.8362,256.912,244.4674,244.5002,0.0004151722,0.0004152839,0.001906482,0.001920084,200.0,4.736839,4.796532,5.00238,5.38549,6.011217,7.007654,8.633799,11.44839,16.69037,26.58878,42.55233,62.59074,15.37042,10.62604,8.541285,7.396248,6.735771,6.383217,6.263893,0.04177950000000123,0.0,-0.1029258032233339,6,0.0
173.748,9109572.964,5041.739,5041.739,1,0,0,173.746,0.0,13.8567,13.8557,-0.1567,0.0487,-0.01147938,0.1388231,0.0,97.57046,6.0,5235.988,1.0,0.292558,45.43612,46.24738,43.60871,44.44706,0.004593207,0.004597204,0.009930138,0.009970323,44.5358,44.62958,46.78555,46.82849,256.8362,256.912,244.4672,244.5,0.000415183,0.0004152961,0.001906498,0.001920105,200.0,4.736771,4.796425,5.00222,5.385269,6.010916,7.007164,8.632995,11.44682,16.68695,26.5808,42.53888,62.57433,15.37428,10.62721,8.541868,7.396574,6.735977,6.383354,6.263985,0.04177249999999901,0.0,-0.10299355231360405,6,0.0
173.768,9109572.983,5042.014,5042.014,1,0,0,173.766,0.0,13.8567,13.8557,-0.1569,0.0488,-0.01152372,0.1388356,0.0,97.57046,6.0,5235.988,1.0,0.292576,45.43593,46.24771,43.60844,44.44732,0.004593281,0.004597289,0.009930193,0.009970393,44.5358,44.62958,46.78525,46.82819,256.8362,256.912,244.467,244.4998,0.0004151938,0.0004153084,0.001906514,0.001920126,200.0,4.736702,4.796333,5.002083,5.385063,6.010621,7.006703,8.632204,11.4453,16.68352,26.57289,42.52571,62.55822,15.37798,10.62837,8.542426,7.396901,6.736183,6.383484,6.264046,0.04176200000000065,0.0,-0.10305796551557299,6,0.0
173.788,9109573.002,5042.288,5042.288,1,0,0,173.786,0.0,13.8567,13.8558,-0.1571,0.0489,-0.01156569,0.1388467,0.0,97.57046,6.0,5235.988,1.0,0.2925957,45.43575,46.24803,43.60828,44.44762,0.004593356,0.004597373,0.009930249,0.009970463,44.5358,44.62958,46.78494,46.82788,256.8362,256.912,244.4668,244.4996,0.0004152045,0.0004153206,0.001906531,0.001920147,200.0,4.736641,4.796234,5.001953,5.38488,6.010336,7.006246,8.631454,11.44384,16.68018,26.56506,42.5127,62.54222,15.38163,10.62949,8.542978,7.397214,6.736366,6.383598,6.264114,0.0417514999999998,0.0,-0.10311846987132638,6,0.0
173.808,9109573.023,5042.562,5042.562,1,0,0,173.806,0.0,13.8567,13.8558,-0.1573,0.0489,-0.01160574,0.1388647,0.0,97.57046,6.0,5235.988,1.0,0.2926153,45.43554,46.24837,43.60799,44.4482,0.004593431,0.004597458,0.009930304,0.009970533,44.5358,44.62958,46.78464,46.82758,256.8362,256.912,244.4665,244.4993,0.0004152153,0.0004153328,0.001906547,0.001920168,200.0,4.736549,4.796104,5.001785,5.384661,6.010012,7.005739,8.630633,11.44226,16.67673,26.55718,42.49968,62.52635,15.3854,10.63068,8.54355,7.397577,6.736583,6.383751,6.264214,0.04174099999999896,0.0,-0.10318092228398851,6,0.0
173.828,9109573.043,5042.837,5042.837,1,0,0,173.826,0.0,13.8568,13.8558,-0.1575,0.0488,-0.01164198,0.1388883,0.0,97.57046,6.0,5235.988,1.0,0.2926285,45.43531,46.24874,43.60771,44.44841,0.004593505,0.004597542,0.00993036,0.009970603,44.5358,44.62958,46.78433,46.82727,256.8362,256.912,244.4663,244.4991,0.0004152261,0.000415345,0.001906563,0.001920189,200.0,4.736412,4.795944,5.001587,5.384416,6.009658,7.005214,8.629786,11.4407,16.67333,26.54947,42.48697,62.51089,15.38917,10.63186,8.544165,7.397948,6.736825,6.383934,6.264343,0.04172699999999949,0.0,-0.10324208872444288,6,0.0
173.848,9109573.064,5043.111,5043.111,1,0,0,173.846,0.0,13.8568,13.8558,-0.1577,0.0485,-0.01167822,0.1389091,0.0,97.57046,6.0,5235.988,1.0,0.2926382,45.43515,46.24903,43.60745,44.44859,0.00459358,0.004597626,0.009930415,0.009970672,44.5358,44.62958,46.78403,46.82697,256.8362,256.912,244.466,244.4989,0.0004152368,0.0004153573,0.00190658,0.00192021,200.0,4.736305,4.795807,5.001404,5.38416,6.009302,7.004693,8.628942,11.43914,16.6699,26.54168,42.47423,62.49536,15.39297,10.63305,8.544755,7.39832,6.737075,6.384094,6.264465,0.04171650000000113,0.0,-0.10330147262916381,6,0.0
173.868,9109573.082,5043.386,5043.386,1,0,0,173.866,0.0,13.8568,13.8558,-0.1579,0.0485,-0.01171064,0.1389354,0.0,97.57046,6.0,5235.988,1.0,0.292643,45.43501,46.24931,43.60722,44.44873,0.004593654,0.00459771,0.00993047,0.009970742,44.5358,44.62958,46.78372,46.82666,256.8362,256.912,244.4658,244.4986,0.0004152476,0.0004153695,0.001906596,0.001920231,200.0,4.73616,4.795631,5.001198,5.38389,6.008928,7.004169,8.628054,11.43757,16.66649,26.53404,42.46172,62.48023,15.39674,10.63426,8.54538,7.398721,6.737343,6.384285,6.26461,0.041706000000000285,0.0,-0.10335949416728842,6,0.0
173.888,9109573.103,5043.66,5043.66,1,0,0,173.886,0.0,13.8568,13.8558,-0.1581,0.0482,-0.01174212,0.1389507,0.0,97.57046,6.0,5235.988,1.0,0.2926506,45.43488,46.24956,43.60706,44.44888,0.004593729,0.004597795,0.009930526,0.009970812,44.5358,44.62958,46.78342,46.82635,256.8362,256.912,244.4656,244.4984,0.0004152584,0.0004153817,0.001906612,0.001920252,200.0,4.736076,4.795525,5.001055,5.383689,6.008624,7.003721,8.627303,11.43609,16.66322,26.52656,42.44944,62.4653,15.40037,10.63538,8.54592,7.399036,6.737548,6.384422,6.264694,0.04169549999999944,0.0,-0.10340931604103906,6,0.0
173.908,9109573.123,5043.935,5043.935,1,0,0,173.906,0.0,13.8568,13.8558,-0.1583,0.0479,-0.01177359,0.1389701,0.0,97.57046,6.0,5235.988,1.0,0.2926509,45.43478,46.24974,43.60699,44.44901,0.004593803,0.004597879,0.009930581,0.009970882,44.5358,44.62958,46.78311,46.82605,256.8362,256.912,244.4654,244.4981,0.0004152692,0.000415394,0.001906628,0.001920273,200.0,4.735977,4.795395,5.000887,5.383443,6.008301,7.003222,8.626468,11.43455,16.65982,26.51891,42.437,62.45022,15.40416,10.63655,8.546516,7.399396,6.737782,6.384568,6.264809,0.04169200000000081,0.0,-0.10346173532400134,6,0.0
173.928,9109573.144,5044.209,5044.209,1,0,0,173.926,0.0,13.8568,13.8558,-0.1584,0.0477,-0.0118022,0.1389923,0.0,97.57046,6.0,5235.988,1.0,0.2926449,45.43464,46.24999,43.60682,44.44919,0.004593878,0.004597962,0.009930636,0.009970952,44.5358,44.62958,46.78281,46.82574,256.8362,256.912,244.4651,244.4979,0.0004152799,0.0004154062,0.001906645,0.001920294,200.0,4.735847,4.795242,5.0007,5.383191,6.007943,7.002718,8.625636,11.43301,16.65643,26.51135,42.42482,62.43548,15.40787,10.63769,8.54711,7.399762,6.738031,6.384743,6.264931,0.041688499999999705,0.0,-0.10351229567684155,6,0.0
173.948,9109573.162,5044.483,5044.483,1,0,0,173.946,0.0,13.8568,13.8558,-0.1586,0.0477,-0.0118289,0.1390187,0.0,97.57046,6.0,5235.988,1.0,0.2926339,45.43447,46.25026,43.60659,44.44941,0.004593952,0.004598046,0.009930691,0.009971022,44.5358,44.62958,46.7825,46.82544,256.8362,256.912,244.4649,244.4977,0.0004152907,0.0004154184,0.001906661,0.001920315,200.0,4.73571,4.795078,5.000477,5.382917,6.007571,7.002181,8.624778,11.43139,16.65301,26.50377,42.41264,62.42085,15.41176,10.6389,8.54775,7.400148,6.738297,6.384944,6.265076,0.04168149999999997,0.0,-0.1035630979452456,6,0.0
173.968,9109573.184,5044.758,5044.758,1,0,0,173.966,0.0,13.8568,13.8558,-0.1588,0.0478,-0.01185274,0.1390492,0.0,97.57046,6.0,5235.988,1.0,0.2926201,45.4343,46.25056,43.6064,44.4496,0.004594027,0.00459813,0.009930746,0.009971092,44.5358,44.62958,46.7822,46.82513,256.8362,256.912,244.4647,244.4975,0.0004153015,0.0004154306,0.001906677,0.001920335,200.0,4.735542,4.794881,5.000235,5.382614,6.007172,7.001623,8.623854,11.42978,16.6496,26.49633,42.40068,62.4065,15.41557,10.64016,8.548412,7.400568,6.738601,6.385154,6.265251,0.04167450000000023,0.0,-0.10361286888940385,6,0.0
173.988,9109573.202,5045.033,5045.033,1,0,0,173.986,0.0,13.8568,13.8558,-0.159,0.048,-0.01188231,0.1390755,0.0,97.57046,6.0,5235.988,1.0,0.2926159,45.43412,46.25085,43.60617,44.44981,0.004594101,0.004598213,0.0099308,0.009971161,44.5358,44.62958,46.78189,46.82483,256.8362,256.912,244.4644,244.4972,0.0004153122,0.0004154429,0.001906694,0.001920356,200.0,4.735405,4.794701,5.000008,5.382317,6.006794,7.001081,8.623,11.42818,16.64619,26.48889,42.3888,62.39222,15.41939,10.64135,8.549045,7.400953,6.738884,6.385368,6.265404,0.04166399999999939,0.0,-0.103667261694071,6,0.0
