sim_time_s,wall_time_s,dist_from_start_m,dist_raced_m,race_lap,race_finished,cur_lap_time_s,last_lap_time_s,total_speed_mps,speed_body_x_mps,speed_body_y_mps,speed_body_z_mps,angle_rad,track_pos,damage,fuel_l,gear,engine_rpm,race_pos,pos_z_m,fr_spin_vel_rad_s,fl_spin_vel_rad_s,rr_spin_vel_rad_s,rl_spin_vel_rad_s,fr_tire_wear,fl_tire_wear,rr_tire_wear,rl_tire_wear,fr_tire_temp_c,fl_tire_temp_c,rr_tire_temp_c,rl_tire_temp_c,fr_tire_pressure_kpa,fl_tire_pressure_kpa,rr_tire_pressure_kpa,rl_tire_pressure_kpa,fr_tire_graining,fl_tire_graining,rr_tire_graining,rl_tire_graining,opp_nearest_m,track_beam_00_m,track_beam_01_m,track_beam_02_m,track_beam_03_m,track_beam_04_m,track_beam_05_m,track_beam_06_m,track_beam_07_m,track_beam_08_m,track_beam_09_m,track_beam_10_m,track_beam_11_m,track_beam_12_m,track_beam_13_m,track_beam_14_m,track_beam_15_m,track_beam_16_m,track_beam_17_m,track_beam_18_m,accel_cmd,brake_cmd,steer_cmd,gear_cmd,clutch_cmd
366.648,9108951.769,5221.954,11006.05,2,0,167.9,198.746,13.8631,13.8628,-0.0833,0.0494,-0.007069588,0.07790861,0.0,94.90285,6.0,5235.988,1.0,0.2917433,45.61972,46.079,43.80162,44.27263,0.00912841,0.009136478,0.01872643,0.01881643,54.48071,54.4917,55.82135,55.89655,264.8763,264.8852,251.3716,251.429,0.001195928,0.001196083,0.004893202,0.004927094,200.0,5.071625,5.140691,5.370322,5.796811,6.497241,7.625781,9.508659,12.9003,19.64564,32.90408,66.89477,26.46106,13.14272,9.668109,7.929737,6.932811,6.346894,6.032528,5.92865,0.0328964999999993,0.0,-0.05859945276152982,6,0.0
366.668,9108951.827,5222.23,11006.33,2,0,167.92,198.746,13.8631,13.8628,-0.0833,0.0494,-0.00717926,0.07796686,0.0,94.90285,6.0,5235.988,1.0,0.2917508,45.6196,46.07912,43.80151,44.27271,0.009128464,0.009136531,0.01872646,0.01881648,54.4801,54.49109,55.82043,55.89563,264.8758,264.8846,251.3709,251.4283,0.001195938,0.001196093,0.004893216,0.004927112,200.0,5.071298,5.140198,5.369598,5.795792,6.495728,7.623302,9.504143,12.89043,19.61849,32.82346,67.14686,26.67994,13.15411,9.672394,7.931983,6.934088,6.347755,6.033096,5.928978,0.0328964999999993,0.0,-0.058776174627386366,6,0.0
366.708,9108951.827,5222.783,11006.88,2,0,167.96,198.746,13.8631,13.8628,-0.0839,0.0493,-0.007576466,0.07812361,0.0,94.90285,6.0,5235.988,1.0,0.2917258,45.61757,46.08121,43.79933,44.27479,0.009128576,0.009136636,0.01872653,0.01881659,54.47888,54.48987,55.8186,55.8938,264.8748,264.8837,251.3695,251.427,0.00119596,0.001196114,0.004893244,0.00492715,200.0,5.070457,5.138985,5.367958,5.793564,6.492436,7.618002,9.494684,12.87012,19.5634,32.66181,67.69076,27.17775,13.17773,9.68136,7.936762,6.936953,6.349678,6.034431,5.929855,0.032927999999999354,0.0,-0.05938170328928771,6,0.0
366.728,9108951.845,5223.059,11007.16,2,0,167.98,198.746,13.8631,13.8627,-0.0839,0.0492,-0.007768154,0.07819574,0.0,94.90285,6.0,5235.988,1.0,0.2917145,45.61742,46.08131,43.79919,44.27486,0.009128632,0.009136689,0.01872656,0.01881664,54.47827,54.48926,55.81769,55.89288,264.8743,264.8831,251.3688,251.4263,0.001195971,0.001196125,0.004893258,0.004927168,200.0,5.070061,5.138428,5.367203,5.792519,6.490821,7.615397,9.489963,12.85991,19.53563,32.58079,67.9821,27.46521,13.1897,9.685918,7.939115,6.938362,6.350578,6.035057,5.93026,0.032941999999998826,0.0,-0.059671687475649285,6,0.0
366.748,9108951.863,5223.335,11007.43,2,0,168.0,198.746,13.8631,13.8627,-0.0845,0.0491,-0.007948875,0.0783303,0.0,94.90285,6.0,5235.988,1.0,0.2917006,45.61533,46.08342,43.79684,44.27714,0.00912869,0.009136744,0.01872659,0.0188167,54.47766,54.48865,55.81677,55.89197,264.8738,264.8827,251.3681,251.4256,0.001195982,0.001196136,0.004893272,0.004927187,200.0,5.069336,5.137535,5.366081,5.79111,6.488781,7.612336,9.484654,12.84898,19.50702,32.49939,68.28806,27.79221,13.20249,9.69101,7.941903,6.940156,6.351822,6.036026,5.931015,0.03297000000000025,0.0,-0.059987452221676146,6,0.0
366.768,9108951.883,5223.612,11007.71,2,0,168.02,198.746,13.863,13.8627,-0.0849,0.049,-0.008111477,0.07841075,0.0,94.90285,6.0,5235.988,1.0,0.2916893,45.61378,46.08503,43.79525,44.2787,0.009128748,0.009136798,0.01872662,0.01881675,54.47705,54.48804,55.81586,55.89105,264.8733,264.8822,251.3674,251.4249,0.001195994,0.001196146,0.004893286,0.004927207,200.0,5.068886,5.136955,5.365318,5.79004,6.487164,7.609812,9.480025,12.83897,19.47972,32.42158,68.61554,28.16108,13.21433,9.695488,7.944204,6.941584,6.352712,6.036667,5.931465,0.032994500000000565,0.0,-0.06024569963254299,6,0.0
366.788,9108951.903,5223.888,11007.99,2,0,168.04,198.746,13.863,13.8627,-0.0853,0.0491,-0.008263111,0.07850508,0.0,94.90285,6.0,5235.988,1.0,0.2916794,45.61255,46.08631,43.79386,44.27987,0.009128805,0.009136853,0.01872666,0.01881681,54.47644,54.48743,55.81494,55.89014,264.8728,264.8817,251.3667,251.4242,0.001196006,0.001196156,0.0048933,0.004927231,200.0,5.06839,5.136299,5.364494,5.788902,6.485476,7.607232,9.475283,12.82885,19.45241,32.3456,68.96069,28.60409,13.22635,9.700065,7.94657,6.943089,6.353678,6.037376,5.931992,0.03301900000000088,0.0,-0.06049881843345667,6,0.0
366.828,9108951.966,5224.441,11008.54,2,0,168.08,198.746,13.863,13.8626,-0.086,0.0504,-0.008538723,0.07875755,0.0,94.90285,6.0,5235.988,1.0,0.2916812,45.61022,46.08864,43.79146,44.28222,0.009128922,0.009136964,0.01872672,0.01881692,54.47522,54.48621,55.81311,55.88831,264.8719,264.8807,251.3653,251.4228,0.001196029,0.001196178,0.004893328,0.004927277,200.0,5.067001,5.134651,5.362506,5.78617,6.481654,7.601496,9.465227,12.80786,19.39663,32.19829,69.70345,29.97481,13.25133,9.709838,7.951798,6.946504,6.35605,6.039101,5.933388,0.03307150000000014,0.0,-0.06101046603123511,6,0.0
366.848,9108951.966,5224.717,11008.81,2,0,168.1,198.746,13.863,13.8626,-0.0862,0.0512,-0.008664608,0.07887129,0.0,94.90285,6.0,5235.988,1.0,0.291713,45.60979,46.08903,43.79105,44.28249,0.00912898,0.009137019,0.01872676,0.01881697,54.47461,54.4856,55.81219,55.88739,264.8713,264.8802,251.3646,251.422,0.001196041,0.001196189,0.004893342,0.0049273,200.0,5.066391,5.133926,5.361558,5.784865,6.479815,7.59869,9.460313,12.79751,19.36889,32.12763,70.10338,30.74133,13.26379,9.714635,7.954375,6.948131,6.357179,6.039895,5.934021,0.033092499999999345,0.0,-0.06124315697264316,6,0.0
366.868,9108951.986,5224.994,11009.09,2,0,168.12,198.746,13.863,13.8626,-0.0862,0.0515,-0.0087924,0.07904191,0.0,94.90285,6.0,5235.988,1.0,0.2917622,45.60971,46.08899,43.79099,44.28242,0.009129037,0.009137073,0.01872679,0.01881703,54.474,54.48499,55.81128,55.88647,264.8708,264.8797,251.3639,251.4213,0.001196052,0.001196199,0.004893356,0.004927324,200.0,5.065453,5.132887,5.360244,5.783167,6.477555,7.595318,9.454724,12.7862,19.33969,32.05688,70.51649,31.40477,13.27759,9.7201,7.957488,6.950188,6.358667,6.041028,5.934975,0.03311699999999966,0.0,-0.061514486922553915,6,0.0
366.888,9108952.004,5225.27,11009.37,2,0,168.14,198.746,13.8629,13.8626,-0.0867,0.0514,-0.008905411,0.0791626,0.0,94.90285,6.0,5235.988,1.0,0.291828,45.60774,46.09089,43.78888,44.28458,0.009129098,0.00913713,0.01872682,0.01881709,54.47339,54.48438,55.81036,55.88556,264.8703,264.8792,251.3632,251.4207,0.001196064,0.001196211,0.00489337,0.004927347,200.0,5.064796,5.132095,5.359209,5.781796,6.475671,7.592364,9.449685,12.77565,19.31156,31.98961,70.95507,31.95051,13.29063,9.725013,7.960186,6.951873,6.359887,6.041898,5.935646,0.03316249999999918,0.0,-0.0617352106829913,6,0.0
366.908,9108952.024,5225.546,11009.64,2,0,168.16,198.746,13.8629,13.8625,-0.0871,0.0509,-0.009004116,0.07929438,0.0,94.90285,6.0,5235.988,1.0,0.2919005,45.60629,46.09229,43.7874,44.28591,0.009129157,0.009137186,0.01872686,0.01881714,54.47278,54.48376,55.80945,55.88464,264.8699,264.8788,251.3625,251.42,0.001196076,0.001196222,0.004893383,0.00492737,200.0,5.064064,5.131242,5.358105,5.780367,6.473759,7.58936,9.444574,12.76503,19.28359,31.92477,71.41837,32.40765,13.30384,9.730066,7.962985,6.953621,6.361146,6.042828,5.936378,0.03320800000000119,0.0,-0.06194477958945655,6,0.0
366.928,9108952.043,5225.823,11009.92,2,0,168.18,198.746,13.8629,13.8625,-0.0874,0.0502,-0.009106636,0.07947748,0.0,94.90285,6.0,5235.988,1.0,0.2919633,45.60526,46.09318,43.78639,44.28681,0.009129218,0.009137243,0.01872689,0.0188172,54.47217,54.48315,55.80853,55.88373,264.8694,264.8782,251.3618,251.4193,0.001196087,0.001196234,0.004893397,0.004927394,200.0,5.063073,5.130058,5.356674,5.77858,6.471414,7.585872,9.438878,12.7536,19.25455,31.86077,71.9025,32.80272,13.318,9.735706,7.966223,6.955721,6.362747,6.044106,5.937378,0.033256999999999336,0.0,-0.062191877239310515,6,0.0
366.948,9108952.105,5226.099,11010.2,2,0,168.2,198.746,13.8628,13.8624,-0.0876,0.0493,-0.009304047,0.07958429,0.0,94.90285,6.0,5235.988,1.0,0.2919205,45.60433,46.09393,43.7855,44.28762,0.009129277,0.0091373,0.01872693,0.01881726,54.47156,54.48254,55.80762,55.88281,264.8689,264.8777,251.3611,251.4185,0.001196099,0.001196246,0.004893411,0.004927417,200.0,5.062492,5.129303,5.355705,5.777313,6.469605,7.583006,9.4339,12.7431,19.22673,31.80051,72.41471,33.12316,13.3312,9.740654,7.968864,6.957335,6.363884,6.04493,5.937988,0.033312999999999704,0.0,-0.06251122615540146,6,0.0
366.988,9108952.105,5226.651,11010.75,2,0,168.24,198.746,13.8627,13.8623,-0.0879,0.0474,-0.00968504,0.07996715,0.0,94.90285,6.0,5235.988,1.0,0.2918094,45.60287,46.0949,43.78405,44.28857,0.009129398,0.009137413,0.018727,0.01881737,54.47034,54.48132,55.80579,55.88098,264.8679,264.8767,251.3597,251.4172,0.001196122,0.001196269,0.004893439,0.004927463,200.0,5.06041,5.126854,5.352791,5.77375,6.464758,7.575931,9.422161,12.71972,19.16766,31.68256,73.50648,33.64374,13.36055,9.752354,7.975477,6.961727,6.367111,6.047523,5.940109,0.033438999999999906,0.0,-0.06324005790694653,6,0.0
367.008,9108952.124,5226.927,11011.02,2,0,168.26,198.746,13.8627,13.8623,-0.0879,0.0466,-0.009869576,0.08009338,0.0,94.90285,6.0,5235.988,1.0,0.2917477,45.60262,46.09481,43.78382,44.28849,0.009129457,0.009137469,0.01872703,0.01881743,54.46973,54.48071,55.80487,55.88007,264.8674,264.8763,251.359,251.4165,0.001196134,0.00119628,0.004893453,0.004927487,200.0,5.059723,5.126007,5.351723,5.772371,6.462757,7.572893,9.416822,12.70863,19.13875,31.62754,74.09269,33.83837,13.37465,9.757694,7.978319,6.963516,6.368317,6.048454,5.940819,0.03350899999999974,0.0,-0.06355537701904003,6,0.0
367.028,9108952.143,5227.204,11011.3,2,0,168.28,198.746,13.8626,13.8622,-0.0887,0.0461,-0.01003838,0.08028758,0.0,94.90285,6.0,5235.988,1.0,0.2916787,45.5997,46.0975,43.78059,44.29149,0.009129521,0.00913753,0.01872707,0.01881748,54.46912,54.4801,55.80396,55.87915,264.8669,264.8758,251.3583,251.4158,0.001196147,0.001196292,0.004893467,0.00492751,200.0,5.05867,5.124779,5.350296,5.770583,6.460304,7.569379,9.410919,12.69688,19.10901,31.57427,74.71115,34.00006,13.38959,9.763621,7.981606,6.965754,6.369901,6.049744,5.941902,0.03359299999999905,0.0,-0.0638939365773786,6,0.0
367.048,9108952.164,5227.48,11011.58,2,0,168.3,198.746,13.8625,13.8622,-0.0893,0.0471,-0.01019001,0.08051231,0.0,94.90285,6.0,5235.988,1.0,0.291625,45.59795,46.09915,43.77864,44.29281,0.009129583,0.009137589,0.01872711,0.01881754,54.46851,54.47949,55.80304,55.87823,264.8664,264.8753,251.3576,251.4151,0.00119616,0.001196304,0.004893481,0.004927533,200.0,5.057434,5.123398,5.348709,5.76862,6.457681,7.565682,9.404812,12.68491,19.07911,31.52368,75.36591,34.12924,13.40481,9.769752,7.985061,6.968149,6.371665,6.051186,5.943138,0.03366299999999889,0.0,-0.0642300655209206,6,0.0
367.108,9108952.227,5228.309,11012.41,2,0,168.36,198.746,13.8624,13.862,-0.0906,0.0529,-0.01056433,0.08110601,0.0,94.90285,6.0,5235.988,1.0,0.2916803,45.59378,46.10277,43.77466,44.2966,0.009129774,0.009137769,0.01872722,0.01881772,54.46667,54.47766,55.80029,55.87549,264.8649,264.8738,251.3555,251.413,0.001196198,0.001196339,0.004893523,0.004927603,200.0,5.054192,5.119797,5.34449,5.763216,6.450528,7.555376,9.387626,12.65058,18.99179,31.39137,77.56463,34.34023,13.44911,9.78709,7.994761,6.974724,6.376508,6.054968,5.946426,0.033869499999999775,0.0,-0.06508462588394673,6,0.0
367.168,9108952.283,5229.137,11013.23,2,0,168.42,198.746,13.8622,13.8618,-0.0913,0.0524,-0.01086473,0.08174688,0.0,94.90285,6.0,5235.988,1.0,0.2920556,45.59035,46.10534,43.77139,44.29953,0.009129965,0.00913795,0.01872733,0.0188179,54.46484,54.47583,55.79755,55.87274,264.8634,264.8723,251.3534,251.4109,0.001196236,0.001196375,0.004893565,0.004927673,200.0,5.050674,5.115913,5.339817,5.757407,6.443025,7.544381,9.369852,12.6153,18.90281,31.28134,80.13063,34.38931,13.4963,9.805249,8.005201,6.981636,6.381776,6.059116,5.949974,0.03410050000000098,0.0,-0.06587509772115538,6,0.0
367.188,9108952.304,5229.414,11013.51,2,0,168.44,198.746,13.8621,13.8617,-0.0913,0.0509,-0.01097059,0.08196883,0.0,94.90285,6.0,5235.988,1.0,0.2921686,45.59005,46.10516,43.77115,44.29932,0.009130028,0.00913801,0.01872737,0.01881796,54.46423,54.47522,55.79663,55.87183,264.8629,264.8719,251.3527,251.4102,0.001196249,0.001196386,0.004893579,0.004927696,200.0,5.049465,5.11451,5.338142,5.755371,6.440397,7.540505,9.363642,12.60315,18.87257,31.24931,81.07704,34.38006,13.51279,9.811684,8.008871,6.984059,6.383636,6.060616,5.951202,0.03419849999999975,0.0,-0.06615118067527546,6,0.0
367.208,9108952.324,5229.69,11013.79,2,0,168.46,198.746,13.862,13.8617,-0.0919,0.0492,-0.01117516,0.082231,0.0,94.90285,6.0,5235.988,1.0,0.2920928,45.58783,46.10698,43.76893,44.30162,0.009130093,0.009138071,0.0187274,0.01881802,54.46362,54.47461,55.79572,55.87091,264.8625,264.8713,251.352,251.4095,0.001196262,0.001196399,0.004893593,0.004927719,200.0,5.048035,5.112885,5.336266,5.753113,6.43749,7.53638,9.357079,12.59051,18.84192,31.21997,82.07843,34.35897,13.52992,9.818466,8.012821,6.986725,6.385719,6.062332,5.95266,0.034310500000000486,0.0,-0.06657854998357521,6,0.0
367.228,9108952.344,5229.966,11014.06,2,0,168.48,198.746,13.862,13.8616,-0.0922,0.0473,-0.0113616,0.08243075,0.0,94.90285,6.0,5235.988,1.0,0.2920058,45.58614,46.1083,43.76733,44.30296,0.009130159,0.009138133,0.01872744,0.01881808,54.46301,54.474,55.7948,55.87,264.8619,264.8708,251.3513,251.4088,0.001196275,0.001196412,0.004893607,0.004927743,200.0,5.046936,5.111618,5.334778,5.751305,6.435047,7.532815,9.351191,12.5788,18.81259,31.19581,83.14596,34.31677,13.54595,9.824581,8.016227,6.988981,6.387375,6.063675,5.953773,0.03441900000000011,0.0,-0.06694309763966803,6,0.0
367.248,9108952.364,5230.242,11014.34,2,0,168.5,198.746,13.8619,13.8615,-0.0927,0.0455,-0.01153755,0.08270264,0.0,94.90285,6.0,5235.988,1.0,0.2919015,45.58436,46.10966,43.76556,44.30444,0.009130226,0.009138196,0.01872748,0.01881814,54.4624,54.47339,55.79388,55.86908,264.8615,264.8703,251.3506,251.4081,0.001196288,0.001196424,0.004893621,0.004927766,200.0,5.045448,5.10997,5.332886,5.749069,6.432109,7.528688,9.344603,12.56623,18.78206,31.17372,84.27427,34.2689,13.56314,9.83141,8.020157,6.991679,6.38942,6.065414,5.955284,0.03453449999999947,0.0,-0.06734021477009108,6,0.0
367.268,9108952.383,5230.518,11014.62,2,0,168.52,198.746,13.8618,13.8614,-0.0931,0.0441,-0.0116992,0.08294678,0.0,94.90285,6.0,5235.988,1.0,0.2917864,45.58263,46.11097,43.76385,44.30586,0.009130292,0.009138259,0.01872752,0.01881821,54.46179,54.47278,55.79297,55.86816,264.861,264.8699,251.3499,251.4074,0.001196301,0.001196437,0.004893635,0.004927789,200.0,5.044121,5.108475,5.331184,5.747033,6.429388,7.524832,9.338336,12.55405,18.75209,31.15589,85.43102,34.20757,13.57987,9.837943,8.023837,6.994215,6.391296,6.066978,5.956642,0.03464999999999882,0.0,-0.06770145836887793,6,0.0
367.288,9108952.406,5230.794,11014.89,2,0,168.54,198.746,13.8617,13.8613,-0.0936,0.0433,-0.01184702,0.08319647,0.0,94.90285,6.0,5235.988,1.0,0.2916642,45.58085,46.11234,43.76172,44.30698,0.009130359,0.009138322,0.01872756,0.01881827,54.46118,54.47217,55.79205,55.86725,264.8605,264.8694,251.3492,251.4067,0.001196314,0.00119645,0.004893649,0.004927813,200.0,5.042755,5.106964,5.329475,5.744965,6.426646,7.521014,9.332097,12.54189,18.72216,31.14187,86.55669,34.13557,13.59665,9.844455,8.027493,6.996757,6.393172,6.068558,5.958023,0.034758500000000934,0.0,-0.06804862630156938,6,0.0
367.308,9108952.426,5231.07,11015.17,2,0,168.56,198.746,13.8616,13.8612,-0.0943,0.0451,-0.01198673,0.08350164,0.0,94.90285,6.0,5235.988,1.0,0.2915707,45.5796,46.1132,43.76023,44.30763,0.009130427,0.009138387,0.0187276,0.01881833,54.46057,54.47156,55.79114,55.86633,264.86,264.8689,251.3485,251.406,0.001196328,0.001196463,0.004893663,0.004927836,200.0,5.041084,5.105164,5.327446,5.74254,6.423517,7.516772,9.325274,12.52897,18.69125,31.12995,87.64975,34.0601,13.61438,9.851574,8.031576,6.99968,6.395382,6.070442,5.959709,0.034874000000000294,0.0,-0.06842078793172379,6,0.0
367.328,9108952.444,5231.346,11015.44,2,0,168.58,198.746,13.8615,13.8611,-0.0949,0.0473,-0.01211214,0.08372775,0.0,94.90285,6.0,5235.988,1.0,0.2915266,45.578,46.11437,43.75873,44.30901,0.009130496,0.009138451,0.01872764,0.01881839,54.45996,54.47095,55.79022,55.86542,264.8595,264.8684,251.3478,251.4053,0.001196342,0.001196476,0.004893677,0.004927859,200.0,5.039856,5.103798,5.325918,5.740596,6.420944,7.513182,9.319271,12.51712,18.66156,31.12379,88.72269,33.9702,13.63101,9.857867,8.035053,7.002066,6.397154,6.071861,5.96096,0.03499300000000076,0.0,-0.06872441106292605,6,0.0
367.348,9108952.464,5231.623,11015.72,2,0,168.6,198.746,13.8614,13.861,-0.0955,0.0517,-0.01222277,0.08402321,0.0,94.90285,6.0,5235.988,1.0,0.2915485,45.57561,46.11645,43.7564,44.31137,0.009130565,0.009138517,0.01872768,0.01881846,54.45935,54.47034,55.78931,55.8645,264.859,264.8679,251.3471,251.4046,0.001196356,0.001196488,0.004893691,0.004927882,200.0,5.038239,5.102066,5.323981,5.738223,6.417926,7.509026,9.312645,12.50453,18.63103,31.12045,89.77509,33.87603,13.64874,9.864796,8.039067,7.004888,6.399328,6.073647,5.962601,0.035112000000001226,0.0,-0.06905336530014082,6,0.0
367.388,9108952.517,5232.174,11016.27,2,0,168.64,198.746,13.8613,13.8609,-0.0962,0.0556,-0.01239777,0.08456282,0.0,94.90285,6.0,5235.988,1.0,0.2918124,45.5724,46.11894,43.75361,44.31422,0.009130703,0.009138648,0.01872776,0.01881859,54.45813,54.46912,55.78748,55.86267,264.858,264.8669,251.3457,251.4032,0.001196384,0.001196514,0.004893719,0.004927929,200.0,5.035278,5.098917,5.320356,5.733796,6.412344,7.501149,9.300109,12.48026,18.57125,31.12835,91.83484,33.66101,13.68372,9.877979,8.046704,7.010134,6.403392,6.076933,5.965584,0.035315000000001005,0.0,-0.06961970873366115,6,0.0
367.408,9108952.524,5232.451,11016.55,2,0,168.66,198.746,13.8612,13.8608,-0.0962,0.0553,-0.01247644,0.08487355,0.0,94.90285,6.0,5235.988,1.0,0.2920055,45.57189,46.11897,43.7532,44.31425,0.009130772,0.009138713,0.01872781,0.01881865,54.45752,54.46851,55.78656,55.86176,264.8575,264.8664,251.345,251.4025,0.001196398,0.001196527,0.004893733,0.004927952,200.0,5.033569,5.0971,5.318244,5.731297,6.409203,7.49675,9.293325,12.46743,18.54024,31.13667,92.83489,33.55045,13.70248,9.885178,8.050958,7.013071,6.405718,6.078847,5.967293,0.03542350000000063,0.0,-0.06991769141250678,6,0.0
367.428,9108952.545,5232.727,11016.82,2,0,168.68,198.746,13.8611,13.8607,-0.0965,0.0538,-0.01254368,0.08512185,0.0,94.90285,6.0,5235.988,1.0,0.2922152,45.57022,46.12009,43.75169,44.31579,0.009130841,0.009138779,0.01872785,0.01881871,54.45691,54.4679,55.78564,55.86084,264.857,264.8659,251.3443,251.4018,0.001196412,0.00119654,0.004893747,0.004927976,200.0,5.032211,5.09561,5.316495,5.729167,6.406526,7.492868,9.287169,12.45539,18.51018,31.15058,93.82333,33.43128,13.72047,9.891857,8.054766,7.01557,6.407671,6.080456,5.968658,0.03554950000000083,0.0,-0.07016137677967094,6,0.0
367.448,9108952.565,5233.003,11017.1,2,0,168.7,198.746,13.861,13.8606,-0.0968,0.0516,-0.0126276,0.08543812,0.0,94.90285,6.0,5235.988,1.0,0.2923692,45.56877,46.12101,43.75032,44.31683,0.009130911,0.009138845,0.01872789,0.01881878,54.4563,54.46729,55.78473,55.85992,264.8565,264.8654,251.3436,251.4011,0.001196426,0.001196552,0.004893761,0.004927999,200.0,5.030474,5.093704,5.314308,5.726601,6.403332,7.488351,9.280238,12.44235,18.47897,31.16731,94.79768,33.31187,13.7398,9.899324,8.059139,7.018557,6.410065,6.082458,5.970406,0.035678999999999655,0.0,-0.07046957084178977,6,0.0
367.468,9108952.621,5233.279,11017.38,2,0,168.72,198.746,13.8609,13.8605,-0.097,0.0489,-0.01282072,0.08571694,0.0,94.90285,6.0,5235.988,1.0,0.2922646,45.56754,46.12162,43.74924,44.3176,0.009130981,0.00913891,0.01872793,0.01881884,54.45569,54.46667,55.78381,55.85901,264.856,264.8649,251.3429,251.4004,0.001196439,0.001196565,0.004893775,0.004928022,200.0,5.028954,5.091995,5.312363,5.724289,6.400404,7.484169,9.273619,12.4297,18.44823,31.18925,95.76172,33.18613,13.75876,9.906487,8.06324,7.021328,6.412216,6.084259,5.971962,0.035822500000000444,0.0,-0.07089296127568442,6,0.0
367.488,9108952.621,5233.555,11017.65,2,0,168.74,198.746,13.8608,13.8603,-0.0973,0.0461,-0.01300478,0.08602628,0.0,94.90285,6.0,5235.988,1.0,0.2921381,45.56614,46.12235,43.74792,44.31849,0.009131051,0.009138977,0.01872797,0.01881891,54.45508,54.46606,55.7829,55.85809,264.8555,264.8644,251.3422,251.3997,0.001196453,0.001196578,0.004893789,0.004928045,200.0,5.02726,5.090118,5.310242,5.721809,6.397203,7.479709,9.266678,12.41658,18.41699,31.215,96.71435,33.0585,13.77842,9.914025,8.067578,7.024321,6.414528,6.086212,5.973679,0.0359800000000007,0.0,-0.07132424579639876,6,0.0
367.508,9108952.624,5233.831,11017.93,2,0,168.76,198.746,13.8606,13.8602,-0.0974,0.0436,-0.01318502,0.08634532,0.0,94.90285,6.0,5235.988,1.0,0.2919899,45.56538,46.12232,43.74718,44.31841,0.009131121,0.009139042,0.01872802,0.01881897,54.45447,54.46545,55.78198,55.85718,264.8551,264.864,251.3415,251.399,0.001196467,0.001196591,0.004893803,0.004928069,200.0,5.025513,5.088211,5.308075,5.719284,6.393924,7.475159,9.259512,12.40311,18.38532,31.24463,97.6546,32.92949,13.7986,9.921764,8.072031,7.027411,6.416893,6.088226,5.975449,0.03614450000000069,0.0,-0.07175684175411702,6,0.0
367.528,9108952.643,5234.107,11018.2,2,0,168.78,198.746,13.8605,13.8601,-0.098,0.0414,-0.0133481,0.08664218,0.0,94.90285,6.0,5235.988,1.0,0.2918233,45.56264,46.12432,43.74448,44.32095,0.009131193,0.009139111,0.01872806,0.01881904,54.45386,54.46484,55.78107,55.85626,264.8546,264.8634,251.3408,251.3983,0.001196482,0.001196605,0.00489382,0.004928092,200.0,5.023895,5.086426,5.306076,5.716916,6.390829,7.470877,9.252639,12.39003,18.35414,31.28055,98.5916,32.79336,13.81834,9.929233,8.076224,7.030334,6.419067,6.090096,5.977089,0.03632649999999877,0.0,-0.07215346868721335,6,0.0
367.548,9108952.664,5234.383,11018.48,2,0,168.8,198.746,13.8603,13.8599,-0.0987,0.0406,-0.01349497,0.0870181,0.0,94.90285,6.0,5235.988,1.0,0.2916456,45.56026,46.12609,43.74154,44.32214,0.009131266,0.00913918,0.0187281,0.0188191,54.45325,54.46423,55.78015,55.85535,264.8541,264.8629,251.3401,251.3976,0.001196496,0.001196619,0.004893839,0.004928117,200.0,5.021843,5.084221,5.303627,5.714079,6.387203,7.466022,9.245089,12.37613,18.32196,31.3207,99.52429,32.65638,13.83922,9.937412,8.080979,7.033748,6.42171,6.092384,5.979172,0.036483999999999024,0.0,-0.07257978757267017,6,0.0
367.568,9108952.684,5234.659,11018.76,2,0,168.82,198.746,13.8602,13.8598,-0.0996,0.0432,-0.01362658,0.08730385,0.0,94.90285,6.0,5235.988,1.0,0.2915164,45.55891,46.12685,43.74002,44.32273,0.009131339,0.00913925,0.01872815,0.01881917,54.45264,54.46362,55.77924,55.85443,264.8536,264.8625,251.3394,251.3969,0.001196511,0.001196633,0.004893858,0.004928145,200.0,5.020279,5.082527,5.30175,5.711794,6.384239,7.46193,9.238447,12.36335,18.29111,31.36864,100.4548,32.51052,13.85879,9.944677,8.085008,7.036569,6.42381,6.094154,5.980759,0.03665899999999986,0.0,-0.07292927280181513,6,0.0
367.588,9108952.704,5234.935,11019.03,2,0,168.84,198.746,13.8601,13.8597,-0.1003,0.0465,-0.01374817,0.08766729,0.0,94.90285,6.0,5235.988,1.0,0.2914526,45.55691,46.12819,43.73814,44.32439,0.009131414,0.00913932,0.01872819,0.01881924,54.45203,54.46301,55.77832,55.85352,264.8531,264.8619,251.3387,251.3962,0.001196526,0.001196647,0.004893876,0.004928173,200.0,5.01828,5.080414,5.29943,5.709001,6.380712,7.457228,9.231008,12.3496,18.25901,31.42045,101.3787,32.36581,13.87994,9.952764,8.089653,7.039896,6.426405,6.096344,5.982765,0.036830499999999586,0.0,-0.07331545916847254,6,0.0
