sim_time_s,wall_time_s,dist_from_start_m,dist_raced_m,race_lap,race_finished,cur_lap_time_s,last_lap_time_s,total_speed_mps,speed_body_x_mps,speed_body_y_mps,speed_body_z_mps,angle_rad,track_pos,damage,fuel_l,gear,engine_rpm,race_pos,pos_z_m,fr_spin_vel_rad_s,fl_spin_vel_rad_s,rr_spin_vel_rad_s,rl_spin_vel_rad_s,fr_tire_wear,fl_tire_wear,rr_tire_wear,rl_tire_wear,fr_tire_temp_c,fl_tire_temp_c,rr_tire_temp_c,rl_tire_temp_c,fr_tire_pressure_kpa,fl_tire_pressure_kpa,rr_tire_pressure_kpa,rl_tire_pressure_kpa,fr_tire_graining,fl_tire_graining,rr_tire_graining,rl_tire_graining,opp_nearest_m,track_beam_00_m,track_beam_01_m,track_beam_02_m,track_beam_03_m,track_beam_04_m,track_beam_05_m,track_beam_06_m,track_beam_07_m,track_beam_08_m,track_beam_09_m,track_beam_10_m,track_beam_11_m,track_beam_12_m,track_beam_13_m,track_beam_14_m,track_beam_15_m,track_beam_16_m,track_beam_17_m,track_beam_18_m,accel_cmd,brake_cmd,steer_cmd,gear_cmd,clutch_cmd
141.688,9108726.792,3979.833,3979.833,1,0,141.686,0.0,13.8471,13.8458,0.1854,0.0444,-0.004022121,-0.2078344,0.0,98.07066,6.0,5235.988,1.0,0.2922554,46.33935,45.3017,44.55362,43.47975,0.004129033,0.004130676,0.008395154,0.008425434,40.30096,40.36829,42.30386,42.366,253.4125,253.4669,241.0427,241.0902,0.0003513736,0.000351312,0.001460896,0.001469869,200.0,6.64315,6.749744,7.099208,7.763185,8.911007,10.96019,15.28384,39.50826,63.06581,30.22395,16.96698,11.11829,8.208035,6.58588,5.609445,5.000632,4.627521,4.423637,4.356949,0.054347999999999175,0.0,0.12719039136845267,6,0.0
141.708,9108726.814,3980.106,3980.106,1,0,141.706,0.0,13.8473,13.846,0.183,0.0413,-0.005042553,-0.2069036,0.0,98.07066,6.0,5235.988,1.0,0.2921062,46.33073,45.3102,44.54493,43.48879,0.004129144,0.004130769,0.008395245,0.008425517,40.30127,40.36829,42.30356,42.366,253.4128,253.4669,241.0425,241.0902,0.0003513902,0.0003513256,0.001460922,0.001469892,200.0,6.638062,6.743181,7.090452,7.751215,8.893111,10.92975,15.21302,37.34274,64.05405,30.46864,17.05673,11.16126,8.232719,6.602017,5.621109,5.009633,4.634711,4.429611,4.362076,0.053980499999999404,0.0,0.12529857091563765,6,0.0
141.728,9108726.834,3980.379,3980.379,1,0,141.726,0.0,13.8476,13.8463,0.1809,0.0403,-0.006000042,-0.2059701,0.0,98.07066,6.0,5235.988,1.0,0.2918773,46.3232,45.31782,44.53719,43.49674,0.004129255,0.00413086,0.008395337,0.008425598,40.30157,40.36829,42.30325,42.366,253.413,253.4669,241.0422,241.0902,0.0003514065,0.0003513393,0.001460948,0.001469915,200.0,6.632965,6.736654,7.081825,7.739491,8.875675,10.90017,15.14485,35.81472,65.07336,30.71218,17.14521,11.20339,8.256959,6.617932,5.632612,5.018538,4.641886,4.435559,4.367241,0.05363050000000022,0.0,0.1234851731224169,6,0.0
141.768,9108726.882,3980.925,3980.925,1,0,141.766,0.0,13.8481,13.8469,0.1771,0.0438,-0.007734776,-0.2039753,0.0,98.07066,6.0,5235.988,1.0,0.2913303,46.30988,45.33179,44.5234,43.51149,0.004129471,0.004131042,0.008395514,0.008425755,40.30219,40.36829,42.30264,42.366,253.4135,253.4669,241.0417,241.0902,0.0003514386,0.0003513662,0.001460999,0.00146996,200.0,6.622086,6.722939,7.064158,7.715797,8.84101,10.84224,15.01394,33.61936,67.22033,31.19816,17.32071,11.28706,8.305425,6.65023,5.656064,5.036949,4.656939,4.448243,4.378258,0.052909500000000165,0.0,0.12000651134838641,6,0.0
141.788,9108726.893,3981.198,3981.198,1,0,141.786,0.0,13.8484,13.8472,0.1765,0.0471,-0.008734226,-0.20291,0.0,98.07066,6.0,5235.988,1.0,0.2913933,46.30814,45.33466,44.52206,43.51418,0.004129583,0.004131136,0.008395603,0.008425833,40.30249,40.36829,42.30234,42.366,253.4138,253.4669,241.0415,241.0902,0.0003514552,0.0003513802,0.001461025,0.001469982,200.0,6.61628,6.715721,7.055031,7.703645,8.82353,10.81337,14.94988,32.75759,68.36419,31.44438,17.40924,11.32929,8.330082,6.666842,5.668171,5.046524,4.664864,4.455009,4.384155,0.05258050000000018,0.0,0.11805578063605968,6,0.0
141.808,9108726.913,3981.472,3981.472,1,0,141.806,0.0,13.8487,13.8475,0.174,0.0508,-0.009714127,-0.2018391,0.0,98.07066,6.0,5235.988,1.0,0.2915421,46.29933,45.34386,44.51199,43.5243,0.004129683,0.004131221,0.00839569,0.008425908,40.3028,40.36829,42.30203,42.366,253.414,253.4669,241.0413,241.0902,0.00035147,0.0003513928,0.001461049,0.001470004,200.0,6.610451,6.708534,7.046043,7.691734,8.806496,10.78535,14.88805,32.0084,69.54733,31.68909,17.49627,11.37071,8.354307,6.68315,5.68017,5.055984,4.672737,4.461761,4.390083,0.05212900000000111,0.0,0.11612637541730433,6,0.0
141.828,9108726.935,3981.745,3981.745,1,0,141.826,0.0,13.849,13.8479,0.1717,0.0543,-0.0106082,-0.2006905,0.0,98.07066,6.0,5235.988,1.0,0.2917266,46.29081,45.35273,44.50364,43.53393,0.004129781,0.004131305,0.008395774,0.008425982,40.3031,40.36829,42.30173,42.366,253.4142,253.4669,241.0411,241.0902,0.0003514846,0.0003514053,0.001461074,0.001470025,200.0,6.604202,6.701042,7.03685,7.679688,8.789543,10.75783,14.82824,31.34995,70.76507,31.93023,17.58177,11.41165,8.378554,6.699639,5.692407,5.065697,4.680923,4.468887,4.396439,0.05169849999999876,0.0,0.11425678445832559,6,0.0
141.848,9108726.954,3982.019,3982.019,1,0,141.846,0.0,13.8494,13.8482,0.1694,0.0575,-0.01143503,-0.1994976,0.0,98.07066,6.0,5235.988,1.0,0.2919388,46.28323,45.3608,44.49604,43.54239,0.004129878,0.004131388,0.008395858,0.008426053,40.30341,40.36829,42.30142,42.366,253.4145,253.4669,241.0408,241.0902,0.000351499,0.0003514175,0.001461097,0.001470045,200.0,6.597702,6.693382,7.027582,7.667637,8.77279,10.73088,14.77021,30.76208,72.02267,32.16943,17.66613,11.45217,8.402663,6.716105,5.704752,5.075532,4.68927,4.476204,4.403038,0.0512715,0.0,0.11244460770208226,6,0.0
141.868,9108726.973,3982.292,3982.292,1,0,141.866,0.0,13.8497,13.8485,0.1672,0.0604,-0.01219988,-0.1983088,0.0,98.07066,6.0,5235.988,1.0,0.2921638,46.27603,45.36855,44.48866,43.55064,0.004129972,0.004131469,0.008395939,0.008426121,40.30371,40.36829,42.30112,42.366,253.4147,253.4669,241.0406,241.0902,0.000351513,0.0003514296,0.001461121,0.001470065,200.0,6.591232,6.685829,7.01847,7.655862,8.756501,10.70485,14.71442,30.23274,73.32253,32.40611,17.74891,11.49162,8.426217,6.73219,5.716881,5.085215,4.697487,4.483459,4.409615,0.0508549999999996,0.0,0.11071395649084922,6,0.0
141.888,9108726.993,3982.565,3982.565,1,0,141.886,0.0,13.8499,13.8488,0.1642,0.0565,-0.01291227,-0.1970867,0.0,98.07066,6.0,5235.988,1.0,0.2923465,46.27065,45.37435,44.48665,43.5584,0.004130064,0.004131548,0.008396016,0.008426188,40.30402,40.36829,42.30081,42.366,253.415,253.4669,241.0404,241.0902,0.0003515267,0.0003514412,0.001461142,0.001470083,200.0,6.584564,6.678169,7.009249,7.644093,8.740258,10.67923,14.65993,29.74913,74.67336,32.64235,17.83119,11.5308,8.449701,6.748283,5.729106,5.095051,4.705826,4.490868,4.416374,0.050494499999999574,0.0,0.10902889999719886,6,0.0
141.908,9108727.013,3982.839,3982.839,1,0,141.906,0.0,13.8502,13.8492,0.1616,0.0523,-0.01356173,-0.1958091,0.0,98.07066,6.0,5235.988,1.0,0.2924361,46.26408,45.38151,44.4785,43.56558,0.004130154,0.004131625,0.008396092,0.008426254,40.30432,40.36829,42.30051,42.366,253.4152,253.4669,241.0401,241.0902,0.00035154,0.0003514526,0.001461164,0.001470102,200.0,6.577606,6.670265,6.99984,7.632205,8.724048,10.65391,14.60671,29.30472,76.07578,32.87733,17.91284,11.56968,8.473218,6.76448,5.741517,5.105124,4.71439,4.498535,4.423439,0.05006050000000108,0.0,0.10738863608005114,6,0.0
141.928,9108727.033,3983.113,3983.113,1,0,141.926,0.0,13.8505,13.8495,0.1592,0.0458,-0.01414251,-0.1945232,0.0,98.07066,6.0,5235.988,1.0,0.2924123,46.25562,45.39023,44.46936,43.57486,0.00413024,0.004131699,0.008396168,0.008426319,40.30463,40.36829,42.3002,42.366,253.4155,253.4669,241.0399,241.0902,0.0003515527,0.0003514636,0.001461186,0.001470121,200.0,6.570587,6.662399,6.990504,7.620539,8.708217,10.62937,14.55567,28.89891,77.52267,33.10851,17.99268,11.6075,8.496176,6.780396,5.753765,5.115129,4.722921,4.506203,4.430542,0.04965449999999905,0.0,0.10583053432781851,6,0.0
141.948,9108727.055,3983.386,3983.386,1,0,141.946,0.0,13.8507,13.8498,0.1572,0.0406,-0.01465845,-0.193229,0.0,98.07066,6.0,5235.988,1.0,0.2922568,46.24822,45.39801,44.46146,43.58273,0.004130325,0.004131772,0.008396244,0.008426382,40.30478,40.36829,42.2999,42.366,253.4156,253.4669,241.0397,241.0902,0.0003515653,0.0003514744,0.001461208,0.001470139,200.0,6.563522,6.654568,6.981241,7.609082,8.692741,10.6056,14.50648,28.52515,79.01896,33.33622,18.07078,11.6443,8.518648,6.796088,5.765862,5.125066,4.731463,4.513847,4.437691,0.04929050000000039,0.0,0.10434970549963203,6,0.0
141.968,9108727.073,3983.659,3983.659,1,0,141.966,0.0,13.851,13.85,0.1555,0.0378,-0.01511478,-0.191925,0.0,98.07066,6.0,5235.988,1.0,0.2919874,46.24203,45.40472,44.45487,43.58946,0.004130409,0.004131846,0.008396318,0.008426444,40.30505,40.36829,42.29959,42.366,253.4158,253.4669,241.0394,241.0902,0.0003515779,0.0003514853,0.001461229,0.001470156,200.0,6.556404,6.646708,6.972032,7.597799,8.677566,10.58244,14.459,28.17899,80.57072,33.56143,18.1474,11.68026,8.540662,6.811578,5.777837,5.134974,4.740019,4.52152,4.444893,0.0489579999999993,0.0,0.10293853562143017,6,0.0
141.988,9108727.094,3983.933,3983.933,1,0,141.986,0.0,13.8512,13.8503,0.154,0.0379,-0.01551676,-0.1905642,0.0,98.07066,6.0,5235.988,1.0,0.2916522,46.23682,45.41061,44.44916,43.59537,0.004130493,0.004131919,0.008396393,0.008426503,40.30536,40.36829,42.29929,42.366,253.4161,253.4669,241.0392,241.0902,0.0003515903,0.0003514962,0.00146125,0.001470173,200.0,6.548958,6.638533,6.962576,7.586334,8.662291,10.55936,14.41225,27.85432,82.18826,33.78586,18.22364,11.71609,8.562824,6.827339,5.790057,5.145174,4.748886,4.529516,4.452415,0.048625500000000696,0.0,0.10156040631628803,6,0.0
142.028,9108727.15,3984.48,3984.48,1,0,142.026,0.0,13.8518,13.8509,0.1513,0.0446,-0.01626825,-0.1878787,0.0,98.07066,6.0,5235.988,1.0,0.2910957,46.22755,45.42164,44.43887,43.60648,0.004130657,0.004132064,0.008396538,0.008426621,40.30597,40.36829,42.29868,42.366,253.4166,253.4669,241.0387,241.0902,0.0003516147,0.0003515177,0.001461292,0.001470207,200.0,6.534264,6.622383,6.944061,7.563962,8.63269,10.51492,14.32281,27.26168,85.6395,34.23148,18.37328,11.78553,8.605907,6.858126,5.813898,5.165154,4.766365,4.545349,4.467232,0.047922000000001214,0.0,0.0988939365773786,6,0.0
142.048,9108727.153,3984.754,3984.754,1,0,142.046,0.0,13.852,13.8511,0.1509,0.0494,-0.01676893,-0.1865248,0.0,98.07066,6.0,5235.988,1.0,0.2912779,46.22657,45.42411,44.43818,43.60883,0.004130742,0.004132139,0.00839661,0.008426677,40.30627,40.36829,42.29837,42.366,253.4168,253.4669,241.0385,241.0902,0.0003516273,0.0003515289,0.001461313,0.001470223,200.0,6.526871,6.614265,6.934807,7.552774,8.617993,10.49296,14.27891,26.9855,87.5006,34.45642,18.44816,11.82033,8.627424,6.873528,5.825881,5.175156,4.775154,4.553337,4.474716,0.04756499999999981,0.0,0.09739453118036968,6,0.0
142.088,9108727.202,3985.302,3985.302,1,0,142.086,0.0,13.8527,13.8518,0.1471,0.0585,-0.01759577,-0.1836645,0.0,98.07066,6.0,5235.988,1.0,0.2917695,46.21378,45.4388,44.42403,43.62444,0.004130892,0.004132274,0.008396749,0.008426787,40.30688,40.36829,42.29776,42.366,253.4173,253.4669,241.038,241.0902,0.0003516495,0.0003515488,0.001461352,0.001470254,200.0,6.511238,6.597374,6.915878,7.530075,8.588737,10.44988,14.19414,26.47923,91.47084,34.89997,18.59567,11.8892,8.67034,6.9045,5.850307,5.195621,4.793335,4.570038,4.490509,0.04672150000000066,0.0,0.09452084166244376,6,0.0
142.108,9108727.213,3985.576,3985.576,1,0,142.106,0.0,13.853,13.8521,0.1464,0.0625,-0.01795244,-0.1822385,0.0,98.07066,6.0,5235.988,1.0,0.2920556,46.2122,45.44193,44.42296,43.62735,0.004130971,0.004132345,0.008396818,0.00842684,40.30719,40.36829,42.29745,42.366,253.4176,253.4669,241.0378,241.0902,0.0003516611,0.0003515594,0.001461372,0.001470269,200.0,6.503441,6.58902,6.906569,7.518945,8.57451,10.42904,14.15341,26.24472,93.60453,35.12046,18.66851,11.92299,8.691306,6.919667,5.862341,5.205704,4.802299,4.578308,4.498375,0.04632250000000084,0.0,0.09315889523528198,6,0.0
142.128,9108727.235,3985.85,3985.85,1,0,142.126,0.0,13.8533,13.8524,0.1436,0.0617,-0.01826191,-0.1808139,0.0,98.07066,6.0,5235.988,1.0,0.2923384,46.20547,45.44951,44.41887,43.63779,0.004131039,0.004132407,0.008396883,0.008426892,40.3075,40.36829,42.29715,42.36588,253.4178,253.4669,241.0376,241.0901,0.0003516713,0.0003515686,0.001461391,0.001470284,200.0,6.495644,6.580727,6.897358,7.507989,8.560558,10.40881,14.11383,26.02295,95.83849,35.33866,18.74013,11.9561,8.711836,6.934535,5.874223,5.215717,4.81118,4.586548,4.506241,0.04595500000000108,0.0,0.09185793699500125,6,0.0
142.148,9108727.254,3986.124,3986.124,1,0,142.146,0.0,13.8536,13.8528,0.141,0.0562,-0.01852131,-0.1793934,0.0,98.07066,6.0,5235.988,1.0,0.2924991,46.20058,45.4553,44.41276,43.64299,0.004131108,0.004132469,0.008396945,0.008426941,40.3078,40.36829,42.29684,42.36557,253.418,253.4669,241.0373,241.0898,0.0003516815,0.0003515778,0.001461408,0.001470298,200.0,6.487862,6.57251,6.888253,7.497247,8.546958,10.38918,14.07559,25.81332,98.17714,35.55392,18.8103,11.98839,8.731871,6.949075,5.885915,5.2256,4.819946,4.594711,4.514076,0.045500000000000894,0.0,0.0906233400135982,6,0.0
142.168,9108727.273,3986.398,3986.398,1,0,142.166,0.0,13.8539,13.8531,0.1388,0.0488,-0.01871586,-0.1779258,0.0,98.07066,6.0,5235.988,1.0,0.2925444,46.19431,45.46246,44.40491,43.6502,0.004131174,0.004132529,0.008397009,0.008426989,40.30789,40.36829,42.29654,42.36526,253.4181,253.4669,241.0371,241.0896,0.0003516913,0.0003515867,0.001461427,0.001470312,200.0,6.47982,6.56411,6.878984,7.486444,8.533386,10.36993,14.03834,25.61538,100.622,35.7659,18.87902,12.02023,8.751709,6.963652,5.897682,5.235667,4.828912,4.603088,4.522163,0.045079999999999384,0.0,0.08944132783633266,6,0.0
142.188,9108727.322,3986.672,3986.672,1,0,142.186,0.0,13.8541,13.8534,0.1371,0.0412,-0.01885271,-0.1764596,0.0,98.07066,6.0,5235.988,1.0,0.2924223,46.18801,45.46951,44.39807,43.65688,0.004131239,0.004132588,0.008397072,0.008427038,40.30789,40.36829,42.29623,42.36496,253.4181,253.4669,241.0369,241.0894,0.0003517009,0.0003515955,0.001461444,0.001470326,200.0,6.471764,6.555779,6.86983,7.47586,8.520172,10.35136,14.00256,25.42891,103.1763,35.97357,18.9459,12.051,8.77091,6.97787,5.909229,5.245601,4.837801,4.611412,4.530235,0.044723000000000464,0.0,0.08833367286394923,6,0.0
142.208,9108727.322,3986.947,3986.947,1,0,142.206,0.0,13.8544,13.8537,0.1357,0.0361,-0.01894331,-0.1750169,0.0,98.07066,6.0,5235.988,1.0,0.2921391,46.18308,45.47526,44.39241,43.66238,0.004131304,0.004132648,0.008397134,0.008427084,40.30789,40.36829,42.29593,42.36465,253.4181,253.4669,241.0366,241.0892,0.0003517106,0.0003516043,0.001461462,0.001470339,200.0,6.463837,6.547614,6.860875,7.465587,8.507373,10.33344,13.96808,25.25261,105.8577,36.17828,19.01107,12.08086,8.789482,6.991738,5.920483,5.255308,4.84654,4.61956,4.538177,0.04439749999999911,0.0,0.08729986580052405,6,0.0
142.228,9108727.334,3987.22,3987.22,1,0,142.226,0.0,13.8546,13.8539,0.1353,0.0348,-0.01901436,-0.1735965,0.0,98.07066,6.0,5235.988,1.0,0.2917371,46.18203,45.4776,44.39136,43.66433,0.004131372,0.004132712,0.008397196,0.00842713,40.30789,40.36829,42.29562,42.36441,253.4181,253.4669,241.0364,241.089,0.0003517208,0.0003516138,0.001461479,0.001470352,200.0,6.456032,6.539539,6.852045,7.455481,8.494794,10.31569,13.9341,25.08172,108.7089,36.38373,19.0761,12.1104,8.807741,7.005417,5.931546,5.264896,4.855172,4.627586,4.546005,0.04408599999999971,0.0,0.08630514719925436,6,0.0
142.248,9108727.354,3987.494,3987.494,1,0,142.246,0.0,13.8549,13.8542,0.134,0.037,-0.01905298,-0.1721663,0.0,98.07066,6.0,5235.988,1.0,0.2912822,46.17741,45.48331,44.38506,43.66997,0.004131435,0.00413277,0.008397258,0.008427176,40.30789,40.36829,42.29532,42.3642,253.4181,253.4669,241.0362,241.0888,0.0003517301,0.0003516224,0.001461497,0.001470364,200.0,6.448181,6.5314,6.843191,7.445402,8.482264,10.29809,13.90061,24.91673,111.7286,36.58857,19.14069,12.13974,8.825843,7.019049,5.942581,5.274494,4.863839,4.635702,4.553871,0.043736000000000524,0.0,0.08534548088994369,6,0.0
142.268,9108727.373,3987.769,3987.769,1,0,142.266,0.0,13.8551,13.8544,0.1329,0.0414,-0.01904249,-0.1707195,0.0,98.07066,6.0,5235.988,1.0,0.2908239,46.17352,45.4883,44.38083,43.6749,0.004131498,0.00413283,0.008397319,0.008427219,40.30792,40.36829,42.29501,42.36395,253.4182,253.4669,241.0359,241.0886,0.0003517395,0.0003516312,0.001461514,0.001470377,200.0,6.440208,6.523194,6.83432,7.435356,8.469896,10.28074,13.86789,24.75958,114.9193,36.79092,19.20423,12.16864,8.843757,7.032564,5.95358,5.284112,4.87258,4.643911,4.561825,0.04339300000000108,0.0,0.0844377754972638,6,0.0
142.288,9108727.394,3988.043,3988.043,1,0,142.286,0.0,13.8554,13.8547,0.1319,0.047,-0.01916075,-0.1692588,0.0,98.07066,6.0,5235.988,1.0,0.2909913,46.17042,45.49268,44.37724,43.67905,0.004131561,0.004132888,0.008397379,0.008427262,40.3082,40.36829,42.29471,42.36371,253.4184,253.4669,241.0357,241.0884,0.0003517487,0.00035164,0.001461532,0.00147039,200.0,6.43219,6.514893,6.825432,7.425307,8.457609,10.26353,13.83566,24.60777,118.3107,36.9925,19.26749,12.19745,8.861646,7.046043,5.964621,5.293732,4.881371,4.652206,4.569885,0.04303250000000105,0.0,0.08335729146241776,6,0.0
142.308,9108727.441,3988.318,3988.318,1,0,142.306,0.0,13.8558,13.855,0.131,0.053,-0.01926279,-0.1678203,0.0,98.07066,6.0,5235.988,1.0,0.2912412,46.16757,45.4969,44.37397,43.68312,0.004131622,0.004132947,0.008397439,0.008427305,40.3085,40.36829,42.2944,42.3634,253.4186,253.4669,241.0355,241.0882,0.0003517579,0.0003516487,0.001461549,0.001470401,200.0,6.424286,6.50676,6.816742,7.415473,8.445658,10.24672,13.80432,24.46198,121.922,37.19285,19.32994,12.22576,8.87915,7.059154,5.975401,5.303131,4.889977,4.660339,4.577797,0.042654500000000435,0.0,0.08231159233917071,6,0.0
142.328,9108727.441,3988.592,3988.592,1,0,142.326,0.0,13.8561,13.8553,0.1298,0.0588,-0.01933432,-0.1663721,0.0,98.07066,6.0,5235.988,1.0,0.2915401,46.16428,45.50158,44.37019,43.68786,0.004131682,0.004133004,0.008397498,0.008427346,40.30853,40.36829,42.29413,42.3631,253.4186,253.4669,241.0353,241.088,0.0003517667,0.0003516572,0.001461565,0.001470413,200.0,6.416328,6.498604,6.808075,7.405683,8.433825,10.23008,13.77345,24.32051,125.7757,37.39309,19.3922,12.25393,8.896631,7.072181,5.986188,5.3125,4.898582,4.668503,4.58577,0.04226950000000009,0.0,0.08129856454943862,6,0.0
142.348,9108727.454,3988.866,3988.866,1,0,142.346,0.0,13.8564,13.8557,0.1293,0.0639,-0.01938868,-0.1649378,0.0,98.07066,6.0,5235.988,1.0,0.2918754,46.16366,45.50394,44.36982,43.69039,0.004131744,0.004133064,0.008397556,0.008427386,40.30853,40.36829,42.29391,42.36279,253.4186,253.4669,241.0351,241.0877,0.0003517759,0.000351666,0.001461582,0.001470425,200.0,6.40844,6.490547,6.799526,7.395995,8.422176,10.21362,13.74286,24.18286,129.9191,37.59416,19.45451,12.28207,8.914013,7.085058,5.99684,5.321769,4.907089,4.676575,4.593658,0.041870500000000276,0.0,0.08031624730391469,6,0.0
142.368,9108727.474,3989.141,3989.141,1,0,142.366,0.0,13.8567,13.856,0.1276,0.0676,-0.01940632,-0.163516,0.0,98.07066,6.0,5235.988,1.0,0.2922387,46.15883,45.51025,44.36493,43.69633,0.004131798,0.004133117,0.008397613,0.008427426,40.30853,40.36829,42.2937,42.36249,253.4186,253.4669,241.0349,241.0875,0.0003517841,0.0003516739,0.001461598,0.001470436,200.0,6.400627,6.482597,6.79113,7.386527,8.410852,10.19758,13.71318,24.05103,134.3447,37.7929,19.51556,12.30959,8.931011,7.097564,6.007281,5.330876,4.915443,4.684547,4.601494,0.041450499999998766,0.0,0.07938864117301035,6,0.0
142.388,9108727.493,3989.415,3989.415,1,0,142.386,0.0,13.857,13.8563,0.1254,0.0607,-0.01938772,-0.1620941,0.0,98.07066,6.0,5235.988,1.0,0.2925072,46.15635,45.51376,44.36488,43.70255,0.004131853,0.00413317,0.008397665,0.008427463,40.30853,40.36829,42.2934,42.36218,253.4186,253.4669,241.0347,241.0872,0.0003517921,0.0003516817,0.001461613,0.001470447,200.0,6.392799,6.474693,6.782786,7.377174,8.39971,10.18183,13.68424,23.92378,139.0961,37.99016,19.57591,12.33674,8.947783,7.109871,6.017571,5.339931,4.923744,4.69249,4.609314,0.041093499999999845,0.0,0.07850711359081637,6,0.0
142.428,9108727.557,3989.965,3989.965,1,0,142.426,0.0,13.8575,13.8569,0.1223,0.0459,-0.01923037,-0.1592268,0.0,98.07066,6.0,5235.988,1.0,0.2926011,46.14845,45.52437,44.35365,43.71163,0.004131958,0.004133272,0.008397773,0.008427537,40.30853,40.36829,42.29279,42.36157,253.4186,253.4669,241.0342,241.0868,0.0003518078,0.0003516969,0.001461643,0.001470468,200.0,6.377014,6.458878,6.766113,7.358696,8.377669,10.15117,13.62838,23.68383,149.6889,38.37784,19.69375,12.38976,8.98068,7.134075,6.037955,5.357965,4.940305,4.708389,4.625069,0.04029550000000021,0.0,0.07688207762179175,6,0.0
142.448,9108727.557,3990.24,3990.24,1,0,142.446,0.0,13.8578,13.8572,0.1219,0.04,-0.0191083,-0.1578175,0.0,98.07066,6.0,5235.988,1.0,0.2924271,46.14694,45.52721,44.35192,43.71414,0.004132013,0.004133326,0.008397828,0.008427574,40.30853,40.36829,42.29248,42.36127,253.4186,253.4669,241.034,241.0866,0.000351816,0.0003517049,0.001461658,0.001470478,200.0,6.36924,6.451144,6.757958,7.349732,8.36689,10.13634,13.60127,23.56999,155.6412,38.56964,19.75146,12.41565,8.996699,7.14595,6.04784,5.366785,4.948452,4.716164,4.632812,0.08915970000000008,0.0,0.0761403135735003,6,0.0
142.468,9108727.573,3990.514,3990.514,1,0,142.466,0.0,13.858,13.8574,0.1219,0.037,-0.01897955,-0.156422,0.0,98.07066,6.0,5235.988,1.0,0.2921438,46.14713,45.52861,44.35172,43.71529,0.004132069,0.004133382,0.008397883,0.008427611,40.30853,40.36829,42.29218,42.36096,253.4186,253.4669,241.0338,241.0863,0.0003518243,0.0003517132,0.001461673,0.001470489,200.0,6.361549,6.44347,6.749874,7.340844,8.3561,10.12153,13.57402,23.45711,162.1719,38.76455,19.80981,12.44165,9.012695,7.157847,6.05762,5.375513,4.956507,4.723868,4.64048,0.17751825000000102,0.0,0.07541584012182359,6,0.0
142.488,9108727.592,3990.789,3990.789,1,0,142.486,0.0,13.862,13.8614,0.1204,0.0374,-0.01881456,-0.1550487,0.0,98.07066,6.0,5235.988,1.0,0.2917995,46.14983,45.54285,44.41848,43.79512,0.004132118,0.00413343,0.008397941,0.008427653,40.30853,40.36829,42.29218,42.36066,253.4186,253.4669,241.0338,241.0861,0.0003518315,0.0003517204,0.001461691,0.001470501,200.0,6.353973,6.435913,6.741948,7.332205,8.345574,10.10707,13.54769,23.34891,169.2679,38.9564,19.86704,12.467,9.028272,7.169488,6.067149,5.384058,4.964444,4.731468,4.648018,0.2597910000000006,0.0,0.07475164184273451,6,0.0
142.508,9108727.657,3991.063,3991.063,1,0,142.506,0.0,13.8739,13.8733,0.1195,0.04,-0.0186038,-0.1536865,0.0,98.07058,6.0,5235.988,1.0,0.2914433,46.17677,45.57824,44.56346,43.94868,0.004132168,0.004133481,0.008398016,0.008427713,40.30853,40.36829,42.29218,42.36057,253.4186,253.4669,241.0338,241.086,0.000351839,0.0003517279,0.001461712,0.001470518,200.0,6.346451,6.428422,6.734173,7.32381,8.335322,10.09302,13.52225,23.24601,176.9893,39.14438,19.92264,12.49154,9.043357,7.180873,6.076409,5.392427,4.972268,4.738983,4.655495,0.33033839999999975,0.0,0.0741527862306754,6,0.0
142.548,9108727.657,3991.614,3991.614,1,0,142.546,0.0,13.9165,13.9159,0.1184,0.0475,-0.018332,-0.1509802,0.0,98.07043,6.0,5235.988,1.0,0.2914753,46.30636,45.71544,44.79662,44.19115,0.004132271,0.004133586,0.008398212,0.008427886,40.30853,40.36829,42.29218,42.36057,253.4186,253.4669,241.0338,241.086,0.0003518543,0.0003517435,0.001461768,0.001470568,200.0,6.33152,6.413551,6.718819,7.307101,8.315042,10.06525,13.47237,23.04726,194.936,39.51968,20.03324,12.54047,9.073444,7.203439,6.09487,5.40892,4.98774,4.753944,4.670357,0.4474064000000019,0.0,0.0727759683625372,6,0.0
142.568,9108727.674,3991.891,3991.891,1,0,142.566,0.0,13.9388,13.9382,0.1182,0.0513,-0.01821661,-0.1496194,0.0,98.07035,6.0,5235.988,1.0,0.2916656,46.37981,45.78912,44.86649,44.26247,0.004132324,0.00413364,0.008398312,0.008427976,40.30853,40.36829,42.29218,42.36057,253.4186,253.4669,241.0338,241.086,0.0003518622,0.0003517516,0.001461797,0.001470593,200.0,6.324028,6.40609,6.711128,7.298604,8.304777,10.05107,13.44699,22.94879,200.0,39.71115,20.08976,12.56557,9.088873,7.214875,6.104252,5.417168,4.995506,4.761452,4.677841,0.5064447500000018,0.0,0.07205657513770089,6,0.0
