sim_time_s,wall_time_s,dist_from_start_m,dist_raced_m,race_lap,cur_lap_time_s,last_lap_time_s,total_speed_mps,speed_body_x_mps,speed_body_y_mps,speed_body_z_mps,angle_rad,track_pos,damage,fuel_l,gear,engine_rpm,race_pos,pos_z_m,fr_spin_vel_rad_s,fl_spin_vel_rad_s,rr_spin_vel_rad_s,rl_spin_vel_rad_s,fr_tire_wear,fl_tire_wear,rr_tire_wear,rl_tire_wear,fr_tire_temp_c,fl_tire_temp_c,rr_tire_temp_c,rl_tire_temp_c,fr_tire_pressure_kpa,fl_tire_pressure_kpa,rr_tire_pressure_kpa,rl_tire_pressure_kpa,fr_tire_graining,fl_tire_graining,rr_tire_graining,rl_tire_graining,opp_nearest_m,track_beam_00_m,track_beam_01_m,track_beam_02_m,track_beam_03_m,track_beam_04_m,track_beam_05_m,track_beam_06_m,track_beam_07_m,track_beam_08_m,track_beam_09_m,track_beam_10_m,track_beam_11_m,track_beam_12_m,track_beam_13_m,track_beam_14_m,track_beam_15_m,track_beam_16_m,track_beam_17_m,track_beam_18_m,accel_cmd,brake_cmd,steer_cmd,gear_cmd,clutch_cmd
9.632,9104354.453,5759.219,-24.87793,1,9.63,0.0,1.2318,1.2318,0.001,-0.0005,0.01639223,-0.0007546165,0.0,99.99746,2.0,6055.466,1.0,0.2933202,4.18181,3.578206,46.65839,46.65976,8.074758e-07,8.567923e-07,0.0001172179,0.0001172397,20.00018,20.00012,20.1239,20.12384,237.0001,237.0001,224.0947,224.0946,1.855747e-11,2.090897e-11,3.908281e-07,3.909735e-07,200.0,5.505005,5.605713,5.891797,6.413212,7.276405,8.71027,11.2617,16.5657,31.72014,200.0,31.62674,15.60532,10.74779,8.408281,7.086408,6.290946,5.815798,5.565674,5.496582,1.0,0.0,0.021351643688932234,2,0.0
9.652,9104354.502,5759.245,-24.85205,1,9.65,0.0,1.3526,1.3526,0.0017,-0.0,0.0162878,-0.0009099787,0.0,99.99743,3.0,5249.362,1.0,0.2932646,4.852658,4.297134,41.32449,41.32584,8.635348e-07,9.153264e-07,0.0001318993,0.0001319204,20.00027,20.00018,20.1394,20.13934,237.0002,237.0001,224.1065,224.1065,2.120364e-11,2.383965e-11,4.940554e-07,4.942136e-07,200.0,5.505615,5.606445,5.892598,6.413694,7.276858,8.710551,11.26124,16.5632,31.70596,200.0,31.64426,15.60771,10.74795,8.407957,7.085951,6.290124,5.815098,5.564697,5.495728,1.0,0.0,0.021317585924588555,3,0.0
9.672,9104354.502,5759.274,-24.82324,1,9.67,0.0,1.4766,1.4766,0.0025,0.0009,0.01616287,-0.001065341,0.0,99.99743,3.0,5264.226,1.0,0.2932169,5.246625,4.954623,35.01238,35.01403,9.235624e-07,9.776303e-07,0.0001445851,0.000144607,20.0004,20.00034,20.1528,20.15274,237.0003,237.0003,224.1167,224.1167,2.423335e-11,2.71698e-11,5.928969e-07,5.93076e-07,200.0,5.506592,5.6073,5.893359,6.414322,7.27743,8.71047,11.2608,16.5592,31.68783,200.0,31.66528,15.6105,10.74828,8.407631,7.085497,6.289683,5.814429,5.564087,5.494873,1.0,0.0,0.02125742680780954,3,0.0
9.692,9104354.555,5759.305,-24.79199,1,9.69,0.0,1.6033,1.6033,0.0032,0.002,0.01602125,-0.001220703,0.0,99.99743,2.0,5240.445,1.0,0.2931838,5.425169,5.619705,28.94271,28.94524,9.836893e-07,1.028573e-06,0.0001552384,0.0001552598,20.00055,20.00046,20.16406,20.164,237.0005,237.0004,224.1254,224.1253,2.747122e-11,3.005409e-11,6.827958e-07,6.829849e-07,200.0,5.507446,5.607788,5.893712,6.414718,7.277363,8.710264,11.25927,16.55551,31.66727,200.0,31.69303,15.61451,10.74993,8.408016,7.085177,6.289259,5.813976,5.563232,5.494019,1.0,0.0,0.021176017127621922,2,0.0
9.732,9104354.555,5759.374,-24.72314,1,9.73,0.0,1.8616,1.8616,0.0035,0.0039,0.01571894,-0.001220703,0.0,99.99743,2.0,5270.173,1.0,0.2931623,5.843264,6.223192,16.65062,16.65436,1.086606e-06,1.136012e-06,0.0001705551,0.0001705774,20.00089,20.00079,20.18021,20.18015,237.0007,237.0007,224.1377,224.1376,3.348249e-11,3.661485e-11,8.230475e-07,8.232639e-07,200.0,5.507446,5.607422,5.892938,6.413424,7.275445,8.706881,11.25287,16.53997,31.61255,200.0,31.7581,15.62866,10.75559,8.41103,7.087292,6.290392,5.81474,5.563477,5.493896,1.0,0.0,0.020791104000774132,2,0.0
9.752,9104354.605,5759.413,-24.68457,1,9.75,0.0,1.9926,1.9926,0.0037,0.0045,0.01556015,-0.001242898,0.0,99.99743,3.0,5246.39,1.0,0.2931683,6.237257,6.412832,10.37969,10.3964,1.135831e-06,1.182479e-06,0.0001744656,0.0001745171,20.00107,20.00098,20.18436,20.18433,237.0009,237.0008,224.1409,224.1409,3.65672e-11,3.965217e-11,8.609186e-07,8.614257e-07,200.0,5.507446,5.607544,5.892681,6.413039,7.274602,8.705669,11.24997,16.53256,31.58437,200.0,31.79321,15.63506,10.75821,8.41242,7.087873,6.290779,5.814793,5.563599,5.493774,1.0,0.0,0.020603056030191063,3,0.0
9.772,9104354.606,5759.454,-24.64355,1,9.77,0.0,2.0691,2.069,0.0063,0.0047,0.01541567,-0.001265092,0.0,99.99743,3.0,5261.252,1.0,0.2931809,6.52641,6.503998,6.530819,6.615573,1.183387e-06,1.228127e-06,0.0001749144,0.0001749825,20.00131,20.00119,20.18497,20.18497,237.0011,237.0009,224.1413,224.1413,3.967683e-11,4.275433e-11,8.653154e-07,8.659865e-07,200.0,5.507568,5.607422,5.892605,6.412618,7.274045,8.704321,11.24757,16.52645,31.55909,200.0,31.82534,15.64086,10.76062,8.413698,7.08854,6.291004,5.814903,5.563599,5.493652,1.0,0.0,0.020433227484663825,3,0.0
9.792,9104354.613,5759.495,-24.60254,1,9.79,0.0,2.0663,2.0663,0.0066,0.0034,0.01530981,-0.001265092,0.0,99.99743,2.0,5237.474,1.0,0.2931733,6.654826,6.452159,7.585446,5.902856,1.236585e-06,1.289742e-06,0.0001749624,0.0001750636,20.00159,20.00146,20.18515,20.18524,237.0013,237.0012,224.1415,224.1415,4.33073e-11,4.713044e-11,8.657863e-07,8.667824e-07,200.0,5.507568,5.6073,5.892557,6.412236,7.273199,8.702999,11.24532,16.52136,31.53968,200.0,31.84938,15.64616,10.76273,8.414551,7.089034,6.291342,5.815207,5.563599,5.493774,1.0,0.0,0.020298442318416904,2,0.0
9.812,9104354.656,5759.537,-24.56055,1,9.81,0.0,2.0648,2.0648,0.0073,0.0022,0.01514578,-0.001309482,0.0,99.99743,2.0,5252.335,1.0,0.2931209,6.836269,6.709124,5.57734,7.571135,1.29405e-06,1.347033e-06,0.0001751367,0.0001752334,20.00189,20.00177,20.18546,20.18555,237.0015,237.0014,224.1417,224.1418,4.740813e-11,5.139019e-11,8.674966e-07,8.684494e-07,200.0,5.507812,5.607544,5.892484,6.412069,7.272496,8.701697,11.24263,16.51417,31.51177,200.0,31.88445,15.6524,10.76495,8.415799,7.089796,6.291694,5.815022,5.563599,5.493408,1.0,0.0,0.020117852350018714,2,0.0
9.832,9104354.656,5759.578,-24.51904,1,9.83,0.0,2.0608,2.0608,0.0062,0.002,0.01505709,-0.001353871,0.0,99.99743,2.0,5267.2,1.0,0.2930384,7.11017,6.951156,7.554587,5.566916,1.362264e-06,1.404283e-06,0.0001753131,0.0001754091,20.0022,20.00208,20.18576,20.18585,237.0018,237.0017,224.142,224.142,5.252107e-11,5.583091e-11,8.692301e-07,8.701767e-07,200.0,5.508057,5.607544,5.892457,6.412033,7.272533,8.701025,11.24123,16.51027,31.49508,200.0,31.90422,15.65611,10.76666,8.416294,7.089802,6.291594,5.814939,5.563354,5.493164,1.0,0.0,0.020033187632257785,2,0.0
9.852,9104354.709,5759.619,-24.47803,1,9.85,0.0,2.064,2.064,0.0071,0.003,0.01488924,-0.001376065,0.0,99.99743,2.0,5235.988,1.0,0.292953,7.16822,7.161383,6.057833,8.084352,1.424242e-06,1.476052e-06,0.0001754942,0.0001755956,20.0025,20.00238,20.1861,20.18616,237.002,237.0019,224.1422,224.1422,5.739041e-11,6.16635e-11,8.710108e-07,8.720119e-07,200.0,5.508301,5.607544,5.892097,6.411349,7.271402,8.699616,11.23781,16.50223,31.46475,200.0,31.94066,15.66376,10.76945,8.418122,7.090917,6.292336,5.815362,5.563477,5.493164,1.0,0.0,0.019833603472379606,2,0.0
9.872,9104354.709,5759.662,-24.43555,1,9.87,0.0,2.1826,2.1826,0.0093,0.0051,0.01483822,-0.00139826,0.0,99.9972,2.0,5235.988,1.0,0.2928886,7.362469,7.521225,11.21544,11.18974,1.483628e-06,1.5433e-06,0.0001763265,0.0001763057,20.00281,20.00269,20.1871,20.18704,237.0023,237.0022,224.143,224.1429,6.225923e-11,6.738957e-11,8.792214e-07,8.790189e-07,200.0,5.508301,5.607666,5.892179,6.411345,7.271276,8.698972,11.2371,16.49951,31.45488,200.0,31.95311,15.66562,10.77003,8.418421,7.090885,6.292244,5.815212,5.563232,5.493042,1.0,0.0,0.019782772556079846,2,0.0
9.892,9104354.718,5759.707,-24.39014,1,9.89,0.0,2.3194,2.3193,0.0089,0.0075,0.01471567,-0.001464844,0.0,99.99697,2.0,5235.988,1.0,0.29287,7.625387,7.800116,14.5357,14.51074,1.534768e-06,1.597069e-06,0.0001784566,0.0001784371,20.00311,20.00299,20.18945,20.18939,237.0025,237.0024,224.1447,224.1447,6.660953e-11,7.214815e-11,9.004187e-07,9.002258e-07,200.0,5.508545,5.60791,5.892228,6.411407,7.271105,8.698219,11.23508,16.4946,31.43447,200.0,31.97898,15.67039,10.77186,8.418997,7.091237,6.292348,5.815134,5.56311,5.492554,1.0,0.0,0.019669125717152323,2,0.0
9.932,9104354.769,5759.806,-24.2915,1,9.93,0.0,2.5835,2.5835,0.0086,0.011,0.01443815,-0.001620206,0.0,99.99651,2.0,5235.988,1.0,0.2930105,8.409178,8.463662,21.39497,21.37616,1.59826e-06,1.660082e-06,0.0001889107,0.0001889116,20.00369,20.00357,20.20059,20.20053,237.003,237.0029,224.1533,224.1532,7.221131e-11,7.792778e-11,1.008221e-06,1.008233e-06,200.0,5.509399,5.608276,5.892588,6.411125,7.270427,8.696752,11.23097,16.48299,31.38615,200.0,32.03941,15.68121,10.77536,8.420612,7.091838,6.292374,5.814838,5.5625,5.491699,1.0,0.0,0.019414682746836633,2,0.0
9.952,9104354.773,5759.858,-24.23877,1,9.95,0.0,2.7132,2.7132,0.0085,0.0111,0.01428175,-0.001708984,0.0,99.99628,2.0,5235.988,1.0,0.2931376,8.879322,8.887883,24.8622,24.84251,1.61346e-06,1.676379e-06,0.0001968808,0.0001968758,20.004,20.00388,20.20901,20.20892,237.0032,237.0031,224.1597,224.1596,7.358535e-11,7.945793e-11,1.094562e-06,1.094509e-06,200.0,5.51001,5.608732,5.892697,6.411034,7.269684,8.69556,11.22875,16.47685,31.36053,200.0,32.07312,15.68683,10.7776,8.421603,7.092183,6.292271,5.814622,5.562134,5.491089,1.0,0.0,0.019272065882520707,2,0.0
9.992,9104354.817,5759.973,-24.12451,1,9.99,0.0,2.9697,2.9697,0.0084,0.0075,0.01393318,-0.001953125,0.0,99.99583,2.0,5235.988,1.0,0.2933469,9.789564,9.76271,31.9412,31.92253,1.63016e-06,1.692826e-06,0.000216114,0.0002160943,20.00461,20.00449,20.22928,20.22916,237.0037,237.0036,224.1752,224.1751,7.510929e-11,8.101689e-11,1.317612e-06,1.317375e-06,200.0,5.51123,5.609565,5.893203,6.411424,7.269407,8.693795,11.2244,16.46381,31.30366,200.0,32.14528,15.69928,10.7814,8.422894,7.092562,6.292048,5.814012,5.561157,5.489746,1.0,0.0,0.018983677702260508,2,0.0
10.012,9104354.868,5760.034,-24.06348,1,10.01,0.0,3.0956,3.0956,0.0083,0.0049,0.01374054,-0.002108487,0.0,99.9956,2.0,5235.988,1.0,0.2933705,10.21682,10.18302,35.60661,35.58923,1.637371e-06,1.699973e-06,0.0002272643,0.0002272367,20.00491,20.00479,20.24103,20.24091,237.004,237.0039,224.1842,224.1841,7.577208e-11,8.169897e-11,1.456422e-06,1.456073e-06,200.0,5.512085,5.610323,5.893936,6.41156,7.269455,8.693114,11.22195,16.45721,31.27278,200.0,32.18402,15.70528,10.78344,8.423475,7.092554,6.291757,5.813379,5.560332,5.488892,1.0,0.0,0.018837307326985808,2,0.0
10.032,9104354.869,5760.097,-24.00049,1,10.03,0.0,3.2209,3.2209,0.0081,0.0033,0.01353788,-0.002241655,0.0,99.99537,2.0,5235.988,1.0,0.2933416,10.63491,10.59741,39.30946,39.29234,1.644768e-06,1.707306e-06,0.0002395434,0.0002395095,20.00522,20.0051,20.25397,20.25385,237.0042,237.0041,224.194,224.194,7.645495e-11,8.240169e-11,1.617344e-06,1.616892e-06,200.0,5.512817,5.610857,5.894254,6.411596,7.269138,8.692266,11.21932,16.44967,31.2407,200.0,32.2256,15.71263,10.78573,8.424447,7.092658,6.29161,5.813025,5.559866,5.488159,1.0,0.0,0.01866404994665125,2,0.0
10.052,9104354.874,5760.163,-23.93457,1,10.05,0.0,3.3462,3.3462,0.008,0.0029,0.01332188,-0.002441406,0.0,99.99511,2.0,5682.926,1.0,0.2932811,11.05049,11.00959,43.32784,43.3117,1.652449e-06,1.714903e-06,0.000253057,0.0002530164,20.00552,20.0054,20.26822,20.2681,237.0045,237.0044,224.2049,224.2049,7.716738e-11,8.313301e-11,1.804207e-06,1.803635e-06,200.0,5.513916,5.611741,5.895068,6.412246,7.269073,8.691927,11.21716,16.44206,31.20687,200.0,32.26683,15.71922,10.78787,8.424911,7.092582,6.291037,5.812248,5.558871,5.487061,1.0,0.0,0.01851619561037843,2,0.0
10.072,9104354.893,5760.231,-23.86621,1,10.07,0.0,3.4717,3.4717,0.0077,0.0035,0.01309586,-0.002596769,0.0,99.99479,2.0,6373.05,1.0,0.2932124,11.46545,11.42246,48.54597,48.53062,1.660423e-06,1.722808e-06,0.0002681016,0.0002680549,20.00583,20.00571,20.28406,20.28394,237.0047,237.0046,224.217,224.2169,7.791047e-11,8.389744e-11,2.024274e-06,2.023573e-06,200.0,5.514771,5.612347,5.895175,6.412209,7.268877,8.690378,11.2143,16.43332,31.17009,200.0,32.31435,15.72813,10.79094,8.42589,7.092998,6.290998,5.811804,5.558204,5.486206,1.0,0.0,0.018327325126878347,2,0.0
10.112,9104354.939,5760.375,-23.72217,1,10.11,0.0,3.7239,3.7239,0.0072,0.0058,0.01260853,-0.00304066,0.0,99.99381,2.0,8455.138,1.0,0.2931046,12.29882,12.25093,64.28853,64.27421,1.677337e-06,1.739556e-06,0.0003048533,0.0003047948,20.00644,20.00632,20.32272,20.3226,237.0052,237.0051,224.2466,224.2465,7.94985e-11,8.552856e-11,2.615196e-06,2.614201e-06,200.0,5.517212,5.614484,5.896797,6.413086,7.269004,8.689141,11.2093,16.41581,31.09587,200.0,32.41218,15.74351,10.79512,8.427036,7.092395,6.289939,5.810194,5.556119,5.483765,1.0,0.0,0.01798942701662087,3,0.0
10.152,9104354.991,5760.528,-23.56885,1,10.15,0.0,3.977,3.977,0.0065,0.0077,0.0120697,-0.003506747,0.0,99.99295,3.0,7995.903,1.0,0.2930615,13.13528,13.0822,71.29401,71.28134,1.695484e-06,1.757516e-06,0.0003528845,0.0003528126,20.00705,20.00693,20.37332,20.37317,237.0057,237.0056,224.2853,224.2851,8.122015e-11,8.729532e-11,3.501426e-06,3.500009e-06,200.0,5.519653,5.616466,5.898266,6.413713,7.268842,8.687051,11.20321,16.39729,31.01396,200.0,32.51993,15.76172,10.80072,8.428694,7.09249,6.2892,5.808643,5.554287,5.481079,1.0,0.0,0.01760008747157492,4,0.0
10.172,9104354.995,5760.61,-23.4873,1,10.17,0.0,4.1037,4.1037,0.0061,0.0085,0.01177979,-0.003750888,0.0,99.99295,3.0,8007.154,1.0,0.2930591,13.55456,13.49832,64.90582,64.89363,1.705025e-06,1.766945e-06,0.0003757803,0.0003757033,20.00735,20.00723,20.39743,20.39728,237.0059,237.0058,224.3037,224.3036,8.213277e-11,8.823003e-11,3.968885e-06,3.967269e-06,200.0,5.520996,5.617422,5.898997,6.414409,7.268685,8.685917,11.19993,16.3875,30.96982,200.0,32.57837,15.77108,10.80371,8.429563,7.092635,6.288419,5.807758,5.553047,5.479736,1.0,0.0,0.017386387538547335,4,0.0
10.212,9104355.045,5760.78,-23.31738,1,10.21,0.0,4.3574,4.3574,0.005,0.0092,0.01116419,-0.003861861,0.0,99.99295,4.0,5255.307,1.0,0.2930748,14.3927,14.33189,51.80442,51.79432,1.724966e-06,1.786691e-06,0.0004151516,0.0004150624,20.00797,20.00784,20.43887,20.43872,237.0064,237.0063,224.3354,224.3352,8.405673e-11,9.020389e-11,4.840338e-06,4.838271e-06,200.0,5.521606,5.617458,5.898219,6.412728,7.265615,8.680577,11.1887,16.3598,30.8657,200.0,32.71726,15.79886,10.81444,8.434779,7.095339,6.290115,5.808488,5.55298,5.479126,1.0,0.0,0.01667322873243884,4,0.0
10.232,9104355.094,5760.868,-23.22949,1,10.23,0.0,4.4842,4.4841,0.0046,0.0093,0.0108366,-0.003950639,0.0,99.99295,4.0,5270.173,1.0,0.2930837,14.81212,14.74816,45.09084,45.08205,1.735405e-06,1.797005e-06,0.0004314871,0.0004313925,20.00827,20.00815,20.45609,20.45593,237.0067,237.0066,224.3485,224.3484,8.507287e-11,9.12436e-11,5.226959e-06,5.224681e-06,200.0,5.522018,5.617702,5.898183,6.412204,7.264106,8.677662,11.18308,16.34507,30.8108,200.0,32.78972,15.81215,10.81956,8.437492,7.09653,6.290731,5.808683,5.553036,5.478516,1.0,0.0,0.016312645945113176,4,0.0
10.272,9104355.094,5761.052,-23.04492,1,10.27,0.0,4.7376,4.7376,0.0035,0.0092,0.01014185,-0.004106001,0.0,99.99272,4.0,5235.988,1.0,0.2930884,15.64931,15.58176,39.02954,39.02455,1.757132e-06,1.818541e-06,0.0004586915,0.0004585868,20.00888,20.00876,20.48471,20.48456,237.0072,237.0071,224.3704,224.3703,8.720739e-11,9.34339e-11,5.903385e-06,5.900705e-06,200.0,5.522949,5.617676,5.897461,6.410534,7.261081,8.671557,11.17074,16.31393,30.69756,200.0,32.94428,15.84265,10.83123,8.443313,7.099817,6.292056,5.809082,5.552612,5.477661,1.0,0.0,0.015526969129027575,4,0.0
10.312,9104355.146,5761.247,-22.85059,1,10.31,0.0,4.9911,4.9911,0.0022,0.0093,0.009403229,-0.004372336,0.0,99.99226,4.0,5235.988,1.0,0.2930708,16.48609,16.41614,39.31477,39.31691,1.780067e-06,1.841311e-06,0.0004849013,0.0004848164,20.00949,20.00937,20.51218,20.51202,237.0077,237.0076,224.3914,224.3913,8.948947e-11,9.5778e-11,6.593739e-06,6.591444e-06,200.0,5.524292,5.61853,5.897461,6.409385,7.258432,8.66588,11.15889,16.28308,30.57908,200.0,33.10608,15.87359,10.84278,8.44853,7.102203,6.293151,5.809082,5.551758,5.476196,1.0,0.0,0.014756081629950676,4,0.0
10.332,9104355.154,5761.348,-22.74902,1,10.33,0.0,5.1183,5.1183,0.0016,0.0095,0.009022236,-0.004505504,0.0,99.99203,4.0,5235.988,1.0,0.2930565,16.90657,16.83392,39.42425,39.44157,1.792074e-06,1.853184e-06,0.0004976827,0.0004977015,20.0098,20.00967,20.52567,20.5256,237.0079,237.0078,224.4017,224.4016,9.069599e-11,9.701185e-11,6.944148e-06,6.944677e-06,200.0,5.525024,5.618896,5.897339,6.408785,7.257166,8.66337,11.15304,16.26781,30.52023,200.0,33.18921,15.88872,10.84843,8.450785,7.103425,6.293679,5.809204,5.551392,5.475464,1.0,0.0,0.014355763574646229,4,0.0
